city,borough,title,foundry,fabricator,primary_architect_first,landscape_architect_last,artwork_type1,location_name,landscape_architect_middle,lot,date_created_approximation,primary_artist_first,date_dedicated,date_dedicated_approximation,secondary_artist_first,inscription,pdc_records,secondary_artist_last,material,subject_keyword,primary_architect_middle,date_created,landscape_architect_first,primary_artist_last,block,secondary_architect_last,address,secondary_architect_middle,artwork_type2,alternate_title,secondary_architect_first,latitude,state
New York,Manhattan,John Ericsson Memorial,"Gorham Manufacturing and Founders (statue); Roman Bronze Works, Inc. (plaques)",,Frank,,Statue,Battery Park,,1.0,N,Jonathan,1903,N,,"Integral plinth, right:
[signed] J.S. Hartley 1902 /

Pedestal front:
ERICSSON /

Pedestal back:
THE CITY OF NEW YORK / ERECTS THIS STATUE TO THE / MEMORY OF A CITIZEN WHOSE / GENIUS HAS CONTRIBUTED / TO THE GREATNESS OF THE / REPUBLIC AND THE PROGRESS / OF THE WORLD /---/ APRIL 26 1893 /---/ ON JULY 31 1803 JOHN ERICSSON WAS / BORN IN LANGSBANSHYTTAN SWEDEN / DIED IN NEW YORK MARCH 8 1889","55, 1371",,"Bronze, granite","American Civil War, Engineer, Swedish, War",E.,1903,,Hartley,3,,State Street and Bridge Street,,Monument/Memorial,,,40.703639,NY
Brooklyn,Brooklyn,Bushwick-Ridgewood Memorial,,,Giles,,Statue,Heisser Square Park,,1.0,N,Pietro,1921,N,,TO THE MEMORY / OF THE / BUSHWICK-RIDGEWOOD / BOYS WHO SERVED / IN THE WORLD WAR / 1917-1918,1045,,"Bronze, granite","World War I, War, Doughboy",Greene,1919,,Montana,3299,,Myrtle Avenue between Knickerbocker Avenue and Bleecker Street,,Monument/Memorial,The Fighting Doughboy,,40.698726,NY
Brooklyn,Brooklyn,First Symphony of the Sea,,,,,Bas-relief sculpture,Coney Island Beach,,,N,Toshio,1993,N,,,2587,,"Terrazzo, ceramic, concrete","Maritime, bas-relief, animals",,1992,,Sasaki,,,Riegelmann Boardwalk,,Artwork,,,40.573723,NY
Brooklyn,Brooklyn,Design Team Project,,,Michael,,Installation,Sheepshead Bay Fishing Piers,,,N,Scott,1994,N,,,5054,,Mixed media,"Maritime, pier",J.,1994,,Burton,,,Emmons Avenue between East 21st Street and East 26th Street,,Artwork,,,40.584709,NY
New York,Manhattan,McNally Plaza Memorial,Eagle Bronze Works,Tuscan Granite Co.,,,"Plaque, stele",McNally Plaza,,525.0,N,,1921,N,,"Stele (front): DEDICATED TO THE / RICHARD J. MC NALLY POST 263 / AMERICAN LEGION / IN HONOR OF THE MEN / WHO GAVE THEIR LIVES / FOR THEIR COUNTRY / IN THE WORLD WAR / AND WHO AT THE TIME / OF THEIR ENLISTMENT / RESIDED IN THE TERRITORY / COVERED BY THIS POST / [HONOR ROLL OF 62 NAMES] / Stele (rear): DEDICATED MAY 30, 1921.",1712,,"Bronze, Deer island granite","World War I, War",,1921,,,2149,,Laurel Hill Terrace and McNally Plaza,,Monument/Memorial,,,40.848046,NY
Staten Island,Staten Island,Gretta Moulton Gate,,,Philip,,Ornamental gates,High Rock Park,,1.0,N,Bradford,1995,N,,"GRETTA MOULTON GATE / GRETTA MOULTON WAS A HEROINE OF THE / ENVIRONMENTAL MOVEMENT THAT SAVED / HIGH ROCK PARK IN 1965. AN INSPIRED / LEADER OF EARLY EFFORTS TO PRESERVE / THE GREENBELT, SHE WAS ALSO A TRUSTEE / OF THE STATEN ISLAND INSTITUTE OF ARTS / AND SCIENCES AND THE FOUNDER OF THE / FRIENDS OF HIGH ROCK. THIS PARKLAND / AFFIRMS IN PERPETUITY THE PROFOUND / EFFECT OF HER DEVOTION TO CONSERVATION / OF OUR NATURAL RESOURCES. / DESIGN: BRADFORD M. GREENE / ERECTED BY: PHILIP LLOYD RAMPULLA / NEW YORK CITY DEPARTMENT OF PARKS AND RECREATION / HENRY J. STERN, COMMISSIONER / DEDICATED FALL 1995 BY: / THE GREENBELT CONSERVANCY, INC. /",5599,,"Bronze, steel","Women, Reformer, Environmentalism, Animals, Gates",Lloyd,1995,,Greene,939,,200 Nevada Avenue,,Artwork/Memorial,,,40.584694,NY
New York,Manhattan,The Immigrants,Modern Art Foundry,A. Ottavino Corp. (base),Frank,,Sculpture,Battery Park,,1.0,N,Luis,1983; 2005,N,,DEDICATED TO THE PEOPLE OF ALL NATIONS / WHO ENTERED AMERICA THROUGH CASTLE GARDEN / IN MEMORY OF SAMUEL RUDIN / 1896-1975 / WHOSE PARENTS ARRIVED IN AMERICA IN 1883 / SANGUINO,1371,,"Bronze, Minnesota Rideau Red granite","Immigration, Immigrants, Jewish, African American, Black American, Black History, Slavery, Labor",,1973,,Sanguino,3,,State Street and Whitehall Street,,Artwork,,,40.703063,NY
Bronx,Bronx,Clason Point World War I Memorial,,,,,"Stele, bas-relief",Woodrow Wilson Square,,100.0,Y,James,1928,N,,Top plaque: DEDICATED TO THOSE WHO MADE THE SU- / PREME SACRIFICE AND TO ALL OTHERS / FROM CLASON POINT WHO ENTERED THE / SERVICE OF OUR COUNTRY IN THE WORLD WAR / NEW YORK CITY / A.D. 1928 Bottom left plaque: LET US RAISE / A STANDARD TO WHICH / THE WISE AND HON- / EST CAN REPAIR THE / EVENT IS IN THE HANDS / OF GOD. / WASHINGTON / THAT GOVERNMENT / OF THE PEOPLE BY THE / PEOPLE AND FOR THE / PEOPLE SHALL NOT PER- / ISH FROM THE EARTH / LINCOLN Bottom right plaque: NO IMPERIAL / DESIGNS LURK / IN THE AMERICAN / MIND THEY ARE / ALIEN TO AMERI - / CAN SENTIMENT / THOUGHT AND PURPOSE. / MCKINLEY / THAT THE WORLD / MAY BE MADE / SAFE FOR DEMOC- / RACY. / WILSON,1483,,"Bronze, Deer Isle Granite","World War I, War",,1927,,Novelli,3499,,"Soundview Avenue, Underhill Avenue and Patterson Avenue",,Monument/Memorial,,,40.813472,NY
New York,Manhattan,New York Korean War Veterans Memorial,,,,,Sculpture,Battery Park,,1.0,N,Mac,1991,N,,"Base (front): THE KOREAN WAR / 1950-1953 / 
Base (rear): THE UNIVERSAL SOLDIER
Pavers: REPUBLIC OF KOREA -- DEAD 58,127 WOUNDED 175,743 MISSING 174,244 / AUSTRALIA -- DEAD 339 WOUNDED 1,216 MISSING 29 /BELGIUM -- DEAD 107 WOUNDED 345 MISSING 5 /CANADA -- DEAD 291 / WOUNDED 1,072 MISSING 21 / COLOMBIA -- DEAD 140 WOUNDED 452 MISSING 65 / DENMARK / ETHIOPIA -- DEAD 120 WOUNDED 536 / FRANCE -- DEAD 288 WOUNDED 818 MISSING 18 / GREECE -- DEAD 194 WOUNDED 610 MISSING 2 / INDIA / ITALY / LUXEMBOURG -- DEAD 2 WOUNDED 5 / NETHERLANDS -- DEAD 120 WOUNDED 645 MISSING 3 / NEW ZEALAND -- DEAD 42 WOUNDED 81 / NORWAY -- DEAD 2 / PHILIPPINES -- DEAD 92 WOUNDED 299 MISSING 57 / SOUTH AFRICA -- DEAD 20 MISSING 16 / SWEDEN / THAILAND -- DEAD 114 WOUNDED 794 MISSING 5 / TURKEY -- DEAD 721 WOUNDED 1,475 MISSING 175 / UNITED KINGDOM -- DEAD 909 WOUNDED 3,497 MISSING 141 / UNITED STATES OF AMERICA -- DEAD 54,246 WOUNDED 103,248 MISSING 8,177",1371,,"Granite, stainless steel, mosaic tile","Korean War, Mosaic, Obelisk, Veterans, Sundial, War",,1991,,Adams,3,,north of Castle Clinton,,Monument/Memorial,The Universal Soldier,,40.704075,NY
Brooklyn,Brooklyn,Jackie Robinson and Pee Wee Reese Monument,,,,,Statue,MCU Park,,101.0,N,William,2005,N,,"ON MAY 1947, ON CINCINNATI'S CROSLEY FIELD, / ROBINSON ENDURED RACIST TAUNTS, / JEERS, AND DEATH THREATS / THAT WOULD HAVE BROKEN THE SPIRIT / OF A LESSER MAN. /

REESE, CAPTAIN OF THE BROOKLYN DODGERS, / WALKED OVER TO HIS TEAMMATE ROBINSON / AND STOOD BY HIS SIDE, / SILENCING THE TAUNTS OF THE CROWD. /

THIS SIMPLE GESTURE / CHALLENGED PREJUDICE AND / CREATED A POWERFUL AND ENDURING FRIENDSHIP. / 

BORN 1919 CAIRO, GEORGIA - DIED 1972 STAMFORD, CONNECTICUT / JACK ROOSEVELT ROBINSON / 42 / ON APRIL 15, 1947 ROBINSON FIRST TOOK THE FIELD FOR THE BROOKLYN / DODGERS, BREAKING THE COLOR BARRIER IN MAJOR LEAGUE BASEBALL. IN THE / FACE OF HOSTILITY, HE REMAINED STEADFAST, WINNING HIS WAY INTO THE / HALL OF FAME AND THE HEARTS OF BASEBALL FANS. ROBINSON WAS A CHAMPION / OF THE GAME OF BASEBALL, OF JUSTICE, AND OF CIVIL RIGHTS. /

CITY OF NEW YORK, PARKS & RECREATION / MICHAEL R. BLOOMBERG, MAYOR / ADRIAN BENEPE, COMMISSIONER / THE MAYOR'S FUND TO ADVANCE NEW YORK CITY / WILLIAM BEHRENDS, SCULPTOR, 2005 / 

BORN 1918 EKRON, KENTUCKY - DIED 1999 LOUISVILLE, KENTUCKY / HAROLD HENRY REESE / 1 / KNOWN AS PEE WEE, REESE WAS CAPTAIN OF THE BROOKLYN DODGERS DURING THE / LATE 1940S AND THE EARLY 1950S. HE RISKED HIS CAREER WHEN HE STOOD BY JACKIE / ROBINSON AGAINST PREJUDICED FANS AND FELLOW PLAYERS. WITH THIS ACT OF / DEFIANCE, THE HALL OF FAME SHORTSTOP BECAME A POWERFUL AND INFLUENTIAL / MODEL OF TRUE HUMANITY. /

[engraved stone tablet outside of circle]
THE JACKIE ROBINSON & / PEE WEE REESE / MONUMENT DONORS / BANK OF AMERICA - BLOOMBERG - BROOKLYN BREWERY - BRYAN CAVE - BOB DALY - FOREST CITY RATNER COMPANIES - THEODORE J. FORSTMANN - JAMES F. GILL - THE HONORABLE RUDOLPH W. GIULIANI - INDEPENDENCE COMMUNITY BANK - KEYSPAN / MAJOR LEAGUE BASEBALL - THOMAS S. MURPHY - THE NEW YORK METS - NEW YORK YANKEES - PETER O’MALLEY - STEVEN RATTNER FAMILY - THE STARR FOUNDATION - TIME WARNER INC. - TISCH FOUNDATION, INC. - TRI-STATE CONSUMER INSURANCE COMPANY /

LOUIS M. ABRAMS - AHLFELD MERLINO - AVIATION AUDIT GROUP INC. - RHODA BARR - STEVEN C. BATTERMAN - RUBY & EUGENE BECKER - ANDREW BERKMAN - LAURA BOSS - MATTHEW BRIEF - BROOKFIELD PROPERTIES - TIMOTHY CAREY - THE HONORABLE RICHARD CONWAY CASEY / JOHN CASTLE - THE CENDANT CHARITABLE FOUNDATION - EDWARD T. CHASE - WILLIAM CHURCHILL CLARK - RICHARD COOK - MARY & ROBERT CURRAN - RENA REIGROD D’ANDREA - DENNIS MCHALE SERVICES - GORDON D. DEWART - SHEILA F. EPSTEIN - HOWARD H. FAIRWEATHER / JOHN D. FEERICK - FRANK FEINBERG - MICHAEL FEINBERG - RUTH FINN - CAROLE FORD - KEVIN FRAWLEY - GEORGE ARZT COMMUNICATIONS, INC. - ALAN GOLDBERG - ARTHUR J. GONZALEZ - RICHARD GRUBER - ROBERT S. GRUBER - GLORIA HANDLER - ALISON & SETH HEATON / MICHAEL D. HESS - CHARLES J. HYNES - PETER S. KALIKOW - STEPHEN KANE - MARTIN S. KAPLAN - IVO KATNICH - JOHN KEENAN - BRADFORD RANSOM KEMP - KESTER L. KEMP, SR. - ROSLYN LATTO - MICHAEL LEIBLE - LEA SCHERR LEVY - CAROL SUTTON LEWIS & WILLIAM M. LEWIS, JR. / TAMRA & JOSEPH LHOTA - LOWENTHAL FAMILY FOUNDATION - STEVEN M. LURIE - MARY JENNINGS MAHON - KIERAN MAHONEY - LOOMIS FREDERICK MAYER - GEORGE E. MCDONALD - MARION & BERNARD MEYERSON - PAUL Z. MILES - ANNE MARIE MITCHELL / MUTUAL OF AMERICA LIFE INSURANCE COMPANY - FRAN & FRED NATHAN - MARTIN NEEDELMAN - LEE BERMAN NEMIROFF - DEBORAH OVITZ - P.S. 7 BROOKLYN ABRAHAM LINCOLN ROUND TABLE - WILLIAM J. PAPE II - ANN & JOHN PRINTON - THELMA ROKOFSKY RAMM / 
JERRY M. REINSDORF - DANIEL RIORDAN - CAROL & MICHAEL ROSE - THE RUDIN FOUNDATION - NORMAN F. SABAH - TIM SCHANTZ - JUDITH & SCOTT SCHIAMBERG - ALAN SCHLOSSBERG - IN MEMORY OF SOL SCHWARTZ - SELECT EQUITY GROUP FOUNDATION - LEO SELIGSOHN / 
RENEE & JACK SHAPIRO - MERRY SHEILS - THE SHEIRER FAMILY - ED SHERMAN - CARLY SIMON - SHIRLEY & LESTER SPIVACK - BRUCE M. & SONDRA ASTOR STAVE - EVELYN SUCHER & ANDREW IRVING - RICHARD SULLIVAN - JAMES TROY - JOHN J. WALSH - EDWARD J. YODOWITZ /",1170,,"Bronze, granite","Sports, African American, Black American, Black History, Athlete, athletics, Baseball",,2005,,Behrends,7073,,Surf Avenue between West 17th and West 19th Street,,Monument/Memorial,,,40.574899,NY
New York,Manhattan,Women's Rights Pioneers Monument,Polich Tallix,,,,Statue,Central Park,,1.0,N,Meredith,2020,N,,"FRONT: SOJOURNER TRUTH / SUSAN B. ANTHONY / ELIZABETH CADY STANTON // WOMEN'S RIGHTS PIONEERS

BACK: DONATED BY MONUMENTAL WOMEN TO / THE CITY OF NEW YORK TO HONOR WOMEN'S HISTORY.// DEDICATED ON AUGUST 26, 2020. / THE 100TH ANNIVERSARY OF THE RATIFICATION OF / THE 19TH 'VOTES FOR WOMEN' AMENDMENT TO / THE UNITED STATES CONSTITUTION.",7422,,"Bronze, granite","suffragettes, author, abolitionist, women, woman",,2020,,Bergmann,1111,,The Mall,,Monument/Memorial,,,40.770752,NY
Staten Island,Staten Island,Private Frederick Staats,,,,,Plaque,Staats Circle,,,N,,1991,N,,"IN MEMORY OF/ PVT. FREDERICK STAATS/ 1894-1918/ DEDICATED BY/ STAATS POST NO.517/ AMERICAN LEGION/ OCTOBER 14, 1991",6152,,"Bronze, natural boulder","World War I, War",,1991,,,,,West Fingerboard Road and Hyland Boulevard,,Monument/Memorial,,,40.599250,NY
Brooklyn,Brooklyn,Coffey Square,,,,,"Stele, bas-relief",Coffey Square,,,N,,1970,N,,"IN MEMORY OF THOSE MEMBERS OF OUR ARMED FORCES 
WHO GAVE THEIR LIVES FOR OUR COUNTRY 
THESE DEAD SHALL NOT HAVE DIED IN VAIN",3899,,"Bronze, granite","War, Veterans",,1970,,,,,7th Avenue and 81st Street,,Monument/Memorial,Lt. William E. Coffey Memorial,,40.622387,NY
Bronx,Bronx,Florence Gallagher,,,,,"Plaque, plinth",Van Cortlandt Park,,150.0,N,,1983,N,,"IN MEMORY OF / FLORENCE GALLAGHER / ""CASS"" / HELPMATE TO VAN CORTLANDT / 1912-1983 / KINGSBRIDGE HISTORICAL SOCIETY / OCTOBER 1983",,,"Bronze, granite","Woman, Conservationist",,1983,,,5900,,6036 Broadway,,Monument/Memorial,,,40.89114,NY
Astoria,Queens,Peter Chappetto Flagstaff,,General Bronze Corporation,,,"Flagstaff, plaque",Peter Chappetto Memorial Square,,52.0,N,,1949,N,,"PETER CHAPPETTO / MEMORIAL SQUARE / DEDICATED TO / A GREAT SPORTSMAN / WHO LOVED / GOD AND HIS FELLOW MEN / AND WHO MADE THE SUPREME / SACRIFICE FOR HIS COUNTRY / ERECTED BY HIS FRIENDS NOV. 11, 1949. /",2202,,"Bronze, cast stone","World War II, War",,1949,,,874,,"Hoyt Avenue, 21st Street, and 23rd Street",,Monument/Memorial,,,40.7747106,NY
Bronx,Bronx,Heinrich Heine Fountain,,,,,Fountain,Joyce Kilmer Park,,1.0,Y,Ernst,1899,N,,,1982,,"marble, bronze, granite","Playwright, Author, Poet, Activist",,1888,,Herter,2469,,East 161st Street and Grand Concourse,,Monument/Memorial,Lorelei Fountain,,40.827500,NY
New York,Manhattan,Cherry Hill Fountain,,,Jacob,,Fountain,Central Park,,1.0,Y,,1870,N,,,4222,,"Bluestone, granite, Minton tiles, bronze, wrought iron",Fountain,Wrey,1870,,,1111,,Cherry Hill Concourse,,Artwork/Monument,,,40.774683,NY
New York,Brooklyn,Fort Greene Eagles,,,,,Statue,Central Park,,1.0,N,Adolph,1908,N,,,145,,Bronze,"Animals, eagle",,1908,,Weinman,1111,,Fifth Avenue and East 64th Street,,Artwork,,,40.767646,NY
Brooklyn,Brooklyn,Panthers,"Thiebaut Freres, Paris",,,,Statue,Prospect Park,,1.0,N,Alexander,1898,N,,THIEBAUT FRERES FONDEURS,6049,,"Bronze, Indiana limestone",Animals,,1898,,Proctor,1117,,Prospect Park West and West Drive,,Artwork,,,40.668186,NY
New York,Manhattan,Blockhouse,,,,,Plaque,Central Park,,1.0,N,John,1905,N,,"THIS BLOCKHOUSE / WAS PART OF A LINE OF FORTIFICATIONS / EXTENDING FROM THE HUDSON TO THE / HARLEM RIVER, BUILT FOR THE DEFENCE / OF NEW YORK BY ITS PATRIOTIC CITIZENS / DURING THE WAR OF 1812-1815. / THIS TABLET IS ERECTED BY / THE WOMEN'S AUXILIARY TO THE AMERICAN SCENIC / AND HISTORIC PRESERVATION SOCIETY / A.D. 1905.",156,,Bronze,"War of 1812, War",,1905,,Williams,1111,,West 109th Street,,Marker,,,40.798660,NY
New York,Manhattan,Clinton War Memorial,Gorham,,Harvey,,Statue,De Witt Clinton Park,,1.0,Y,Burt,1929,N,,"Front of pedestal: FROM 'FLANDERS FIELDS' / IF YE BREAK FAITH / WITH THOSE WHO DIED / WE SHALL NOT SLEEP / THOUGH POPPIES GROW / ON FLANDERS FIELDS Rear of pedestal: DEDICATED / NOVEMBER 11, 1929 / BY COMRADES AND FRIENDS / UNDER THE AUSPICES OF / CLINTON DISTRICT MONUMENT / ASSOCIATION AS A MEMORIAL / TO THE YOUNG FOLK OF THIS NEIGHBORHOOD / WHO GAVE THEIR ALL IN THE WORLD WAR",1629,,Bronze on granite,"Doughboy, World War I, War",Wiley,1927,,Johnson,1100,,11th Avenue and 53rd Street,,Monument/Memorial,Flanders Field Statue,,40.767517,NY
Brooklyn,Brooklyn,Maryland Memorial,,,Stanford,,Columns,Prospect Park,,1.0,N,,1895,N,,"Pedestal (front): IN HONOR OF / MARYLAND'S FOUR HUNDRED / WHO ON THIS BATTLE-FIELD / AUGUST 27TH 1776 / SAVED THE AMERICAN ARMY / 

Pedestal (back): GOOD GOD! WHAT BRAVE FELLOWS / I MUST THIS DAY LOSE / GEORGE WASHINGTON/",4641,,"Granite, bronze, marble","American Revolutionary War, Colonial, War",,1895,,,1117,,Lookout Hill,,Monument/Memorial,,,40.658230,NY
New York,Manhattan,Father Duffy D.S.C. Post 54 Flagstaffs (east),,,,,Flagstaff base,Father Duffy Square,,65.0,N,,1954,N,,South face: ERECTED BY THE / FATHER DUFFY D.S.C. / POST 54 / CATHOLIC WAR VETERANS / OF U.S.A. / A.D. 1954 North face: FOR GOD / FOR HOME / FOR COUNTRY / * * * / TO THOSE / WHO SERVED / THAT OTHERS / MIGHT LIVE,529,,"Granite, bronze","Religious Leader, Veteran, Chaplain",,1954,,,1018,,45th Street & 7th Avenue,,Monument/Memorial,,,40.759037,NY
Brooklyn,Brooklyn,Beacon,"Bedi-Makky Foundry, Greenpoint, Brooklyn",,,,Sculpture,69th Street Pier,,1.0,N,Robert,2005,N,,"BROOKLYN REMEMBERS... FOR THOSE LOST ON SEPTEMBER 11, 2001",375,,Bronze,"9/11, September 11 attacks",,2004,,Ressler,6140,,Shore Road and Bay Ridge Avenue,,Monument/Memorial,Brooklyn Remembers,,40.639377,NY
New York,Manhattan,Wall Street Fountain,,,George,,Ornamental fountain,,,1.0,N,,2007,N,,"DEUTSCHE BANK DEDICATES THIS / FOUNTAIN TO ITS EMPLOYEES WHO LOST / THEIR LIVES ON SEPTEMBER 11, 2001 / AND TO THE ENDURING SPIRIT OF THE / CITIZENS OF NEW YORK.",,,Glass,Fountain,,2007,,,37,,Wall Street and South Street,,Artwork/Monument,,,40.704457,NY
Brooklyn,Brooklyn,Mowgli and Friends Attack the Monkey City,,,Aymar,,Bas-relief,Prospect Park Zoo,,1.0,N,Frederick,1935,N,,Signed: F.G.R. ROTH,832,,Indiana limestone,"Children, Literary Character, WPA",,1935,,Roth,1117,,450 Flatbush Avenue,,Artwork,,,40.665249,NY
New York,Manhattan,Abraham Lincoln,,,,,Statue,Union Square Park,,2.0,Y,Henry,1870,N,,,4211,,Bronze on granite pedestal,"American Civil War, President of the United States, War",,1869,,Brown,845,,69 East 17th Street,,Monument/Memorial,,,"40.736222,",NY
New York,Manhattan,Tomorrow's Wind,,,,,Sculpture,Thomas Jefferson Park,,1.0,N,Melvin,1995,N,,,1765,,"Stainless steel, iron","Abstract, African American, Black American, Black History",,1990,,Edwards,1705,,First Avenue between 111th Street and 114th Street,,Artwork,,,40.792722,NY
Brooklyn,Brooklyn,Mowgli is Carried by the Monkeys,,,Aymar,,Bas-relief,Prospect Park Zoo,,1.0,N,William,1935,N,,,832,,Indiana limestone,"Children, Literary Character, WPA",,1935,,Diederich,1117,,450 Flatbush Avenue,,Artwork,Mowgli with the Monkeys,,40.665830,NY
Brooklyn,Brooklyn,Sentinel Lanterns,,,,,Installation,Engine Company 277,,29.0,N,Julian,2007,N,,,643,,"Acrylic, stainless steel, aluminum","Lantern, Firehouse, Firefighters, First Responders",,2007,,LaVerdiere,3343,,582 Knickerbocker Avenue,,Artwork,,,40.696529,NY
Brooklyn,Brooklyn,Robert Fulton,"M.J. Seelig & Company (original); Roman Bronze Works, Inc. (replica)",,,,Statue,Fulton Park,,1.0,N,Caspar,1872; 1955,N,,ROBERT FULTON / 1765-1815,1730,,"Bronze, granite","Engineer, Inventor",,1872,,Buberl,1690,,Schenectady Avenue and Fulton Street,,Monument/Memorial,,,40.679756,NY
Flushing,Queens,Ten Heroes Plaza flagstaff,Remco Casting; Modern Art Foundry (collar),,Stacia,,"Flagstaff base, plaque",Ten Heroes Plaza,,87.0,N,,2004,N,,"THIS MONUMENT HONORS THE MORE THAN 58,000 AMERICANS WHO LOST THEIR LIVES WHILE SERVIING THEIR COUNTRY IN THE VIETNAM WAR 1959 - 1975. /

CHARLES / VICTOR / PICCOLELLA / NOVEMBER 14, 1944 / AUGUST 14, 1966 / PRIVATE FIRST CLASS / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE / VIETNAMESE HONOR MEDAL 2ND CLASS / & GALLANTRY CROSS WITH PALM //

BENJAMIN / ROBERT / TURIANO / NOVEMBER 10, 1943 / MARCH 24, 1969 / CORPORAL / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE NATIONAL / DEFENSE SERVICE MEDAL, THE VIETNAM SERVICE / MEDAL, & THE VIETNAMESE MILITARY MERIT MEDAL. //

ROBERT / JOSEPH / ZERILLI / SEPTEMBER 03, 1947 / SEPTEMBER 11, 1968 / SARGEANT / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE NATIONAL / DEFENSE SERVICE MEDAL, THE VIETNAM SERVICE / MEDAL, & THE COMBAT INFANTRYMAN BADGE. //

VERNELL / OWENS / JANUARY 12, 1945 / JUNE 17, 1968 / PRIVATE FIRST CLASS / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE NATIONAL / DEFENSE SERVICE MEDAL / THE VIETNAM SERVICE / MEDAL, AND THE VIETNAMESE CAMPAIGN MEDAL. //

CHARLES / WILLIAM / EGLIN III / JUNE 12, 1947 / FEBRUARY 15, 1968 / LANCE CORPORAL / UNITED STATES MARINE CORPS//

RANDOLPH / A. / EDWARDS / AUGUST 27, 1947 / FEBRUARY 07, 1968 / SPECIALIST FOURTH CLASS / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE NATIONAL / DEFENSE SERVICE MEDAL, THE VIETNAM SERVICE / MEDAL, AND THE VIETNAMESE MILITARY MERIT MEDAL.//

LEANDRO / GARCIA / AUGUST 02, 1946 / FEBRUARY 02, 1968 / PRIVATE FIRST CLASS / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE VIETNAM SERVICE MEDAL, / THE VIETNAMESE MILITARY MERIT / MEDAL, & THE GALLANTRY CROSS WITH PALM. //

ANTHONY / VICTOR / CAMPANIELLO / OCTOBER 11, 1946 / DECEMBER 19, 1967 / SPECIALIST FOURTH CLASS / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE VIETNAM / SERVICE MEDAL, THE VIETNAMESE MILITARY MERIT / MEDAL, AND THE GALLANTRY CROSS WITH PALM//

CHARLES / PHILIP / DETOMASO / NOVEMBER 27, 1946 / APRIL 29, 1967 / PRIVATE FIRST CLASS / UNITED STATES ARMY/ OTHER DECORATIONS INCLUDED THE VIETNAM / SERVICE MEDAL, THE VIETNAMESE MILITARY MERIT / MEDAL & THE COMBAT INFANTRYMAN BADGE. //

WILLIAM / EARL / GRAY/ OCTOBER 04, 1967 / FEBRUARY 06, 1967 / PRIVATE FIRST CLASS / UNITED STATES ARMY / OTHER DECORATIONS INCLUDED THE COMBAT / INFANTRYMAN BADGE, THE VIETNAM SERVICE MEDAL / AND THE VIETNAMESE CAMPAIGN MEDAL.",,,"Bronze, granite","War, Veterans, Vietnam",,2004,,,1966,,"Van Doren Street, Westside Street and 108th Street",,Monument/Memorial,,,40.739972,NY
Corona,Queens,Rocket Thrower,"Fonda Artista (Original); Modern Art Foundry, 1989 repair",,,,Sculpture,Flushing Meadows Corona Park,,1.0,N,Donald,1964,N,,,2103,,Bronze,"1964-65 World's Fair, Space",,1964,,De Lue,2018,,Hall of Astronauts,,Artwork,,,40.747389,NY
New York,Manhattan,George Washington Accompanied by Fame and Valor,,,,,Statue,Washington Square Park,,1.0,N,Hermon,1916,N,,,"814, 920",,Granite,"President of the United States, American Revolutionary War, War, Colonial",,1916,,MacNeil,549,,Washington Square North,,Monument/Memorial,,,40.731247,NY
New York,Manhattan,Murray Hill War Memorial,,,Aymar,,Plaques,St. Vartan Park,,11.0,N,,1936,N,,"THE BRONZE PLAQUES / FLAGPOLE AND GROVE / OF TREES. PROVIDED / BY THE CITIZENS OF THIS / COMMUNITY. UNDER / THE SPONSORSHIP OF / MURRY HILL POST NO. 56 / AMERICAN LEGION, ARE / DEDICATED IN HALLOWED / MEMORY OF THE SONS OF / THIS NEIGHBORHOOD / WHO GAVE THEIR LIVES / IN THE WORLD WAR / IN THE CAUSE OF / JUSTICE, FREEDOM / AND / DEMOCRACY / DEDICATED, 1936",1293,,Bronze,"World War I, War",,1936,,,941,,East 36th Street and 1st Avenue,,Monument/Memorial,,,40.74498712,NY
Staten Island,Staten Island,General Kazimierz Pulaski,,,,,Stele,Silver Lake Park,,1.0,N,,1926,N,,1776 --- 1926 / ERECTED ON THE 150 ANNIVERSARY / OF THE AMERICAN REVOLUTION / BY THE / POLISH AMERICAN CITIZENS / OF RICHMOND CO. N.Y. / TO THE MEMORY OF / GENERAL TADEUS KOSCIUSZKO / AND / GENERAL KAZIMIERZ PULASKI / AS A TOKEN OF THEIR LOYALTY TO / THE CAUSE OF THE AMERICAN COLONISTS /,,,"Bronze, granite","American Revolutionary War, Colonial, Polish, War",,1926,,,239,,Forest Avenue and Duer Lane,,Monument/Memorial,,,40.630653,NY
Bronx,Bronx,Christopher Columbus,,,,,"Bust, pedestal",D'Auria Murphy Triangle,,1.0,N,Attilio,1926; 1992,N,,Sculpture: A. PICCIRILLI  Pedestal: COLVMBVS / OCTOBER 12 1492,4892,,"Carrara marble, granite","Explorer, Italian, Colonialism",,1926,,Piccirilli,3072,,"East 183rd St, Crescent Avenue, and Adams Place",,Monument/Memorial,,,40.853258,NY
