total_changes,pid,date_reported_as_of,design_start,description,latest_budget_changes,forecast_completion,managing_agency,changes,client_agency,budget_forecast
639.0,1901-11-19,2021-12-01,2017-08-01T00:00:00.000,The design and construction of shoreline reconstruction projects necessary to provide Citywide protection from future flooding caused by elevated seal elvels.,-28730516.86,2023-06-30,EDC,0.0,ORR,60422410.0
586.0,1902-06-24,2023-01-01,2019-07-07T00:00:00.000,Headworks Improvements,-2230623.04,2026-08-14,DEP,19975649.96,WWC,49800127.96
2445.0,1901-03-19,2019-01-01,2014-06-17T00:00:00.000,Reconstruction of the Port Jervis WWTP as required based on the effluent limits proposed by the Delaware River Basin Commission (DRBC),-275707.45,2022-07-04,DEP,9428438.55,DEP,56490022.0
-388.0,1900-06-18,2020-10-01,,,,,DDC,45837000.0,Transportation,
3132.0,1901-07-07,2020-05-01,2017-08-01T00:00:00.000,"A new 2+ mile, 27-ft internal diameter tunnel between Kensico and the Cat-Del UV Facility.  The tunnel will include a new screen chamber and rehab of existing intake, and will provide critical redundancy to the Delaware Aqueduct in this area.",-74843354.0,2031-05-17,DEP,881770648.0,DEP,1909623969.0
897.0,1902-01-16,2019-05-01,2012-05-23T00:00:00.000,"The new Mosholu Golf Course Club House, together with fifty-five Driving Range Tee Boxes and ten-acres of re-landscaping comprise the phase IV and final of the vast DEP Croton Water Treatment Plant project, currently under construction in Van Cortlandt Park in the Bronx. Through a multifunctional design strategy the project reinstates the pre-existing golf program and facility, creates civic space for community use and ensures security for a multi-billion dollar public works facility.",-6246000.0,2021-03-18,DDC,75117000.0,Environmental Protection,103956000.0
,1902-05-12,2019-05-01,,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.",160090000.0,,HHC,180514000.0,H+H,160090000.0
1839.0,1901-09-14,2017-09-01,2009-09-03T00:00:00.000,"Reconstruction of E 177th Street /Devoe Ave etc., Bronx",,2021-08-14,DDC,25050000.0,Transportation,25482000.0
1400.0,1901-06-02,2019-01-01,2016-08-04T00:00:00.000,"Safety Improvements on Atlantic Ave from Conduit Avenue to Rockaway Blvd, Phase 2, Brooklyn",4796000.0,2022-06-17,DDC,10136496.0,Transportation,44269000.0
684.0,1901-10-13,2021-07-01,2016-07-15T00:00:00.000,"Installation of  Storm sewers, Sanitary sewers, & Water mains in Whitestone Area-Phase 3",16134000.0,2024-08-21,DDC,15468000.0,Environmental Protection,76897000.0
0.0,1903-01-05,2022-04-01,2019-09-25T00:00:00.000,ADDITION / EXISTING SCHOOL RENOVATION WORK (PHASE I) / DEMOLITION (PHASE II),0.0,2024-09-03,SCA,0.0,DOE,86862349.0
2697.0,1901-12-08,2022-04-01,2019-02-07T00:00:00.000,"Repair the Harlem River Drive Ramp to George Washington Bridge over Harlem River Drive Southbound (Trans-Manhattan Expressway), Manhattan",-290000.0,2034-08-03,DOT,-3711870.0,DOT,429792546.0
925.0,1901-09-22,2022-09-01,2017-08-14T00:00:00.000,"CONSTRUCTION OF BMP’s NC 6 AND 15, STORM AND SANITARY SEWERS INSTALLATION, SI",1171000.0,2024-06-09,DDC,1921000.0,Environmental Protection,33450000.0
1467.0,1902-05-04,2021-03-01,,,,,DDC,6536000.0,Transportation,
921.0,1901-12-21,2022-09-01,2018-11-01T00:00:00.000,SMLP portion for Red Hook WWTP as part of the New York City Wastewater Resiliency Program.,3954554.49,2023-07-31,DEP,13549422.97,DEP,43033453.47
1290.0,1901-07-27,2021-07-01,2016-06-08T00:00:00.000,"This project is construction of infrastructure and streetscape improvements in Sunset Park from 37th to 43rd Streets, between the Gowanus Expressway and the waterfront - to activate the waterfront and promote future development.",0.0,2024-02-29,EDC,31633941.69,Mayor's Office,43000000.0
-8.0,1900-07-24,2017-04-01,2008-06-19T00:00:00.000,"Roadway reconstruction and installation of new storm sewers and the replacement of sanitary sewers and water mains in the Midland Beach section, Staten Island.",-1841000.0,2019-10-27,DDC,62973000.0,Trans. & Env. Protection,62074000.0
15.0,1903-04-24,2021-07-01,2021-07-12T00:00:00.000,"HWQ100SBB, Woodhaven Blvd � SBS � Phase B, calls for capital improvements along Woodhaven Blvd between Union Turnpike and 107th Avenue in the borough of Queens. These improvements include but are not limited to median widening, building out neck downs, normalizing intersections and other features to increase safety and support the Woodhaven SBS.",,2028-10-14,DDC,-20000.0,Transportation,50738000.0
1197.0,1901-06-23,2021-07-01,2018-04-01T00:00:00.000,Resiliency betterments for Battery Park and West Street underpasses.,46593141.0,2024-04-29,DOT,47923308.0,DOT,66713670.0
2086.0,1900-04-06,2017-04-01,2012-07-23T00:00:00.000,"Replace the existing bridge with a new, wider double-leaf bascule bridge in the Bronx.",-11722487.79,2021-07-22,DOT,142277136.0,"DEP, DOT",324042014.7
-98.0,1903-03-03,2023-01-01,2020-03-02T00:00:00.000,12TH AVENUE ACCESSIBILITY IMPROVEMENTS,0.0,2026-09-30,DDC,51571000.0,Transportation,109491000.0
1736.0,1902-05-10,2019-01-01,2018-09-01T00:00:00.000,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,0.0,2022-02-28,EDC,0.0,DOT,100000000.0
434.0,1903-02-26,2021-07-01,2019-01-18T00:00:00.000,,,2024-03-30,DDC,13113000.0,Fire,31176000.0
1977.0,1901-05-23,2020-05-01,2016-07-27T00:00:00.000,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,0.0,2024-02-02,DCAS,200931011.96,DCAS,251443000.0
1029.0,1901-12-03,2022-04-01,2019-01-30T00:00:00.000,"Replace/Rehab the Pelham Bay Equestrian Park bridge over Amtrak, the Bronx",-500000.0,2026-07-18,DOT,137997.0,DPR,40966997.0
1535.0,1901-08-08,2021-12-01,2016-04-29T00:00:00.000,"Install, remove, and furnish equipment for electrical work associated with traffic signals, lighting, and distribution systems in Central Park, Manhattan.",750000.0,2022-06-20,DOT,-3323649.6,DOT,40815476.0
1026.0,1901-11-01,2021-12-01,2018-04-30T00:00:00.000,SMLP portion for Bowery Bay WWTP as part of the New York City Wastewater Resiliency Program.,2289246.82,2022-09-01,DEP,-19623216.41,DEP,37890196.95
0.0,1903-02-24,2022-04-01,2021-04-15T00:00:00.000,,82000.0,2028-09-01,DDC,642000.0,Transportation,42592000.0
914.0,1902-10-01,2020-01-01,,,,,DDC,-6429000.0,DCAS,
1558.0,1902-10-31,2021-03-01,,The goal of this program is to replace the current end of life analog system with an Emergency Response System that meets the latest Public Safety standards and regulations in compliance with NENA standards.,34459653.38,2024-02-21,DOITT,30123504.48,NYPD & FDNY,308767387.16
,1903-05-10,2022-09-01,,"Build-out of Varick. Pending DCAS to execute the lease, which is expected this summer. Once executed DCAS will take over management of the capital project and work with the landlord to perform the work.",0.0,,DOT,0.0,DOT,31462000.0
365.0,1902-08-27,2021-03-01,2018-09-10T00:00:00.000,ADDITION,0.0,2023-09-03,SCA,2268625.0,DOE,54584235.0
972.0,1902-04-24,2019-09-01,2019-07-01T00:00:00.000,"Roadway reconstruction including new sewers, water main, street lighting and traffic signals: Columbia Street south of Hamilton Avenue.",0.0,2024-07-14,DDC,6730000.0,Transportation,113874000.0
,1903-08-22,2023-01-01,2023-08-29T00:00:00.000,CO293EV - 851 Grand Concourse - Elevators,,2026-11-20,DCAS,,DCAS/CTS,53400000.0
549.0,1900-04-03,2018-03-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,-4295425.0,2021-02-28,DOT,-238419180.0,DOT,344078847.0
1521.0,1902-02-08,2022-09-01,2017-03-06T00:00:00.000,"The Department of Sanitation of the City of New York (DSNY) is planning to rehabilitate Queens Districts 11 and 13 garage. The renovation serving both districts is to extend the useful life of the facility through rehabilitation of the building structure and systems. The renovation includes: Extensive structural work that includes the replacement of reinforced concrete slabs and stiffening of the existing steel frame, select replacement of building MEP systems, including BMS systems, architectural renovation of the entire building, study and implementation of deep energy conservation measures (DECMs), and site work which includes new landscape work and replacement of sidewalks and driveways. Rehabilitation is required to meet LEED Silver requirements.",230000.0,2026-06-12,DDC,36221000.0,Sanitation,73391000.0
604.0,1902-03-11,2020-01-01,2000-07-10T00:00:00.000,Rehabilitate the W. 79th St Bridge over Amtrak and Rotunda Complex,-2658000.0,2024-09-16,DOT,-51088528.0,"DOT, DPR",200247808.0
0.0,1903-04-02,2023-01-01,2022-03-18T00:00:00.000,,0.0,2025-08-11,DDC,136000.0,Parks & Recreation,36404000.0
226.0,1900-07-09,2018-08-01,2008-06-10T00:00:00.000,"Reconstruction of Wyckoff Avenue from Flushing Avenue to Cooper Avenue, in the Boroughs of Brooklyn and Queens.",-11702000.0,2030-06-30,DDC,43926000.0,Trans. & Env. Protection,35397000.0
-388.0,1900-06-18,2021-12-01,2012-12-03T00:00:00.000,"Reconstruction of Bergen Avenue Area, including Storm Sewers, Water Mains, Street Lighting, Traffic Signal  Work, and reconstruction of new outfall at East Mill Basin.",-435000.0,2023-06-24,DDC,45837000.0,Transportation,81502000.0
1355.0,1901-08-02,2020-01-01,2017-10-22T00:00:00.000,Construction of New Anaerobic Digesters,-22308397.0,2025-02-16,DEP,72852004.14,DEP,422347923.0
586.0,1902-06-24,2021-12-01,2019-07-07T00:00:00.000,Headworks Improvements,4575000.0,2026-11-05,DEP,19975649.96,WWC,52030751.0
0.0,1902-12-14,2021-12-01,,Mobile Radios Procurement - Vehicular and Fixed Location Installations,-29091961.57,,FDNY,-8074214.27,,0.0
1970.0,1901-08-16,2017-04-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",,2019-05-08,DOT,8567339.67,DOT,361933233.33
205.0,1902-08-04,2021-12-01,2021-11-16T00:00:00.000,Rehabilitation of the Final Settling Tanks at Port Richomnd Wastewater Resources Recovery Facility.,0.0,2028-05-22,DEP,30972687.0,DEP,144900000.0
790.0,1901-07-13,2022-04-01,2005-07-25T00:00:00.000,Construction of new Sanitation garage facility for services to Brooklyn Community District 3 to be located at Warsoff Place in Brooklyn,-0.07,2024-12-31,DSNY,25603365.0,DSNY,204363993.0
730.0,1902-05-25,2020-01-01,2018-01-26T00:00:00.000,NEW SCHOOL,11887318.0,2021-09-03,SCA,6379885.0,DOE,66249461.0
586.0,1902-06-24,2020-05-01,2019-07-07T00:00:00.000,Headworks Improvements,-5231506.0,2024-12-13,DEP,19975649.96,WWC,41972972.0
856.0,1902-06-14,2023-01-01,2018-09-25T00:00:00.000,"The Project will combine two adjacent lots on 125th Street: the sculpture court, City-owned lot 11, and the Museum building on lot 9, owned by the Museum. Existing structures on both lots will be demolished for the new, six story 82,000sf City owned building.",0.0,2024-06-30,DDC,-190000.0,Cultural Affairs,59141000.0
711.0,1901-09-25,2021-03-01,,,,,DDC,26020000.0,Police,
0.0,1903-01-07,2023-01-01,2019-09-23T00:00:00.000,ADDITION / EXISTING SCHOOL RENOVATION WORK,0.0,2024-09-03,SCA,0.0,DOE,70834393.0
1.0,1902-06-27,2021-07-01,2019-01-01T00:00:00.000,"The construction of an approximately 230,000 sq ft municipal Public Health Lab building for DOHMH.",0.0,2022-12-02,EDC,19334959.71,DOHMH,633132280.0
549.0,1900-04-03,2022-09-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,-250447323.0,2022-12-31,DOT,-238419180.0,DOT,22170190.0
729.0,1902-10-09,2022-09-01,2019-09-16T00:00:00.000,"THE FIFTH PHASE OF THE RECONSTRUCTION OF THE GRAND CONCOURSE WILL CONTINUE THE DESIGN AND SAFETY IMPROVEMENTS IMPLEMENTED IN THE PREVIOUS PHASES OF THIS VISION ZERO GREAT STREETS PROJECTS. . AS IN THE PREVIOUS PHASES, PHASE 5 WILL INCLUDE THE RECONSTRUCTION OF THE CONCOURSES SERVICE ROADS AND RESURFACING OF THE MAINLINE ROADWAY WHERE NECESSARY.",100000.0,2028-04-14,DDC,26673000.0,Transportation,102896000.0
1238.0,1902-02-22,2019-05-01,2017-01-04T00:00:00.000,Installation of storm sewers at 224th St and 149th Ave and along the access road through Idlewild Parks known as Springfield Lane (Spine Farmers Blvd),-52496000.0,2023-11-29,DDC,155854000.0,Environmental Protection,102946000.0
1517.0,1901-04-22,2020-01-01,2015-06-19T00:00:00.000,"Project to ensure the reliability of the 74 mile upper Catskill Aqueduct, including replacement of mechanical components, leak mitigation, and biofilm removal/condition assessment.",-4932625.2,2021-07-17,DEP,9642889.68,DEP,213721957.0
1906.0,1901-09-09,2019-09-01,2016-08-11T00:00:00.000,Vision Zero - Queens Boulevard - Segment 1: Roosevelt Avenue to 73rd Street. Variety of safety and streetscape improvements including partial street reconstruction and resurfacing to address roadway conditions,0.0,2026-05-01,DDC,176245000.0,Transportation,76802000.0
914.0,1902-10-01,2022-04-01,2018-04-25T00:00:00.000,FUEL TANK REPLACEMENT,150000.0,2024-10-04,DDC,-6429000.0,DCAS,25520000.0
3253.0,1900-07-11,2022-04-01,2012-06-07T00:00:00.000,Reconstruction DUMBO/Vinegar Hill Area including Trunk and Distribution water main replacement; Installation of HLSS and Combined Sewer replacement; Restoration of Belgian block in Water Street; Street lighting and Traffic Signal work.,930000.0,2024-06-04,DDC,96724000.0,Transportation,130410000.0
365.0,1902-08-06,2021-07-01,2017-11-17T00:00:00.000,NEW SCHOOL (PHASE II),0.0,2023-09-03,SCA,-221356.0,DOE,66058403.0
1630.0,1902-04-26,2020-10-01,,,,,DDC,14480000.0,Transportation,
604.0,1902-03-11,2021-12-01,2000-07-10T00:00:00.000,Rehabilitate the W. 79th St Bridge over Amtrak and Rotunda Complex,27624862.0,2025-05-16,DOT,-51088528.0,"DOT, DPR",368889326.0
829.0,1902-10-07,2020-01-01,,,,,DDC,61291000.0,Transportation,
913.0,1902-08-28,2020-01-01,2017-06-20T00:00:00.000,"Rehabilitation of garage, broom garage and salt shed that serves Bronx Community Disrtict 6 located at 800 East 176th Street, Bronx.",0.0,2025-06-30,DSNY,0.0,DSNY,39941681.0
1309.0,1902-10-12,2021-12-01,2016-11-30T00:00:00.000,"This project will construct synthetic turf athletic fields, roadways, a parking lot with associated landscaping and stormwater management, multi-use and pedestrian paths, benches, signage, fencing, and lighting, and restore woodlands and wetlands.",0.0,2025-05-17,DPR,1436858.72,DPR,39111000.0
121.0,1902-08-02,2021-07-01,2021-05-17T00:00:00.000,Rehabilitation of the Primary Settling Tanks at North River Wastewater Resources Recovery Facility.,0.0,2027-11-25,DEP,35891899.0,DEP,165300000.0
2032.0,1901-02-06,2017-04-01,,"The EPIC - EMR Program: Electronic Medical Records (EMR) System - a single enterprise-wide EMR to meet the needs of HHC's expansive size and improve patient care will replace the legacy EMR - QuadraMed, which is over 25 years old.",0.0,2018-12-07,HHC,15184947.0,H+H,764063231.0
1155.0,1902-02-26,2022-09-01,2016-08-31T00:00:00.000,"COMBINED SEWER IN 70TH STREET, QUEENS",7385000.0,2023-08-10,DDC,94201000.0,Environmental Protection,132158000.0
611.0,1902-11-08,2021-07-01,2017-04-01T00:00:00.000,,580040.0,2028-02-28,DOT,-1399960.0,EDC,100580144.0
1553.0,1902-04-29,2018-08-01,2018-01-22T00:00:00.000,"Installation of new building wide fire alarm, sprinkler distribution and BMS system throughout building.",,2022-09-30,DDC,17827000.0,DCAS,39342000.0
1126.0,1902-09-30,2020-05-01,,,,,DDC,-4087000.0,Transportation,
1919.0,1901-07-26,2020-05-01,2017-08-01T00:00:00.000,"Construction of new Sanitation garage facility to serve Bronx community districts 9, 10, and 11 to be located at Zerega Avenue in the Bronx",0.0,2028-01-01,DSNY,268983862.56,DSNY,309572342.66
0.0,1903-01-04,2021-07-01,2020-08-12T00:00:00.000,NEW SCHOOL,,2024-09-03,SCA,1339880.0,DOE,92786690.0
819.0,1902-04-22,2019-05-01,2018-07-17T00:00:00.000,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),100000.0,2024-11-13,DDC,29789000.0,Transportation,82909000.0
1645.0,1901-06-17,2023-01-01,2019-06-17T00:00:00.000,Replace the existing structure (swing-type bridge) with a new bridge; located between Gardner Avenue in Brooklyn and 47th Street in Queens.,17096000.0,2031-06-03,DOT,160682490.0,DOT,299438490.0
1568.0,1901-06-19,2017-04-01,2006-08-01T00:00:00.000,"Repair Park Avenue tunnel, located in Midtown, Manhattan.",-23035197.13,2019-01-15,DOT,-17773389.61,DOT,40372464.48
2142.0,1901-03-27,2017-09-01,2017-06-30T00:00:00.000,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",22000000.0,2020-07-22,DEP,99651290.98,DEP,68456631.0
-74.0,1901-09-08,2023-01-01,2015-06-01T00:00:00.000,West 14th Rd. from Cross Bay Blvd. to Dead end (water side) West 15th Rd. from Cross Bay Blvd. to Dead end (water side) West 16th Rd. from Cross Bay Blvd. to Dead end (water side) West 17th Rd. from Cross Bay Blvd. to Dead end (water side),0.0,2024-06-14,DDC,61781000.0,Transportation,92714000.0
2142.0,1901-03-27,2023-01-01,2017-11-06T00:00:00.000,"Replacement of collector drives, scum trough dipping weirs and dump valves for ten primary settling tanks. Also included are Influent channel mixing and seal water system for the primary sludge pumps and concrete repairs.",2277592.62,2027-04-09,DEP,99651290.98,DEP,146107921.98
1977.0,1901-05-23,2016-11-01,2016-07-27T00:00:00.000,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,0.0,2021-03-25,DCAS,200931011.96,DCAS,80499000.0
1431.0,1901-12-01,2021-12-01,2018-08-16T00:00:00.000,"Repair the East 174th Street bridge over Sheridan Expressway/ AMTRAK, the Bronx",0.0,2030-04-04,DOT,5146882.0,DOT,141454882.0
2252.0,1900-09-23,2015-08-01,,Upgrade and enhancement of emergency technology infrastructure to improve interoperability and coordination among public safety agencies and improve call processing time to decrease overall response times.,-113686995.0,2017-11-30,DOITT,73735148.87,"FDNY, NYPD",2157312712.0
1238.0,1902-02-22,2022-04-01,2016-01-04T00:00:00.000,Installation of storm sewers at 224th St and 149th Ave and along the access road through Idlewild Parks known as Springfield Lane (Spine Farmers Blvd),48534000.0,2026-05-17,DDC,155854000.0,Environmental Protection,157088000.0
226.0,1900-07-09,2021-12-01,2017-03-29T00:00:00.000,"Reconstruction of Wyckoff Avenue from Flushing Avenue to Cooper Avenue, in the Boroughs of Brooklyn and Queens..",0.0,2028-03-30,DDC,43926000.0,Trans. & Env. Protection,73992000.0
969.0,1901-05-18,2020-10-01,2017-11-30T00:00:00.000,"Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",2922557.0,2027-01-16,DOT,36577693.0,DOT,80817380.0
913.0,1902-08-19,2022-09-01,2015-09-30T00:00:00.000,Mixed-use residential community on Staten Island's North Shore.,-923.0,2027-05-03,EDC,100733778.0,EDC,199141423.0
1865.0,1901-08-09,2018-08-01,2017-09-19T00:00:00.000,"Replace the Concourse Village Avenue bridge over Metro North, Bronx",0.0,2024-08-20,DOT,-186092.37,DOT,50068796.0
727.0,1902-01-31,2018-03-01,2017-09-14T00:00:00.000,"New 116Th Precinct at 244-04 North Conduit Avenue, Queens, NY 11442.  Design and build of a 45,500 SF building on existing City owned property.",,2022-04-05,DDC,33852900.86,Police,76911099.14
549.0,1900-04-03,2022-04-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,248934401.0,2022-09-04,DOT,-238419180.0,DOT,272617513.0
2869.0,1900-06-28,2020-05-01,,,,,DDC,125164000.0,Transportation,
0.0,1903-01-06,2023-01-01,2020-03-13T00:00:00.000,NEW SCHOOL / PLAYGROUND REDEVELOPMENT,0.0,2024-09-03,SCA,-505800.0,DOE,80509310.0
256.0,1901-02-12,2019-01-01,2012-03-23T00:00:00.000,"To address existing leaks in the Delaware Aqueduct, a 3-mile bypass tunnel will be constructed near the town of Roseton and the existing tunnel will be repaired near the town of Wawarsing.",-8437604.45,2025-12-06,DEP,202552329.25,DEP,883100302.98
888.0,1902-05-09,2019-09-01,2019-06-15T00:00:00.000,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",0.0,2024-04-15,EDC,0.0,DPR,227658000.0
727.0,1902-01-31,2022-04-01,2017-09-14T00:00:00.000,Construction of a new precinct station house facility and associated site work for the new 116th Precinct.,0.0,2023-12-30,DDC,33852900.86,Police,110640000.0
2315.0,1901-09-10,2020-05-01,,,,,DDC,14201000.0,Transportation,
2857.0,1901-03-25,2019-09-01,2015-12-23T00:00:00.000,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",-74016.39,2025-02-15,DEP,31867440.0,DEP,59284497.6
0.0,1903-01-11,2023-01-01,2019-12-16T00:00:00.000,NEW SCHOOL,0.0,2024-09-03,SCA,0.0,DOE,79171750.0
1908.0,1901-08-06,2018-08-01,2016-04-13T00:00:00.000,"Repair approach arches, towers, and ramp substructures of Brooklyn Bridge.",-9075942.0,2020-08-30,DOT,33135732.1,DOT,325240000.0
1619.0,1902-03-02,2021-03-01,,,,,DDC,31711000.0,Environmental Protection,
813.0,1902-04-28,2020-10-01,,,,,DDC,8657000.0,Environmental Protection,
1696.0,1901-09-30,2023-01-01,2013-01-23T00:00:00.000,"Renovate 4 floors of the building to create new office space for the Landmarks Preservation Commission, including new hearing room.",2431000.0,2023-05-31,DDC,35010000.0,DCAS,66539000.0
772.0,1902-10-14,2022-04-01,2015-09-21T00:00:00.000,This project will reconstruct portions of the New York State Pavilion Observation Towers in Flushing Meadows Corona Park.,0.0,2022-07-01,DPR,1000.0,DPR,28779000.0
-64.0,1903-03-25,2022-04-01,2020-10-27T00:00:00.000,"Project REG-HP06 is for the reconstruction of Regulator HP06 . The work shall include, but is not limited to, the following items:  1. Reconstruction of the existing Diversion Chamber (see attachment labeled 'REG-HP06 As-builts'). 2. Reconstruction of the existing Regulator Chamber (see attachment labeled 'REG-HP06 As-builts'). 3. Rehabilitation of the existing Interceptor (scope previously included in PS-312MX) 4. Replacement of existing instrumentation and monitoring systems, as needed (i.e., sensors, probes, conduits, cables, etc.). 5. Restoration of construction areas as needed (i.e., roadways, sidewalks, etc.) 6. Implementation of an approved plan to maintain regulator and interceptor operations during construction. 7. Shop drawings, as-built drawings, and equipment information.",-427000.0,2025-06-12,DDC,8706000.0,Environmental Protection,63827000.0
646.0,1902-09-25,2022-09-01,2020-03-02T00:00:00.000,"Southeast Queens 150th Street Spine, Phase II - Installation of a new double barrel trunk storm sewer that will run through JFK airport; approximately 1,000 feet east of Bergen Basin, to the north side of the Belt Parkway at Inwood Street and 150th Street",2552000.0,2027-06-21,DDC,-158027000.0,Environmental Protection,49859000.0
1949.0,1900-12-12,2019-05-01,2012-01-17T00:00:00.000,"Project 2 Scope: Refurbishment of the existing pier building including: repair of existing pier structure including pile caps and fendering; construction of new emergency generator, electrical, mechanical, fire pump and fire valve rooms; new exit passageway construction and existing exit passageway refurbishment; re-arrangement and refurbishment of the Operations Building interiors; replacement of fire suppression system throughout the entire pier structure; mechanical, electrical and plumbing system upgrades; refurbishment and painting the existing pier interior steel framing and wall/roof surfaces; recoating the  structure's exterior cladding systems including metal wall and roof  panel system and translucent panel wall cladding system.",10567000.0,2020-08-27,DDC,126753576.46,Sanitation,103201000.0
0.0,1903-01-06,2021-07-01,2020-03-13T00:00:00.000,NEW SCHOOL,,2024-09-03,SCA,-505800.0,DOE,81015110.0
730.0,1902-01-24,2022-09-01,2018-10-01T00:00:00.000,"Reconstruction of Trinity Place from Morris Street to Cedar Street, Borough of Manhattan",1179000.0,2026-06-29,DDC,13224000.0,Transportation,54434000.0
428.0,1902-11-13,2023-01-01,2019-07-08T00:00:00.000,"Total Design and Construction Support Services to Bring Following Three Locations in Compliance with NYC Fire Codes: Overbuild Bridge (Amtrak Tunnel) Situated over Amtrak Rail Tracks within Riverside Park between West 72nd St to West 123rd St (BIN: Various), 1st Ave Tunnel (BIN: 2-24657-0) and Park Ave Tunnel (BIN: 2-24654-0)",-765000.0,2030-05-05,DOT,328000.0,,62927040.0
1684.0,1901-06-05,2017-09-01,2015-11-13T00:00:00.000,Power Distribution at Bowery Bay WWTP.,5550666.26,2021-06-21,DEP,24235381.01,DEP,47108394.46
1592.0,1900-04-21,2021-03-01,,,,,DOT,20945057.0,DOT,
0.0,1903-01-14,2021-07-01,2020-03-09T00:00:00.000,ADDITION,,2024-09-03,SCA,0.0,DOE,75767435.0
0.0,1903-01-09,2021-07-01,2019-08-05T00:00:00.000,ADDITION / DEMOLITION,,2024-09-03,SCA,0.0,DOE,70755417.0
626.0,1902-10-04,2022-04-01,2019-07-01T00:00:00.000,"The South Bronx Crosstown SBS capital project (BRT) will add bus pads and construct bus bulbs, curb and median extensions, and pedestrian islands for enhanced pedestrian safety and access improvements.",100000.0,2026-11-03,DDC,3130000.0,Transportation,53718000.0
1684.0,1901-02-09,2020-10-01,2008-12-01T00:00:00.000,"This project will rehabilitate the mechanics and the architecture of the Shandaken Tunnel Intake Chamber, which includes the replacement of gates and general site improvements.",912144.7,2021-11-24,DEP,33535991.2,DEP,72000604.6
0.0,1903-07-31,2022-09-01,2021-03-17T00:00:00.000,ADDITION / EXISTING BUILDING WORK-FIRE ALARM,,2025-09-03,SCA,0.0,DOE,81642786.0
153.0,1902-10-18,2020-10-01,2020-02-01T00:00:00.000,"Development, design, and construction of NYC Ferry Homeport II within Atlantic Basin.",0.0,2023-02-28,EDC,51220834.0,EDC,65000000.0
1319.0,1902-04-16,2019-09-01,2018-07-11T00:00:00.000,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",0.0,2024-01-09,DDC,37248610.0,DCAS,55200000.0
925.0,1901-09-22,2023-01-01,2017-08-14T00:00:00.000,"CONSTRUCTION OF BMP’s NC 6 AND 15, STORM AND SANITARY SEWERS INSTALLATION, SI",0.0,2024-06-09,DDC,1921000.0,Environmental Protection,33450000.0
1816.0,1901-05-16,2020-05-01,2016-08-30T00:00:00.000,Repair the northbound FDR from East 42nd to 49th Streets.,0.0,2028-01-02,DOT,-2802822.0,DOT,99615178.0
1306.0,1901-12-22,2018-08-01,2018-06-11T00:00:00.000,Throgs Neck Pumping Station Rehabilitation and Improvements,4326119.0,2022-11-22,DEP,25708336.86,DEP,46015605.0
226.0,1900-07-09,2022-09-01,2017-03-29T00:00:00.000,"Reconstruction of Wyckoff Avenue from Flushing Avenue to Cooper Avenue, in the Boroughs of Brooklyn and Queens..",580000.0,2027-02-27,DDC,43926000.0,Trans. & Env. Protection,77097000.0
932.0,1903-02-01,2022-04-01,2018-10-10T00:00:00.000,"This bridge is a two span concrete encased structure, 153.3 feet wide, 75 feet long and carries a total of 9 lanes of traffic. The bridge itself is an integral part of the Woodhaven Blvd. subway station structure owned and operated by the MTA. The superstructure consists of concrete encased steel stringers framing into concrete encased steel columns which are also used to serve as the retaining wall holding up Queens Blvd. service road.",115000.0,2027-05-03,DOT,2052000.0,DOT,65231241.0
1211.0,1902-04-19,2023-01-01,2019-04-03T00:00:00.000,"Demolition and rebuild of the existing structures housing the equipment and related facilities necessary for the production, storage and distribution of asphalt at the NYC Harper Street Asphalt Plant facility. All of the existing equipment, storage facilities, and related buildings will be replaced with a new state of the art plant. In addition, the work will involve installing sanitary and storm drainage systems to comply with current government regulatory standard",36060000.0,2026-10-05,DDC,55883745.0,Transportation,96597000.0
