borough,project_name,total_schedule_changes,latest_schedule_changes,date_reported_as_of,total_budget_changes,pid,forecast_completion,category,current_phase
,West 33rd Street,1736.0,0.0,2021-12-01T00:00:00.000,0.0,861,2025-11-29T00:00:00.000,Streets and Roadways,Design
Brooklyn,DBCD South Site Cultural Fit-Out,1706.0,154.0,2018-08-01T00:00:00.000,36789601.16,484,2021-03-02T00:00:00.000,Arts and Culture,Design
,Brooklyn Public School 253  Addition,0.0,0.0,2022-09-01T00:00:00.000,0.0,1110,2024-09-03T00:00:00.000,Schools,Construction
,P.S. 96 - QUEENS Addition,0.0,,2021-12-01T00:00:00.000,-3902865.0,1221,2024-09-03T00:00:00.000,Schools,Design
,West 33rd Street,1736.0,275.0,2019-09-01T00:00:00.000,0.0,861,2022-11-30T00:00:00.000,Streets and Roadways,Design
Manhattan,Metropolitan Hospital Perimeter Flood Protection,1452.0,0.0,2021-07-01T00:00:00.000,27046705.0,562,2027-08-07T00:00:00.000,Industrial Development,Design
,Storm Sewer Outlet In 224Th St,1238.0,0.0,2019-01-01T00:00:00.000,155854000.0,784,2023-11-29T00:00:00.000,Sewers,Design
,Comprehensive Renovation and Expansion,428.0,,2021-12-01T00:00:00.000,-15454000.0,1182,2025-08-08T00:00:00.000,Other Government Facilities,Design
,"Combined Sewer And Wm Work In 71 Street, Queens",1889.0,,2020-01-01T00:00:00.000,27172000.0,789,,Sewers,
Bronx,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,1934.0,,2019-09-01T00:00:00.000,10338071.57,506,,"Bridges, Streets and Roadways",Design
Bronx,RECONSTRUCTION OF E 177 STREET/DEVOE AVENUE,1839.0,682.0,2021-07-01T00:00:00.000,25050000.0,623,2024-09-27T00:00:00.000,"Industrial Development, Streets and Roadways",Design
,Purchase and Install Speed Cameras in School  Zones Areas,,,2023-01-01T00:00:00.000,-19999521.0,1071,2023-06-30T00:00:00.000,Streets and Roadways,Construction
,Battery Park Underpass Emergency Relief Betterments,1197.0,30.0,2022-04-01T00:00:00.000,47923308.0,540,2024-11-27T00:00:00.000,Bridges,Design
,HEMPSTEAD AVE BR/CIP 2231780,327.0,327.0,2021-12-01T00:00:00.000,1747189.0,1049,2030-04-23T00:00:00.000,"Bridges, Streets and Roadways",Design
Citywide,Electronic Medical Records Upgrade,2032.0,206.0,2014-01-01T00:00:00.000,15184947.0,403,2018-12-31T00:00:00.000,"Health and Hospitals, IT",IT
Bronx,West Tremont Avenue over Metro North Railroad,1253.0,363.0,2019-01-01T00:00:00.000,37794543.0,503,2026-09-15T00:00:00.000,Bridges,Design
Brooklyn,"Coney Island Area, Phase 3A",1215.0,0.0,2023-01-01T00:00:00.000,25273000.0,516,2023-11-27T00:00:00.000,Industrial Development,Construction
,North River WWTP Primary Treatment Improvements,121.0,32.0,2021-12-01T00:00:00.000,35891899.0,945,2027-12-27T00:00:00.000,Wastewater Treatment,Design
,Coastal Resiliency Area 1 - East 23Rd St. To Montg,836.0,0.0,2022-04-01T00:00:00.000,-418193636.37,773,2026-08-15T00:00:00.000,"Industrial Development, Parks",Construction
Bronx,Jerome Reservoir and Aqueduct Rehabilitation,2363.0,1.0,2021-03-01T00:00:00.000,-833277.14,448,2023-10-19T00:00:00.000,Water Supply,Construction Procurement
Manhattan,253 Broadway Landmark's Space Renovations,1696.0,551.0,2021-07-01T00:00:00.000,35010000.0,639,2022-08-31T00:00:00.000,Other Government Facilities,Construction
Bronx,East 180th Street over Metro North Railroad (Harrison Line),664.0,186.0,2019-05-01T00:00:00.000,4194366.0,811,2022-09-26T00:00:00.000,Bridges,Construction Procurement
Bronx,Bruckner Expressway Westchester Creek Bridge Reconstruction,2086.0,0.0,2014-01-01T00:00:00.000,142277136.0,97,2019-11-20T00:00:00.000,"Bridges, Streets and Roadways",Design
Queens,Power Distribution at Bowery Bay WWTP,1684.0,88.0,2020-01-01T00:00:00.000,24235381.01,522,2023-01-27T00:00:00.000,Wastewater Treatment,Construction
,Far Rockaway New Facility,-78.0,14.0,2022-04-01T00:00:00.000,-623757.91,730,2022-05-30T00:00:00.000,Other Government Facilities,Construction
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,143.0,2021-07-01T00:00:00.000,-50461071.35,443,2025-11-09T00:00:00.000,Bridges,Construction
Citywide,Emergency Communications Transformation Program (ECTP) Upgrades and Enhancements,2252.0,-1.0,2022-09-01T00:00:00.000,73735148.87,267,2023-03-30T00:00:00.000,IT,IT
,Shore Road Bridge over Hutchinson River,1477.0,,2019-09-01T00:00:00.000,-19049921.84,541,,"Bridges, Streets and Roadways",Design
,Purchase and Install Speed Cameras in School  Zones Areas,,,2022-04-01T00:00:00.000,-19999521.0,1071,,Streets and Roadways,
,"Ped Safety Upgrades on Atlantic Avenue, Phase 2",1400.0,,2021-03-01T00:00:00.000,10136496.0,519,,Streets and Roadways,
,Bronx Public School 108  Addition,0.0,0.0,2021-12-01T00:00:00.000,0.0,1109,2024-09-03T00:00:00.000,Schools,Construction
Staten Island,Oakwood Beach WWTP Sludge Thickening Improvements,3241.0,326.0,2021-03-01T00:00:00.000,57138101.3,449,2026-04-25T00:00:00.000,Wastewater Treatment,Design
,Freshkills South Park Synthetic Turf Fields and Landscape Construction,1309.0,,2020-01-01T00:00:00.000,1436858.72,1016,2022-09-16T00:00:00.000,Parks,Design
,Rego Park New Facility,474.0,84.0,2021-12-01T00:00:00.000,535000.0,1145,2026-03-07T00:00:00.000,Other Government Facilities,Design
,P.S. 174 - QUEENS Addition,0.0,,2022-09-01T00:00:00.000,0.0,1307,2024-09-03T00:00:00.000,Schools,Construction
,Park Avenue Tunnel (Murray Hill),1568.0,0.0,2021-12-01T00:00:00.000,-17773389.61,536,2022-08-03T00:00:00.000,Bridges,Construction
Port Jervis,Reconstruction of the Port Jervis Wastewater Treatment Plant,2445.0,501.0,2021-12-01T00:00:00.000,9428438.55,444,2026-10-04T00:00:00.000,Wastewater Treatment,Design
,NYPD Firearms and Tactics Facility,328.0,,2021-07-01T00:00:00.000,3365000.0,1194,2026-11-24T00:00:00.000,Other Government Facilities,Design
,33rd Street West of 11th Avenue (Hudson Yards),611.0,0.0,2022-04-01T00:00:00.000,-1399960.0,1043,2029-01-11T00:00:00.000,Bridges,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,562.0,2020-10-01T00:00:00.000,39724388.0,106,2023-02-01T00:00:00.000,Bridges,Construction
,Lower Manhattan Coastal Resiliency (LMCR): Battery,-29.0,32.0,2022-09-01T00:00:00.000,0.0,1223,2025-04-01T00:00:00.000,Parks,Construction Procurement
,CITYWIDE RESILENCY MEASURES-Lower Manhattan Two Bridges,161.0,28.0,2022-09-01T00:00:00.000,34901000.0,1187,2026-10-22T00:00:00.000,Streets and Roadways,Construction
,4Th Ave. Safety Improvements Phase II-Vision Zero,1106.0,803.0,2021-07-01T00:00:00.000,-11525000.0,833,2024-06-17T00:00:00.000,Streets and Roadways,Construction
Brooklyn,Brooklyn Supreme Court Fire Alarm System Upgrade,1533.0,59.0,2017-09-01T00:00:00.000,47003000.0,510,2022-12-30T00:00:00.000,Public Safety and Criminal Justice,Design
,RECONSTRUCTION OF EMPIRE BLVD/BED-796,223.0,,2021-07-01T00:00:00.000,8554000.0,1213,2022-11-07T00:00:00.000,Streets and Roadways,Construction
Brooklyn,Dumbo and Vinegar Hill Area Roadway Reconstruction and Renovation,3253.0,153.0,2014-05-01T00:00:00.000,96724000.0,193,2016-04-24T00:00:00.000,Streets and Roadways,Design
,DOH Public Health Lab,1.0,0.0,2019-05-01T00:00:00.000,19334959.71,909,2025-01-01T00:00:00.000,Health and Hospitals,Design
,GI - GRAVESEND BAY CSO - PHASE III,189.0,161.0,2022-09-01T00:00:00.000,-372000.0,1199,2025-11-19T00:00:00.000,Streets and Roadways,Design
Manhattan,Bellevue Medical Center Priority Mitigation Projects,1854.0,45.0,2021-12-01T00:00:00.000,0.0,545,2022-06-14T00:00:00.000,Health and Hospitals,Construction
Bronx,Lower Concourse Initiative,730.0,0.0,2018-03-01T00:00:00.000,-5100000.0,575,2021-09-01T00:00:00.000,Industrial Development,Design
Upstate,"Gilboa Dam Reconstruction, Phase V",503.0,32.0,2021-12-01T00:00:00.000,-3079490.0,456,2025-07-31T00:00:00.000,Water Supply,Design
Brooklyn,Construction of Gowanus CSO retention FAC Superfund Site,1086.0,0.0,2020-01-01T00:00:00.000,432995114.0,550,2031-07-07T00:00:00.000,Industrial Development,Design
,Hamilton Fish Recreation Center Reconstruction,,,2022-09-01T00:00:00.000,0.0,1302,,Parks,Design
,Queens Public School 489  Annex,0.0,0.0,2022-04-01T00:00:00.000,0.0,1107,2024-09-03T00:00:00.000,Schools,Construction
Brooklyn,"Coney Island Area, Phase 3A",1215.0,,2020-05-01T00:00:00.000,25273000.0,516,,Industrial Development,
Brooklyn,Brooklyn Civil Court move to 210 Joralemon St,1977.0,0.0,2021-03-01T00:00:00.000,200931011.96,509,2024-08-01T00:00:00.000,Public Safety and Criminal Justice,Construction Procurement
Manhattan,Riverside Drive/West 158th Street Bridge Rehabilitation,2152.0,-522.0,2016-01-01T00:00:00.000,96922794.0,113,2020-07-13T00:00:00.000,"Bridges, Streets and Roadways",Design
,"Combined Sewer And Wm Work In 71 Street, Queens",1889.0,365.0,2022-09-01T00:00:00.000,27172000.0,789,2027-10-30T00:00:00.000,Sewers,Design
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,208.0,2020-01-01T00:00:00.000,-50461071.35,443,2025-01-01T00:00:00.000,Bridges,Construction Procurement
,80 CENTRE ST.- FIRE ALARMS/SPRINKLERS,340.0,36.0,2023-01-01T00:00:00.000,0.0,1174,2027-02-26T00:00:00.000,Other Government Facilities,Design
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 2,2315.0,0.0,2018-08-01T00:00:00.000,14201000.0,619,2023-04-12T00:00:00.000,Industrial Development,Design
,NYCF Homeport 2,153.0,365.0,2021-12-01T00:00:00.000,51220834.0,1022,2024-09-29T00:00:00.000,Ferries,Construction Procurement
Queens,49th Avenue Bridge Replacement,1449.0,,2019-09-01T00:00:00.000,32902419.0,131,,"Bridges, Streets and Roadways",Design
Brooklyn,DBCD South Site Cultural Fit-Out,1706.0,0.0,2021-12-01T00:00:00.000,36789601.16,484,2022-12-31T00:00:00.000,Arts and Culture,Construction
,"Construction Of Sanitary Sewers, Storm Sewers (Bm",595.0,,2018-03-01T00:00:00.000,37691000.0,760,2022-04-14T00:00:00.000,Sewers,Design
,Reconstruction of Beach Channel Drive -- Phase B,0.0,,2021-12-01T00:00:00.000,642000.0,1151,2028-09-01T00:00:00.000,Streets and Roadways,Design
Bronx,"Bronx Sanitation Garage Construction: Community District 9, 10, 11",1919.0,0.0,2022-09-01T00:00:00.000,268983862.56,573,2030-06-30T00:00:00.000,Sanitation,Design
Staten Island,Hannah Street Pumping Station Construction,3238.0,394.0,2021-03-01T00:00:00.000,67909196.8,364,2024-06-05T00:00:00.000,Wastewater Treatment,Construction
,Installation of Dechlorination System at Hunts Point WRRF,-9.0,-420.0,2022-04-01T00:00:00.000,-6856021.0,1094,2027-03-27T00:00:00.000,Wastewater Treatment,Design
,TRAVIS AVENUE WIDENING,1029.0,0.0,2023-01-01T00:00:00.000,50000.0,1240,2027-10-22T00:00:00.000,Streets and Roadways,Design
,Bronx Animal Care Center,110.0,,2020-10-01T00:00:00.000,24815617.0,893,,Health and Hospitals,
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,-35.0,2019-05-01T00:00:00.000,22682117.0,120,2022-05-29T00:00:00.000,Bridges,Construction Procurement
,Queens Public School 472  New Construction,0.0,0.0,2021-12-01T00:00:00.000,0.0,1099,2025-09-03T00:00:00.000,Schools,Construction
,Headworks Improvements at Tallman Island,586.0,0.0,2022-04-01T00:00:00.000,19975649.96,906,2026-11-05T00:00:00.000,Industrial Development,Design
,TRENCH RESTORATION BROOKLYN,1467.0,366.0,2019-09-01T00:00:00.000,6536000.0,855,2023-08-14T00:00:00.000,Industrial Development,Design
Queens,Metropolitan Avenue Bridge over CSX Transport,2027.0,-24.0,2019-05-01T00:00:00.000,4699394.0,556,2027-02-19T00:00:00.000,"Bridges, Streets and Roadways",Design
,Storm Mitigation Loan Program at Hunts Point,1091.0,142.0,2020-01-01T00:00:00.000,20080597.79,672,2022-01-05T00:00:00.000,Wastewater Treatment,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,338.0,2017-09-01T00:00:00.000,39724388.0,106,2021-10-17T00:00:00.000,Bridges,Design
,New Ferry Boat Construction,549.0,-505.0,2015-02-01T00:00:00.000,-238419180.0,94,2020-02-11T00:00:00.000,Ferries,Design
,Pier 42 and East River Park Connector Program,214.0,61.0,2023-01-01T00:00:00.000,100000.0,1085,2023-10-31T00:00:00.000,Parks,Construction
,P.S. 5 - STATEN ISLAND Addition,0.0,0.0,2023-01-01T00:00:00.000,0.0,1303,2025-09-03T00:00:00.000,Schools,Construction
Queens,"STM & SAN SWR, WILLET PT BLVD WHITESTONE AREA, PH2",642.0,0.0,2023-01-01T00:00:00.000,41243000.0,651,2023-05-31T00:00:00.000,Sewers,Construction
Queens,49th Avenue Bridge Replacement,1449.0,21.0,2022-04-01T00:00:00.000,32902419.0,131,2027-04-05T00:00:00.000,"Bridges, Streets and Roadways",Design
Bronx,"Pelham Parkway Roadway Reconstruction, Phase 2",2869.0,0.0,2014-01-01T00:00:00.000,125164000.0,180,2016-02-13T00:00:00.000,Streets and Roadways,Design
,Bronx Public School 077  Addition,0.0,0.0,2022-09-01T00:00:00.000,0.0,1101,2024-09-03T00:00:00.000,Schools,Construction
,New Storm Sewer N Conduit Av-Baisley Blvd,1619.0,0.0,2019-01-01T00:00:00.000,31711000.0,792,2024-09-13T00:00:00.000,Sewers,Design
Queens,Metropolitan Avenue Bridge over CSX Transport,2027.0,180.0,2019-01-01T00:00:00.000,4699394.0,556,2027-03-15T00:00:00.000,"Bridges, Streets and Roadways",Design
,Upgrades At Brooklyn Animal Shelter,1355.0,110.0,2023-01-01T00:00:00.000,21288000.0,750,2025-12-30T00:00:00.000,Other Government Facilities,Construction Procurement
Bronx,Concourse Village Avenue over Metro North,1865.0,,2019-09-01T00:00:00.000,-186092.37,587,,Bridges,Design
Staten Island,Oakwood Beach WWTP Headworks Improvements,2857.0,1021.0,2022-04-01T00:00:00.000,31867440.0,450,2029-08-03T00:00:00.000,Wastewater Treatment,Design
Upstate,Reconstruction of the Ashokan Headworks,-67.0,164.0,2022-09-01T00:00:00.000,41950858.0,834,2028-04-16T00:00:00.000,Water Supply,Design
Manhattan,Metropolitan Hospital Perimeter Flood Protection,1452.0,,2019-09-01T00:00:00.000,27046705.0,562,,Industrial Development,
Brooklyn,Bergen Avenue Street Reconstruction,-388.0,0.0,2019-05-01T00:00:00.000,45837000.0,170,2023-06-24T00:00:00.000,Streets and Roadways,Construction
Bronx,Bainbridge Avenue Trunk Water Main,1687.0,767.0,2021-07-01T00:00:00.000,25547000.0,454,2022-07-12T00:00:00.000,Water Supply,Construction
,South Bronx East-West Crosstown SBS,626.0,266.0,2021-12-01T00:00:00.000,3130000.0,1008,2026-07-14T00:00:00.000,Streets and Roadways,Design
,New Ferry Boat Construction,549.0,159.0,2019-05-01T00:00:00.000,-238419180.0,94,2021-08-06T00:00:00.000,Ferries,Construction
,P.S. 96 - QUEENS Addition,0.0,0.0,2022-04-01T00:00:00.000,-3902865.0,1221,2024-09-03T00:00:00.000,Schools,Design
,Cunningham Park Garage Reconstruction,703.0,0.0,2022-04-01T00:00:00.000,0.0,1019,2024-07-29T00:00:00.000,Parks,Construction Procurement
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 1,1906.0,306.0,2019-01-01T00:00:00.000,176245000.0,618,2024-11-28T00:00:00.000,Industrial Development,Design
,Bronx River CSO Reduction,-712.0,0.0,2021-07-01T00:00:00.000,1210235.0,943,2028-12-14T00:00:00.000,Wastewater Treatment,Design
,GI - GRAVESEND BAY CSO - PHASE II,29.0,29.0,2022-09-01T00:00:00.000,13699000.0,1198,2024-12-09T00:00:00.000,Streets and Roadways,Design
,150th Street Spine: Phase II - DOT Van Wyck Expressway - Trunk Combined Sewer,-194.0,0.0,2023-01-01T00:00:00.000,-676000.0,1202,2025-04-14T00:00:00.000,Streets and Roadways,Construction
,Upgrades At Brooklyn Animal Shelter,1355.0,,2018-03-01T00:00:00.000,21288000.0,750,2022-04-15T00:00:00.000,Other Government Facilities,Design
Bronx,RECONSTRUCTION OF E 177 STREET/DEVOE AVENUE,1839.0,93.0,2019-05-01T00:00:00.000,25050000.0,623,2022-11-15T00:00:00.000,"Industrial Development, Streets and Roadways",Design
Manhattan,Bellevue Medical Center Priority Mitigation Projects,1854.0,80.0,2022-09-01T00:00:00.000,0.0,545,2023-09-18T00:00:00.000,Health and Hospitals,Construction
Brooklyn,Brooklyn Sanitation Garage Construction: Community District 3,790.0,31.0,2019-05-01T00:00:00.000,25603365.0,560,2023-01-31T00:00:00.000,Sanitation,Construction Procurement
,Queens Public School 46 Additionl,365.0,0.0,2022-04-01T00:00:00.000,0.0,1027,2023-09-03T00:00:00.000,Schools,Construction
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 1,1906.0,,2020-01-01T00:00:00.000,176245000.0,618,,Industrial Development,
,Queensboro Bridge Roadway Replacement over East River,1970.0,-7.0,2019-01-01T00:00:00.000,8567339.67,594,2022-10-28T00:00:00.000,"Bridges, Streets and Roadways",Construction
Brooklyn,DBCD South Site Cultural Fit-Out,1706.0,91.0,2017-09-01T00:00:00.000,36789601.16,484,2019-11-30T00:00:00.000,Arts and Culture,Design
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,316.0,2016-11-01T00:00:00.000,20945057.0,112,2021-09-13T00:00:00.000,"Bridges, Streets and Roadways",Construction
Queens,Roosevelt Avenue Bridge Superstructure and Substructure Repairs,2003.0,1749.0,2015-02-01T00:00:00.000,23798213.0,101,2023-01-11T00:00:00.000,Bridges,Construction Procurement
Queens,Rehab Of Queens District 11/13 Sanitation Garage,1521.0,0.0,2018-08-01T00:00:00.000,36221000.0,770,2022-10-31T00:00:00.000,Sanitation,Design
,Queens Public School 489  Annex,0.0,0.0,2022-09-01T00:00:00.000,0.0,1107,2024-09-03T00:00:00.000,Schools,Construction
,Hansborough Recreation Center Reconstruction,186.0,,2021-07-01T00:00:00.000,-4700000.0,1090,,Parks,Design
,Headworks Improvements at Tallman Island,586.0,-83.0,2022-09-01T00:00:00.000,19975649.96,906,2026-08-14T00:00:00.000,Industrial Development,Construction Procurement
Port Jervis,Reconstruction of the Port Jervis Wastewater Treatment Plant,2445.0,0.0,2023-01-01T00:00:00.000,9428438.55,444,2026-10-04T00:00:00.000,Wastewater Treatment,Design
,Grand Street Bridge over Newtown Creek,1645.0,,2020-01-01T00:00:00.000,160682490.0,534,,"Bridges, Streets and Roadways",Design
,TRENCH RESTORATION BROOKLYN,1467.0,0.0,2022-09-01T00:00:00.000,6536000.0,855,2025-09-13T00:00:00.000,Industrial Development,Design
Queens,20th Avenue Storm and Sanitary Sewer Construction,2180.0,,2021-03-01T00:00:00.000,117177000.0,432,,Sewers,
,Manhattan Greenway: East Midtown,487.0,0.0,2020-10-01T00:00:00.000,24840000.0,859,2022-11-30T00:00:00.000,Parks,Construction
Brooklyn,Sunset Park Infrastructure,1290.0,181.0,2022-04-01T00:00:00.000,31633941.69,574,2024-04-30T00:00:00.000,Industrial Development,Construction
,Storm Sanitary Sewer Repl Springfield Gardens,1097.0,126.0,2021-12-01T00:00:00.000,35414000.0,790,2026-03-25T00:00:00.000,Sewers,Design
,BROAD CHANNEL BULKHEADS - PH II,-74.0,59.0,2019-01-01T00:00:00.000,61781000.0,617,2025-01-10T00:00:00.000,Industrial Development,Design
Brooklyn,DBCD South Site Cultural Fit-Out,1706.0,0.0,2019-09-01T00:00:00.000,36789601.16,484,2022-07-31T00:00:00.000,Arts and Culture,Construction Procurement
,FUEL TANK & SUMP REPLACEMENTS - BROOKLYN,663.0,,2019-05-01T00:00:00.000,-1940000.0,899,,Industrial Development,
Staten Island,Roma and Hett Avenue Storm and Sanitary Sewer Installation,-8.0,276.0,2018-08-01T00:00:00.000,62973000.0,206,2020-09-21T00:00:00.000,Sewers,Construction Procurement
Brooklyn,Dumbo and Vinegar Hill Area Roadway Reconstruction and Renovation,3253.0,,2020-10-01T00:00:00.000,96724000.0,193,,Streets and Roadways,
Queens,Belt System - Cross Island over 115th Avenue/Dutch Broadway,1845.0,,2019-09-01T00:00:00.000,17528706.0,558,,Bridges,Design
,WM REPLMT EAST NEW YORK AVE,913.0,0.0,2023-01-01T00:00:00.000,29337000.0,991,2024-09-09T00:00:00.000,Water Supply,Construction
Queens,Roosevelt Avenue Bridge Superstructure and Substructure Repairs,2003.0,620.0,2019-01-01T00:00:00.000,23798213.0,101,2020-08-28T00:00:00.000,Bridges,Construction
Citywide,The Reconstruction of The Lower Catskill Aqueduct,1421.0,274.0,2019-05-01T00:00:00.000,-65760729.0,667,2025-06-01T00:00:00.000,Water Supply,Design
Bronx,"Bronx Sanitation Garage Construction: Community District 9, 10, 11",1919.0,183.0,2020-01-01T00:00:00.000,268983862.56,573,2027-12-31T00:00:00.000,Sanitation,Design
,"Upgrade of Paerdegat, Avenue U, and 19th Street Pumping Stations",525.0,0.0,2023-01-01T00:00:00.000,-8003328.0,1039,2027-05-09T00:00:00.000,Wastewater Treatment,Design
,HILL DR (TERRACE BR) OVER PROSPECT PARK LAKE BIN 2244120,636.0,,2021-03-01T00:00:00.000,-785268.0,1073,,Bridges,
,Bronx Public School 469  New Construction,0.0,0.0,2022-09-01T00:00:00.000,-505800.0,1102,2024-09-03T00:00:00.000,Schools,Construction
