ID,Title,Year,Rating,Director,Creators,Cast,Genre,Duration,ContentRating,Summary
b-2634,Plush,9/13/2013,4,Catherine Hardwicke,Arty Nelson^Catherine Hardwicke^Artie Nelson,Emily Browning^Cam Gigandet^Xavier Samuel^Frances Fisher,Mystery & Suspense^Drama,1 hr. 39 min.,R,history she realizes she may have let a madman into her home and that her mistake may cost the lives of people closest to her. (c) Millenium Film
b-2635,Plus One - The Home Video,NULL,NULL,NULL,NULL,NULL,Musical & Performing Arts,NULL,Unrated,NULL
b-2636,The Pretty One,2/7/2014,5.7,Jene LaMarque,Jene LaMarque,Zoe Kazan^Jake M. Johnson^Ron Livingston^John Carroll Lynch,Drama^Comedy,1 hr. 30 min.,R,as the perfect fraud. (c) DADA Films
b-2637,Prince Avalanche,8/9/2013,7,David Gordon Green,David Gordon Green,Paul Rudd^Emile Hirsch^Lance Le Gault^Gina Grande,Drama^Comedy,1 hr. 34 min.,R,from Either Way an Icelandic film by Hafsteinn Gunnar Sigursson. -- (C) Magnolia Pictures
b-2638,The Stanford Prison Experiment,7/17/2015,6.9,Kyle Patrick Alvarez,Tim Talbott,Billy Crudup^Ezra Miller^Michael Angarano^Tye Sheridan,Drama,2 hr.,R,Based on the real-life research of Dr. Zimbardo (who was a consultant on the film) The Stanford Prison Experiment is a dramatic period piece that remains relevant over 40 years later. (C) IFC Films
b-2639,Proxy,4/18/2014,5.3,Zack Parker,Zack Parker^Kevin Donner,Alexia Rasmussen^Alexa Havins^Joe Swanberg^Kristina Klebe,Drama^Horror^Mystery & Suspense,2 hr. 2 min.,Unrated,While walking home from her latest OB appointment a very pregnant Esther Woodhouse is brutally attacked and disfigured by a hooded assailant. This horrible event seems to be a blessing in disguise when Esther finds consolation in a support group. Her life of sadness and solitude is opened up to friendship understanding and even acceptance. However friendship and understanding can be very dangerous things when accepted by the wrong people. (c) IFC Films
b-2640,The Punk Singer,11/29/2013,7.6,Sini Anderson,Sini Anderson,Kathleen Hanna^Tobi Vail^Joan Jett^Adam Horowitz,Musical & Performing Arts^Documentary,1 hr. 20 min.,Unrated,Hanna as well as musicians like Kim Gordon Joan Jett and Carrie Brownstein THE PUNK SINGER provides a fascinating overview of her influential career leading up to the much-anticipated launch of her new band The Julie Ruin. (c) IFC Films
b-2641,The Purge,6/7/2013,5,James DeMonaco,James DeMonaco,Ethan Hawke^Lena Headey^Adelaide Kane^Max Burkholder,Mystery & Suspense^Science Fiction & Fantasy,1 hr. 25 min.,R,murder-becomes legal. The police can't be called. Hospitals suspend help. It's one night when the citizenry regulates itself without thought of punishment. On this night plagued by violence and an epidemic of crime one family wrestles with the decision of who they will become when a stranger comes knocking. When an intruder breaks into James Sandin's (Ethan Hawke) gated community during the yearly lockdown he begins a sequence of events that threatens to tear a family apart. Now it is up to James his wife Mary (Lena Headey) and their kids to make it through the night without turning into the monsters from whom they hide. Directed by James DeMonaco (writer of Assault on Precinct 13 and The Negotiator) The Purge is produced by Jason Blum of Blumhouse (Paranormal Activity Insidious Sinister) Platinum Dunes' partners Michael Bay Brad Fuller and Andrew Form (The Amityville Horror The Texas Chainsaw Massacre) as well as Sbastien Kurt Lemercier (Assault on Precinct 13).(c) Universal
b-2642,Rapture-Palooza,6/7/2013,4,Paul Middleditch,Chris Matheson,Craig Robinson^Anna Kendrick^John Francis Daley^Tom Lennon,Horror^Science Fiction & Fantasy^Comedy,1 hr. 25 min.,R,neighbor the young couple set off to stop the Anti-Christ from taking her as his bride... and just maybe saving the world in the process.(c) Official Facebook
b-2643,The Red Robin,NULL,NULL,Michael Z. Wechsler,Michael Z. Wechsler,C.S. Lee^Caroline Lagerfelt^Jaime Ray Newman^Judd Hirsch,Mystery & Suspense^Drama,NULL,Unrated,The adopted child of a lauded psychiatrist accuses his dying father of conducting insidious mind control experiments on himself and his unsuspecting siblings in this psychological thriller starring Judd Hirsch.
b-2644,Red 2,7/19/2013,5.4,Dean Parisot,Jon Hoeber^Erich Hoeber,Bruce Willis^John Malkovich^Mary-Louise Parker^Helen Mirren,Drama^Action & Adventure,1 hr. 56 min.,PG-13,Outgunned and outmanned they have only their cunning wits their old-school skills and each other to rely on as they try to save the world-and stay alive in the process. (c) Summit
b-2645,A Resurrection,3/22/2013,N,Matt Orlando,Matt Orlando^Wendy Kout,Mischa Barton^Devon Sawa^Michael Clarke Dunca...^Nicholas Jandl,Mystery & Suspense^Horror,1 hr. 30 min.,R,her and the other students locked in the school until his brother can arrive at six along with the evil spirit that now inhabits him keeping him alive until he can take his six souls and leave him whole again. (c) ARchstone
b-2646,Riddick,9/6/2013,5.4,David Twohy,David Twohy,Vin Diesel^Matt Nable^Karl Urban^Katee Sackhoff,Action & Adventure^Science Fiction & Fantasy,1 hr. 59 min.,R,Soon however he finds himself fighting for survival against alien predators more lethal than any human he's encountered. The only way off is for Riddick to activate an emergency beacon and alert mercenaries who rapidly descend to the planet in search of their bounty. The first ship to arrive carries a new breed of merc more lethal and violent while the second is captained by a man whose pursuit of Riddick is more personal. With time running out and a storm on the horizon that no one could survive his hunters won't leave the planet without Riddick's head as their trophy. (c) Universal
b-2647,Return of the Living Dead Part II,1/8/1988,3,Ken Wiederhorn,Ken Wiederhorn,Michael Kenworthy^Thom Mathews^Thom Matthews^James Karen,Horror,1 hr. 30 min.,R,"Another outbreak of the vicious zombies with an insatiable hunger for ""brains"" strikes a small town in this sequel to 1985's horror-comedy Return of the Living Dead. This tamer sequel leans more towards broad comedy than the original though the expected gore sequences are still well in evidence."
b-2648,Roadside,NULL,NULL,Eric England,NULL,NULL,Drama^Horror^Mystery & Suspense,1 hr. 40 min.,R,Dan and Mindy Summers are on a road trip along a desolate mountain highway when Dan is forced to exit the SUV to remove a dead tree blocking their path. Before he can get back inside he and Mindy find themselves held hostage on the side of the road trapped in their car by a mysterious gunman. They must fight for their lives in a sadistic game of cat and mouse set against a backdrop of numbing cold pitch darkness and raw terror.
b-2649,Safe Haven,2/14/2013,4,Lasse Hallstrom,Nicholas Sparks^Dana Stevens,Josh Duhamel^Julianne Hough^Cobie Smulders^David Lyons,Drama^Romance^Special Interest,1 hr. 55 min.,PG-13,children. But dark secrets intrude on her new life with such terror that she is forced to rediscover the meaning of sacrifice and rely on the power of love in this deeply moving romantic thriller.
b-2650,Robotech: Love Live Alive,NULL,NULL,Gregory Snegoff,Gregory Snegoff,Frank Catalano^Cam Clarke^Richard Epcar^Barbara Goodson,Action & Adventure^Animation^Science Fiction & Fantasy,1 hr. 29 min.,Unrated,"This adventure from the Robotech anime franchise follows Lieutenant Lance ""Lancer"" Belmont as he joines Admiral Rick Hunter on his mission to rescue all of human kind from the terror of the Invid race."
b-2651,Maze Runner: The Scorch Trials,9/18/2015,5.4,Wes Ball,James Dashner^T.S. Nowlin,Dylan O'Brien^Thomas Sangster^Kaya Scodelario^Aidan Gillen,Action & Adventure,2 hr. 9 min.,PG-13,"In this next chapter of the epic ""Maze Runner"" saga Thomas (Dylan O'Brien) and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters the Gladers take on WCKD's vastly superior forces and uncover its shocking plans for them all. (C) Fox"
b-2652,Salinger,9/6/2013,5.4,Shane Salerno,Shane Salerno,J.D. Salinger^Edward Norton^John Cusack^Martin Sheen,Documentary^Special Interest,2 hr.,PG-13,influence on their lives their work and the broader culture. The film is the first work to get beyond the Catcher in the Rye author's meticulously built up wall: his childhood painstaking work methods marriages private world and the secrets he left behind after his death in 2010. (c) Weinstein
b-2653,The Saratov Approach,10/9/2013,N,Garrett Batty,Garrett Batty,Corbin Allred^Maclain Nelson^Nikita Bogolyubov^Alex Veadov,Drama^Action & Adventure,1 hr. 47 min.,PG-13,the other side of the world in Saratov Russia. While their family friends and the world pray for their safe return Tuttle and Propst are tested physically emotionally and most of all -- spiritually. (c) Saratov Films
b-2654,Charlie Trevor And A Girl Savannah,6/19/2015,N,Ty Hodges,Ty Hodges,Ty Hodges^Emily Meade^Eric Roberts^Toby Hemingway,Romance^Mystery & Suspense^Special Interest,1 hr. 33 min.,Unrated,(mid 20's) somewhat of a conservative that gets caught up in his own selfish world and is all about fiesh. Trevor comes from a dark past of addiction. While living a sober life he met Savannah a beautiful young stripper that has had a hard life. They fall in love and she moves in with him quitting her job as an exotic dancer. She becomes his dark little secret. One night his loyalty to her becomes questionable when he ends up relapsing with his friends at a bar. That night he meets a jezebel by the name of Genesis that seduces him into a world of lust distracting him from his love for Savannah. .(C) Official Site
b-2655,Saving Lincoln,2/15/2013,4.6,Salvador Litvak,Nina Davidovich^Salvador Litvak,Tom Amandes^Penelope Ann Miller^Creed Bratton^Bruce Davison,Drama,1 hr. 41 min.,Unrated,The story of Mr. Lincoln and his self-appointed bodyguard U.S. Marshal Ward Hill Lamon - a banjo-playing Southerner who foiled repeated attempts on the President's life and kept him functioning during the darkest hours of the Civil War. -- (C) Official Site
b-2656,Saving Mr. Banks,12/20/2013,7,John Lee Hancock,Kelly Marcel^Sue Smith,Emma Thompson^Tom Hanks^Colin Farrell^Bradley Whitford,Drama^Comedy,2 hr.,PG-13,"curmudgeonly uncompromising writer who has absolutely no intention of letting her beloved magical nanny get mauled by the Hollywood machine. But as the books stop selling and money grows short Travers reluctantly agrees to go to Los Angeles to hear Disney's plans for the adaptation. For those two short weeks in 1961 Walt Disney pulls out all the stops. Armed with imaginative storyboards and chirpy songs from the talented Sherman brothers Walt launches an all-out onslaught on P.L. Travers but the prickly author doesn't budge. He soon begins to watch helplessly as Travers becomes increasingly immovable and the rights begin to move further away from his grasp. It is only when he reaches into his own childhood that Walt discovers the truth about the ghosts that haunt her and together they set Mary Poppins free to ultimately make one of the most endearing films in cinematic history. Inspired by true events ""Saving Mr. Banks"" is the extraordinary untold story of how Disney's classic ""Mary Poppins"" made it to the screen-and the testy relationship that the legendary Walt Disney had with author P.L. Travers that almost derailed it. (C) Disney"
b-2657,Saving Santa,NULL,4,Leon Joosen,Tony Nottage^Ricky Roxburgh,Martin Freeman (II)^Tim Curry^Newell Alexander^Tim Conway,Animation^Kids & Family,1 hr. 23 min.,Unrated,At the North Pole a well-meaning but error-prone elf learns that Santa has a secret time machine built into his sleigh. Later he must protect the machine from army commandos who want to use it for evil purposes.
b-2658,Scary Movie 5,4/12/2013,2,Malcolm D. Lee,David Zucker^Pat Proft,Ashley Tisdale^Simon Rex^Erica Ash^Charlie Sheen,Horror^Mystery & Suspense^Comedy,1 hr. 26 min.,PG-13,side with legendary comedy director David Zucker (AIRPLANE THE NAKED GUN franchises). Zucker wrote and directed SCARY MOVIE 3 and 4 and also co-wrote and produced SCARY MOVIE V. The SCARY MOVIE franchise which lampoons the greatest in horror and genre fare has grossed over $800 million worldwide. (c) Weinstein
b-2659,Scenic Route,8/23/2013,5.9,Kevin Goetz,Kyle Killen,Josh Duhamel^Dan Fogler^Christie Burson^McKendrick Leah,Mystery & Suspense^Drama,1 hr. 22 min.,R,ultimately knife-wielding madness and what begins as an inconvenience becomes a very real life or death struggle.(c) Vertical Entertainment
b-2660,Season of Miracles,1/1/2013,NULL,Josh Moody,Rusty Whitener^Rusty Whitener,John Schneider^Grayson Russell^Andrew Wilson Willia...^Rusty Whitener,Drama^Kids & Family^Comedy,1 hr. 19 min.,G,"Robins encourage Rafer as the team rises towards an unlikely championship season that is less about winning and losing and more about living and dying. ""Season of Miracles"" is a life-inspiring story about sportsmanship friendship and courage in the face of adversity."
b-2661,The Secret Life Of Walter Mitty,12/25/2013,6,Ben Stiller,Steve Conrad^Steven Conrad,Ben Stiller^Kristen Wiig^Patton Oswalt^Shirley MacLaine,Drama^Action & Adventure^Comedy,1 hr. 54 min.,PG,Ben Stiller directs and stars in THE SECRET LIFE OF WALTER MITTY James Thurber's classic story of a day-dreamer who escapes his anonymous life by disappearing into a world of fantasies filled with heroism romance and action. When his job along with that of his co-worker (Kristen Wiig) are threatened Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined. (c) Fox
b-2662,Sexy Evil Genius,NULL,NULL,Shawn Piller,Scott Lew,Seth Green^Katee Sackhoff^William Baldwin^Michelle Trachtenber...,Drama^Science Fiction & Fantasy^Comedy,1 hr. 30 min.,R,Drop dead sexy and certifiably insane vengeful Nikki invites four of her ex-lovers to an L.A. bar for a meeting that will drastically alter the course of their lives - or at least what's left of them. Seth Green Katie Sackhoff William Baldwin Michelle Trachtenberg and Harold Perrineau star.
b-2663,Shadow People,NULL,NULL,Keith Parker,Keith Parker^Laura Parker,Suzanna Hartzell-Bai...^Justin Klemann^Michelle Shea Walker^Justin Kelly,Horror,1 hr. 32 min.,Unrated,A billionaire unwittingly unleashes demons upon the Earth while performing a ritual to attain immortality.
b-2664,She Wants Me,4/5/2012,NULL,Rob Margolies,Rob Margolies,Josh Gad^Kristen Ruhlin^Hilary Duff^Johnny Messner,Comedy,1 hr. 25 min.,Unrated,Hollywood's hottest most in demand actresses Kim Powers expresses interest in playing the role. Now Sam's caught in a pickle.
b-2665,Short Term 12,8/23/2013,8.3,Destin Daniel Cretton,Destin Daniel Cretton,Brie Larson^John Gallagher Jr.^John Andrew Gallaghe...^Kaitlyn Dever,Drama,21 min.,R,to make sense of her own troubled past when she learns that her life is about to change forever. Meanwhile into the facility walks a young girl who's been constantly shifted between group homes due to dangerous behavior. Almost immediately Grace forges a powerful connection with her new charge. Now if Grace can just open up to Mason the way she encourages her kids to open up to her she may find a way to make peace with the future while still providing support to the kids who depend on her the most. ~ Jason Buchanan Rovi
b-2666,Shotgun Wedding,NULL,NULL,Danny Roew,"Worm Miller^Joshua ""Worm"" Miller^Patrick Casey",Mike Damus^Kim Shaw^James Eckhouse^Bonita Friedericy,Horror^Comedy,1 hr. 10 min.,Unrated,A wedding weekend takes a disastrous turn when the groom accidentally shoots the maid of honor and his mother's efforts to cover up the mishap lead to more inadvertent deaths.
b-2667,Side Effects,2/8/2013,7.3,Steven Soderbergh,Scott Z. Burns,Jude Law^Rooney Mara^Catherine Zeta-Jones^Channing Tatum,Mystery & Suspense^Drama,1 hr. 46 min.,R,SIDE EFFECTS is a provocative thriller about Emily and Martin (Rooney Mara and Channing Tatum) a successful New York couple whose world unravels when a new drug prescribed by Emily's psychiatrist (Jude Law) - intended to treat anxiety - has unexpected side effects. (c) Official FB
b-2668,A Single Shot,9/20/2013,5.7,David M. Rosenthal,Matthew F. Jones,Sam Rockwell^Jeffrey Wright^William H. Macy^Kelly Reilly,Mystery & Suspense^Drama,1 hr. 56 min.,R,of hardened criminals the hunter becomes the hunted in this tense cat-and-mouse struggle in the backwoods of West Virginia. (c) Tribeca
b-2669,Skinwalker Ranch,10/30/2013,N,Devin McGinn,Adam Ohler,Jon Gries^Kyle Davis^Steve Berg^Devin McGinn,Science Fiction & Fantasy^Horror,1 hr. 26 min.,R,"violent causing tensions to rise as the team must decide how far they will go to unlock the mysteries of ""Skinwalker Ranch."" The group debates whether the answers are worth risking their lives for or if they should just call off the investigation and leave the ranch - that is if leaving is actually an option... (c) Skinwalker Ranch"
b-2670,The Smurfs 2,7/31/2013,4,Raja Gosnell,David N. Weiss^J. David Stem^David Weiss^Jay Scherick^Karey Kirkpatrick,Hank Azaria^Neil Patrick Harris^Brendan Gleeson^Jayma Mays,Comedy^Animation,1 hr. 45 min.,PG,The Smurfs are back with this follow-up to the blockbuster smash hit from 2011. J. David Stem and David Weiss provide the script from a story they wrote with Jay Scherick and David Ronn. ~ Jeremy Wheeler Rovi
b-2671,Snitch,2/22/2013,5.6,Ric Roman Waugh,Ric Roman Waugh^Justin Haythe,"Dwayne ""The Rock"" Jo...^Barry Pepper^Susan Sarandon^Jon Bernthal",Drama^Action & Adventure^Mystery & Suspense,1 hr. 52 min.,PG-13,In the fast-paced action thriller SNITCH Dwayne Johnson stars as a father whose teenage son is wrongly accused of a drug distribution crime and is looking at a mandatory minimum prison sentence of 10 years. Desperate and determined to rescue his son at all costs he makes a deal with the U.S. attorney to work as an undercover informant and infiltrate a drug cartel on a dangerous mission -- risking everything including his family and his own life. (c) Summit
b-2672,Some Velvet Morning,12/13/2013,4.7,Neil LaBute,Neil LaBute,Stanley Tucci^Alice Eve,Drama,1 hr. 22 min.,R,romance. (c) Tribeca
b-2673,Sound City,2/1/2013,7.7,Dave Grohl,Mark Monroe,Dave Grohl^Joe Barresi^Butch Vig^Kevin Cronin,Musical & Performing Arts^Documentary,1 hr. 48 min.,Unrated,of rock's greatest albums at the studio Sound City doesn't just tell the story of this real-life rock 'n' roll shrine it celebrates the human element of music as Grohl gathers some of rock's biggest artists to collaborate on a new album. Using Sound City's legendary analog console together these artists continue to create musical miracles in a digital world. (c) Variance
b-2674,The Spectacular Now,8/2/2013,7.8,James Ponsoldt,Scott Neustadter^Michael H. Weber,Miles Teller^Shailene Woodley^Brie Larson^Mary Elizabeth Winst...,Drama^Romance^Comedy,1 hr. 35 min.,R,of the heady confusion and haunting passion of youth - one that doesn't look for tidy truths. The film was written by Scott Neustadter and Michael Weber (500) DAYS OF SUMMER and also features wonderful supporting turns from Brie Larson Kyle Chandler Jennifer Jason Leigh and Mary Elizabeth Winstead. (c) a24 Films
b-2675,Spider-Man,5/3/2002,7.6,Sam Raimi,Alvin Sargent^David Koepp,Tobey Maguire^Kirsten Dunst^Willem Dafoe^James Franco,Action & Adventure^Mystery & Suspense^Science Fiction & Fantasy,2 hr. 1 min.,PG-13,dreaming of the girl next door Mary Jane (Kirsten Dunst). On a field trip to a Columbia University lab Peter is bitten by a genetically altered spider and overnight he gains superhuman strength agility and perception. At first Peter uses his powers for material gain winning a wrestling match with a purportedly lucrative prize. But when Peter apathetically fails to stop a burglar from robbing the wrestling arena a tragedy follows that compels him to devote his powers to fighting crime -- as the superhero Spider-Man. When he's not busy fighting crime in a spider suit Peter moves into an apartment with his best friend Harry (James Franco) and begins work as a photographer at the Daily Bugle. Meanwhile his do-gooder alter ego finds a nemesis in the form of the Green Goblin (Willem Dafoe) a super-powered megalomaniacal villain who happens to be the alter ego of Harry's father weapons-manufacturing mogul Norman Osborn. Spider-Man was written by the prolific blockbuster scribe David Koepp (Jurassic Park Panic Room). ~ Michael Hastings Rovi
b-2676,Spirit Of The Marathon II,6/12/2013,N,Jon Dunham,NULL,Bill Rodgers^Frank Shorter^Gelindo Bordin^Grete Waitz,Documentary^Sports & Fitness,1 hr. 55 min.,PG,Spirit of the Marathon II weaves the compelling stories of each runner - the trials and the triumphs - that paved their road to Rome. The documentary also features insightful interviews with marathon greats such as Stefano Baldini Paula Radcliffe Frank Shorter and many others as they offer perspective and insight into this legendary race. In addition immediately following the presentation movie theater audiences will be treated to an exclusive featurette with never-before-seen interviews deleted scenes and memorable outtakes from the filming of the documentary.
b-2677,Spring Breakers,3/22/2013,6.3,Harmony Korine,Harmony Korine,Selena Gomez^James Franco^Ashley Benson^Rachel Korine,Drama^Action & Adventure^Art House & International^Comedy^Cult Movies,1 hr. 33 min.,R,friend it soon becomes unclear how far the girls are willing to go to experience a spring break they will never forget. (c)Official Site
b-2678,Standing Up,8/16/2013,5.8,D.J. Caruso,D.J. Caruso,Chandler Canterbury^Annalise Basso^Val Kilmer^Radha Mitchell,Drama^Action & Adventure^Kids & Family,1 hr. 36 min.,PG,Standing Up tells the story of a boy and a girl ages 11 and 12 who are ostracized by their peer groups at summer camp. The outsiders soon find themselves victims of a vicious prank but rather than returning to camp to face the humiliation they decide to take off on the run together. As they slowly navigate what lies ahead they develop a bond and help each other over- come adversity and start down the path of self-discovery. (c) Arc Entertainment
b-2679,Stand Up Guys,2/1/2013,5.2,Fisher Stevens,Noah Haidle,Al Pacino^Christopher Walken^Alan Arkin^Julianna Margulies,Drama^Comedy,1 hr. 34 min.,R,by a former mob boss and his time to find an acceptable alternative is running out. As the sun rises on the guys' legendary reunion their position becomes more and more desperate and they finally confront their past once and for all. -- (C) Lionsgate
b-2680,Star Trek Into Darkness,5/16/2013,7.6,J.J. Abrams,Damon Lindelof^Alex Kurtzman^Roberto Orci,Chris Pine^Zachary Quinto^Zoe Saldana^Karl Urban,Science Fiction & Fantasy,2 hr. 11 min.,PG-13,propelled into an epic chess game of life and death love will be challenged friendships will be torn apart and sacrifices must be made for the only family Kirk has left: his crew. (c) Paramount
b-2681,The Starving Games,11/8/2013,0.8,Jason Friedberg,Jason Friedberg^Aaron Seltzer,Maiara Walsh^Brant Daugherty^Cody Christian^Ross Wyngaarden,Comedy,1 hr. 31 min.,PG-13,"(""Bonnie & Clyde: Justified"") as Marco a ruthless player handy with a blade; Dean West (""Monster Hunters"") as Seleca the game's controller and Diedrich Bader (Vampires Suck Meet the Spartans) as President Snowballs the malevolent but ratings-conscious ruler. The comedy is directed by Jason Friedberg and Aaron Seltzer (Meet the Spartans Vampires Suck) and is produced by Peter Safran (The Conjuring Vampires Suck). (c) Ketchup"
b-2682,Stoker,3/1/2013,6.6,Park Chan-wook,Wentworth Miller^Park Chan-wook,Mia Wasikowska^Matthew Goode^Nicole Kidman^Dermot Mulroney,Drama^Horror^Mystery & Suspense,1 hr. 38 min.,R,After India's father dies in an auto accident her Uncle Charlie who she never knew existed comes to live with her and her emotionally unstable mother. Soon after his arrival she comes to suspect this mysterious charming man has ulterior motives but instead of feeling outrage or horror this friendless girl becomes increasingly infatuated with him.
b-2683,Straight A's,NULL,NULL,James Cox (V),David Cole,Ryan Phillippe^Anna Paquin^Luke Wilson^Christa Campbell,Drama^Comedy,1 hr. 28 min.,R,A rehabilitated addict (Ryan Phillippe) falls off the wagon and heads back home at the urging of his mother's ghost only to fall back in with his brother's wife (played by Anna Paquin) who happens to be his first love in this Nu Image/Millenium Films romantic comedy. Wonderland's James Cox directs from a screenplay by David Cole. Luke Wilson co-stars as the brother.
b-2684,Sweetwater,10/11/2013,4.2,Brian Skiba,Andrew McKenzie^Kim Hughes^Logan Miller^Logan Miller^Noah Miller,Ed Harris^January Jones^Jason Isaacs^Eduardo Noriega,Western^Drama,1 hr. 35 min.,R,own. (c) Arc
b-2685,Struck by Lightning,1/11/2013,4.8,Brian Dannelly,Chris Colfer,Chris Colfer^Christina Hendricks^Ashley Richards^Sarah Hyland,Drama^Comedy,1 hr. 24 min.,Unrated,"estranged father (Dermot Mulroney MY BEST FRIEND'S WEDDING) who suddenly appears with a pregnant fiance (Christina Hendricks ""Mad Men""). (c) Tribeca Films"
b-2686,Submit the Documentary: The Virtual Reality of Cyberbullying,NULL,NULL,Les Ottolenghi,NULL,NULL,Documentary,56 min.,Unrated,NULL
b-2687,Sunlight Jr.,11/15/2013,6,Laurie Collyer,Laurie Collyer,Naomi Watts^Matt Dillon^Norman Reedus^Tess Harper,Drama,1 hr. 35 min.,Unrated,SUNLIGHT JR. spotlights hard-working convenience store clerk Melissa (Naomi Watts) and her disabled boyfriend Richie (Matt Dillon) who are trapped in a generational cycle of poverty. Their luck may be changing when they learn that Melissa has become pregnant. But as soon as she loses her job and they get evicted from the motel they live in their joy vanishes. Through this adversity the couple realizes that they can never lose everything as long as they have each other. (c)Gravitas
b-2688,Super Buddies,8/27/2013,NULL,Robert Vince,Anna McRoberts^Robert Vince,John Ratzenberger^Jason Earles^Michael Teigen^Jeremy Shinder,Kids & Family,1 hr. 21 min.,G,Watch the fur fly as a new breed of superhero is born in Disneys fun-filled epic adventure. An ordinary day at Fernfield Farms turns extraordinary when Budderball Mudbud B- Dawg Buddha and Rosebud discover mysterious rings that grant them each a unique superpower. Before you can saydeg;Buddies assemble; the pups unleash their amazing abilities and race to the rescue when a shape-shifting bully from outer space threatens the planet.
b-2689,Superman Unbound,NULL,7.4,James Tucker,Geoff Johns^Bob Goodman,Stana Katic^Matt Bomer^John Noble^Molly Quinn,Action & Adventure^Animation,1 hr. 15 min.,PG-13,An unstoppable android on the horizon. A mysterious fireball hurtling toward Earth. A fearless - and beautiful - reporter who will stop at nothing to get her story. It's just another day for the heroic Man of Steel... only this time for better or for worse he has his unpredictable cousin Supergirl by his side. The gritty adventure begins as Superman learns about the ruthless force known as Brainiac who has seized and miniaturized Krypton's capital city of Kandor.
b-2690,A Teacher,9/6/2013,5.4,Hannah Fidell,Hannah Fidell,Lindsay Burdge^Will Brittain^Jennifer Prediger^Jonny Mars,Drama,1 hr. 17 min.,Unrated,compelling and seamlessly naturalistic performance that brings us into the mind of an adult driven to taboo against her better judgment. (c) Oscilloscope Laboratories
b-2691,Testament Of Youth,6/5/2015,7,James Kent,Vera Brittain^Juliette Towhidi,Alicia Vikander^Kit Harington^Dominic West^Emily Watson,Drama^Romance,2 hr. 9 min.,PG-13,Testament of Youth is a powerful story of love war and remembrance based on the First World War memoir by Vera Brittain which has become the classic testimony of that war from a woman's point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again it's a film about young love the futility of war and how to make sense of the darkest times.(C) Sony Classics
b-2692,Texas Chainsaw,1/4/2013,3.4,John Luessenhop,Adam Marcus^Debra Sullivan^Kirsten Elms^Adam Marcus &,Alexandra Daddario^Dan Yeager^Trey Songz^Tremaine 'Trey Songz...,Horror,1 hr. 31 min.,R,A chainsaw-yielding killer known as Leatherface terrorizes a group of young teens.
b-2693,This Is the End,6/12/2013,7,Seth Rogen,Seth Rogen^Evan Goldberg,James Franco^Jonah Hill^Seth Rogen^Jay Baruchel,Drama^Action & Adventure^Horror^Comedy,1 hr. 47 min.,R,The comedy This Is The End follows six friends trapped in a house after a series of strange and catastrophic events devastate Los Angeles. As the world unravels outside dwindling supplies and cabin fever threaten to tear apart the friendships inside. Eventually they are forced to leave the house facing their fate and the true meaning of friendship and redemption. (c) Sony
b-2694,Turbo Kid,8/28/2015,7,Anouk Whissell,Anouk Whissell^Jean-Nicolas Leupi Le Matos^Franois Simard^Yoann-Karl Whissell^Yoann-Karl Whissell,Munro Chambers^Laurence Leboeuf^Aaron Jeffery^Michael Ironside,Action & Adventure,1 hr. 30 min.,Unrated,Set in a post apocalyptic year of 1997 this retro-futuristic and nostalgic tribute to 80's action-adventure films follows an orphaned teenager who goes on an adventure to save his female-robot companion from the hands of an evil warlord who controls the only water supply.
b-2695,UnHung Hero,12/6/2013,N,Brian Spitz,NULL,Jonah Falcon^Dan Savage^Annie Sprinkle^Patrick Moote,Documentary^Special Interest,1 hr. 24 min.,Unrated,has a lot of turf to cover on his globe trotting adventure to finally answer the age old question: Does size matter? (C) Breaking Glass
b-2696,The Unknown Known,4/2/2014,6.8,Errol Morris,Errol Morris,Donald Rumsfeld^Errol Morris^Kenn Medeiros,Documentary^Special Interest,1 hr. 36 min.,PG-13,Fest
b-2697,Super Size Me,5/7/2004,7.7,Morgan Spurlock,Morgan Spurlock,Morgan Spurlock^Dr. Daryl Isaacs^Lisa Ganjhu^Stephen Siegel,Documentary^Special Interest,1 hr. 36 min.,PG-13,and an equal number of regular folk while chowing down at the Golden Arches. Spurlock's grueling drive-through diet spirals him into a physical and emotional metamorphosis that will make you think twice about picking up another Big Mac.
b-2699,Upstream Color,4/5/2013,7.9,Shane Carruth,Shane Carruth,Amy Seimetz^Shane Carruth^Andrew Sensenig^Thiago Martins,Drama^Romance^Mystery & Suspense,1 hr. 36 min.,Unrated,A man and woman are drawn together entangled in the life cycle of an ageless organism. (c) Official Facebook
