route_type,cco_st,streetwidt,roadway_typ,edit_date,STAIR_ST,st,marg_wharf,feat_type_id,record_st,street_nm,build_stat,borough
Mjr_st,,80,Surface St,,,,,1,,Arden Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Herkimer Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,43 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,80 Avenue,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,134 Street,Improved,Queens
Gen_use,,75,Surface St,,,,,1,,Bradhurst Avenue,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Avenue I,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,21 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Williams Avenue,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,18 Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Madison Avenue,Improved,Manhattan
Mjr_st,,80,Surface St,,,,,1,,Amboy Road,Part_improved,Staten Island
Mjr_st,,80,Surface St,,,,No,1,,Francis Lewis Boulevard,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Tompkins Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Rogers Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Crawford Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Shiel Avenue,Unimproved,Staten Island
Other,Y,60,Surface St,,N,,N,0,True,Redmond Avenue,Improved,Staten Island
Mjr_st,,100,Surface St,,,,No,1,,164 Street,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,4 Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,West 131 Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Montauk Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,58 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 48 Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,221 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Clinton Avenue,Improved,Brooklyn
Gen_use,,75,Surface St,,,,No,1,,36 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,162 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,75 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 9 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,76 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue K,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Coney Island Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Harway Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Bertram Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Calyer Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Ravenhurst Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,West 138 Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,Eveleth Road,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Fingerboard Road,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Flushing Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,27 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,79 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Waverly Avenue,Improved,Brooklyn
Mjr_st,,120,Surface St,,,,,1,,Bushwick Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Courtlandt Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Palmer Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Avenue D,Improved,Brooklyn
Other,,,Surface St,,N,,N,0,,Surf Drive,Improved,Bronx
Mjr_st,,100,Surface St,,,,,1,,65 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,North Burgher Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Norma Place,Unimproved,Staten Island
Gen_use,,43.3-44.4,Surface St,,,,,1,,Duane Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,St. George Road,Part_improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,60 Place,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 31 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,223 Street,Improved,Queens
Mjr_st,,50,Surface St,,,,,1,,Manor Road,Improved,Staten Island
Other,Y,25,Surface St,,N,,N,0,True,Douglas Road,Improved,Staten Island
Other,Y,60,Surface St,,,,,0,True,Aspinwall Street,Improved,Staten Island
Gen_use,,70,Surface St,,,,No,1,,147 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Terrace Place,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Isabella Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,170 Street,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,Bergen Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 88 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Benson Avenue,Improved,Brooklyn
Artrl,,71-81,Surface St,,,,,1,,Harlem River Drive,Improved,Manhattan
Other,,,Surface St,,,,,0,True,Calcutta Street,Unimproved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,52 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Conway Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,110 Road,Improved,Queens
Mjr_st,,>100,Surface St,,,,,1,,Flatbush Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,177 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Guerlain Street,Improved,Bronx
Mjr_st,,80,Surface St,,,,,1,,Arden Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Glenmore Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,East 150 Street,Improved,Bronx
Gen_use,,60-60.09,Surface St,,,,No,1,,77 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Constant Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,84 Street,Improved,Brooklyn
Gen_use,,66,Surface St,,,,No,1,,93 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue M,Improved,Brooklyn
Mjr_st,,60,Surface St,,,,,1,,Forest Avenue,Improved,Staten Island
Other,,Unknown,Surface St,,,,,0,,Water Way,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,West 6 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,East 56 Street,Improved,Brooklyn
Gen_use,,45,Surface St,,,,,1,,Whittemore Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Avenue J,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Linden Boulevard,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,66 Drive,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Lurting Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,No,1,,Bay 30 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Wilson Avenue,Improved,Bronx
Other,,,Surface St,,,,,0,True,Winchester Avenue,Unimproved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Herkimer Street,Improved,Brooklyn
Gen_use,,>100,Surface St,,,,,1,,20 Street,Improved,Brooklyn
Artrl,,158,Surface St,,,,,1,,Brooklyn Queens Connecting Highway,Improved,Brooklyn
Gen_use,,55,Surface St,,,,,1,,Grafe Street,Improved,Staten Island
Other,Y,50,Surface St,,N,,N,0,True,Page Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Nicholas Avenue,Improved,Staten Island
Mjr_st,,140,Surface St,,,,,1,,Kings Highway,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue J,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,61 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,6 Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,N,,N,1,,208 Avenue,Unimproved,Queens
Mjr_st,,100,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Spartan Avenue,Improved,Staten Island
Gen_use,,47,Surface St,,,,,1,,Hannah Street,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Maspeth Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 70 Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,No,1,,195 Street,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,40 Avenue,Part_improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Fort Hamilton Parkway,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,234 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Rider Avenue,Improved,Bronx
Gen_use,,25,Walkway,,Y,,,1,,West 172 Street,Improved,Manhattan
Gen_use,,40,Surface St,,,,,1,,Magnolia Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Mckinley Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,24 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Smith Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Evergreen Avenue,Improved,Brooklyn
Gen_use,,55,Surface St,,,,,1,,Astoria Boulevard North,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Lee Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Meserole Avenue,Improved,Brooklyn
Gen_use,,140,Surface St,,,,,1,,Seaview Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Edgewater Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Flagg Place,Part_improved,Staten Island
Artrl,,100,Surface St,,,,,1,,Father Capodanno Boulevard,Improved,Staten Island
Other,,,Surface St,,,,,0,,Magnolia Court,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,Beach 17 Street,Improved,Queens
Mjr_st,,>150.12,Surface St,,,,,1,,Tillary Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,229 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,113 Avenue,Improved,Queens
Other,,Unknown,Surface St,,,,,0,,Charles Court,Improved,Queens
Gen_use,,19.2-19.9,Surface St,,,,,1,,Gouverneur Lane,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Granite Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Richards Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Lamoka Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Ramona Avenue,Unimproved,Staten Island
Gen_use,,45,Surface St,,,,,1,,Purdy Avenue,Unimproved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Sutter Avenue,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Lott Lane,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Knickerbocker Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,N,,N,1,,215 Street,Unimproved,Queens
Gen_use,,60,Surface St,,,,,1,,Miriam Street,Improved,Bronx
Gen_use,,40,Surface St,,,,,1,,Cottage Place,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Troy Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Livonia Avenue,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,No,1,,28 Avenue,Improved,Queens
Gen_use,,60,Surface St,,N,,N,1,,94 Avenue,Unimproved,Queens
Gen_use,,50,Surface St,,,,,1,,Lava Street,Unimproved,Staten Island
Gen_use,,40,Surface St,,,,,1,,Appleby Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Crown Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Lenox Road,Improved,Brooklyn
Gen_use,,>75,Surface St,,,,,1,,44 Street,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,No,1,,Jamaica Avenue,Improved,Queens
Gen_use,,55,Surface St,,,,No,1,,Thebes Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Columbia Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Putnam Avenue,Improved,Brooklyn
Other,,Unknown,Surface St,,,,,0,,Charles Lane,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Utica Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Henry Street,Improved,Brooklyn
Mjr_st,,Unknown,Surface St,,,,,1,,Broadway,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Metropolitan Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,N,,N,1,,109 Avenue,Unimproved,Queens
Gen_use,,60,Surface St,,,,,1,,East 87 Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,True,Muldoon Avenue,Unimproved,Staten Island
Other,,,Surface St,,N,,N,0,True,163 Drive,Unimproved,Queens
Other,Y,40,Surface St,,,,,0,True,Tyrrell Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,53 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 140 Street,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Duffield Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue P,Improved,Brooklyn
Gen_use,,40,Surface St,,,,No,1,,82 Avenue,Improved,Queens
Other,,,Surface St,,N,,N,0,,Tricia Way,Improved,Staten Island
Mjr_st,,70,Surface St,,,,,1,,Malcolm X Boulevard,Improved,Brooklyn
Artrl,,Unknown,Surface St,,,,No,1,,Cross Bay Boulevard,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Amsterdam Avenue,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Stedman Place,Improved,Bronx
Mjr_st,,100,Surface St,,,,No,1,,Shore Front Parkway,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Richardson Street,Improved,Brooklyn
Gen_use,,100,Surface St,,,,,1,,Utopia Parkway,Improved,Queens
Mjr_st,,>140,Surface St,,,,,1,,Tillary Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,7 Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Fort Hamilton Parkway,Improved,Brooklyn
Gen_use,,~60,Surface St,,,,,1,,Worth Street,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Wortman Avenue,Unimproved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Mermaid Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Schenectady Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Lurting Avenue,Improved,Bronx
Gen_use,,70,Surface St,,,,,1,,Clifton Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Dobbs Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Kingsland Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,72 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,5 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Britton Street,Improved,Bronx
Other,Y,40,Surface St,,,,,0,True,Hooker Place,Improved,Staten Island
Gen_use,,108,Surface St,,,,,1,,9 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Yetman Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,69 Avenue,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Hylan Boulevard,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Macon Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Humboldt Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 1 Street,Improved,Brooklyn
Gen_use,,52.2,Surface St,,,,,1,,Fletcher Street,Improved,Bronx
Gen_use,,>80,Surface St,,,,,1,,Kings Highway,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Tompkins Avenue,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,Fort Hamilton Parkway,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,No,1,,Vernon Boulevard,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,39 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Mansion Avenue,Part_improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Louisiana Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,120 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Franklin Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Bay 34 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 22 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,South 2 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,80 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Goff Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,East 19 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,West 104 Street,Improved,Manhattan
Mjr_st,,60,Surface St,,,,,1,,Morris Park Avenue,Improved,Bronx
Mjr_st,,125,Surface St,,,,,1,,East Houston Street,Improved,Manhattan
Mjr_st,,70,Surface St,,,,,1,,Victory Boulevard,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Wallabout Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,37 Road,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,155 Street,Improved,Queens
Other,,,Surface St,,N,,N,0,True,Hargold Avenue,Unimproved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Longstreet Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Ridge Boulevard,Improved,Brooklyn
Gen_use,N,50,Surface St,,,,,1,,Olive Place,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Haring Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 81 Street,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,,1,,Minerva Court,Improved,Staten Island
Other,,,Surface St,,N,,N,0,,8 Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Annadale Road,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Grand Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Linwood Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Essex Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Isabella Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 26 Street,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Richmond Terrace,Part_improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Naughton Avenue,Improved,Staten Island
Other,,,Surface St,,,,,0,True,Candon Avenue,Unimproved,Staten Island
Gen_use,Y,,Surface St,,N,Douglas Road/Marinette Street,N,0,True,Douglas Road,Improved,Queens
Other,,,Surface St,,N,,N,0,True,Cedar Terrace,Unimproved,Staten Island
Gen_use,,70,Surface St,,,,,1,,New Lots Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Maine Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Vogel Avenue,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 92 Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Blossom Lane,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Blake Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Kingsland Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Marsh Avenue,Improved,Staten Island
Gen_use,,45,Surface St,,,,No,1,,118 Street,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,Elizabeth Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Livermore Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue R,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,No,1,,94 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Mckinley Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,12 Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,60 Avenue,Improved,Queens
Mjr_st,,67,Surface St,,,,,1,,East New York Avenue,Improved,Brooklyn
Gen_use,,66-68,Surface St,,,,,1,,Risse Street,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Blueberry Lane,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Frost Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Linwood Street,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Avenue C,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Row Place,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Brookville Boulevard,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Brooklyn Avenue,Improved,Brooklyn
Gen_use,,100,Surface St,,,,,1,,Throgs Neck Boulevard,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Homestead Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 35 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue T,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,69 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Sharrett Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 8 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Westwood Avenue,Improved,Staten Island
Mjr_st,,Unknown,Surface St,,,,No,1,,Beach Channel Drive,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Rushmore Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Nicholas Avenue,Improved,Staten Island
Other,Y,,Surface St,,N,,N,0,True,East Drive,Improved,Queens
Other,,,Surface St,,,,,0,True,Point Street,Unimproved,Staten Island
Gen_use,,50,Surface St,,,,,1,,West 10 Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Wenlock Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Church Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Beach 32 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,64 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,23 Street,Improved,Queens
Mjr_st,,65,Surface St,,,,,1,,West Houston Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Buckingham Road,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,,1,,Chincoteague Road,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Sharrott Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Bennett Avenue,Improved,Manhattan
Gen_use,,80,Surface St,,,,No,1,,Beach 49 Street,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,Shore Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Bosworth Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,53 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Thomas Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,West 12 Street,Improved,Manhattan
Mjr_st,,80,Surface St,,,,,1,,Richmond Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Goldsmith Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Plumb 1 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue S,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,No,1,,Shore Front Parkway,Improved,Queens
Gen_use,N,60,Surface St,,N,,N,1,,Iselin Avenue,Improved,Bronx
Artrl,,160,Surface St,,,,,1,,Horace Harding Expressway,Improved,Queens
Artrl,,80,Surface St,,,,,1,,Avenue I,Improved,Brooklyn
Gen_use,,100,Surface St,,,,,1,,East 80 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Farragut Road,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,83 Place,Improved,Queens
Mjr_st,,100,Surface St,,,,No,1,,44 Drive,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue L,Improved,Brooklyn
Gen_use,,40,Surface St,,,,,1,,Fink Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,No,1,,106 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,208 Street,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Dekalb Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,North Henry Street,Improved,Brooklyn
Gen_use,,41-41.5,Surface St,,,,,1,,South William Street,Improved,Manhattan
Mjr_st,,80,Surface St,,,,No,1,,Linden Boulevard,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,City Island Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,East 29 Street,Improved,Brooklyn
Gen_use,,75,Surface St,,,,,1,,Westcott Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Sanders Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,Elks Road,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,77 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,11 Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue R,Improved,Brooklyn
Gen_use,,55,Surface St,,,,,1,,Queen Street,Improved,Staten Island
Other,,,Surface St,,,,,0,,Boker Court,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Cryders Lane,Part_improved,Queens
Gen_use,,60,Surface St,,,,,1,,Liberty Avenue,Unimproved,Staten Island
Gen_use,,70,Surface St,,,,,1,,East 156 Street,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Cyrus Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Wilcox Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,38 Street,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,,1,,Andes Road,Improved,Manhattan
Mjr_st,,100,Surface St,,,,,1,,Fort Hamilton Parkway,Improved,Brooklyn
Gen_use,,47,Surface St,,,,,1,,Veterans Road West,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Freedom Avenue,Improved,Staten Island
Mjr_st,,100-160,Surface St,,,,No,1,,Little Neck Parkway,Improved,Queens
Gen_use,,30,Surface St,,,,,1,,Alden Place,Improved,Bronx
Mjr_st,,80,Surface St,,,,No,1,,Linden Boulevard,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Cypress Place,Improved,Bronx
Mjr_st,,80,Surface St,,,,,1,,Huguenot Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Hancock Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,National Drive,Improved,Brooklyn
Other,,,Walkway,,,,,0,,Roosevelt Court,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,West 59 Street,Improved,Manhattan
Mjr_st,,Unknown,Surface St,,,,,1,,Manhattan College Parkway,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Kent Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 3 Street,Improved,Brooklyn
