gispropnum,regulation_soccer,t_ball,field_lighted,volleyball,wheelchairfootball,field_number,accessible,adult_football,borough,track_and_field,maintenanceagreement,the_geom,system,ll_baseb_13andolder,surface_type,lacrosse,precinct,ll_baseb_12andunder,cricket,flagfootball,councildistrict,hockey,stlength,pickleball
Q304,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83651175853475, 40.71533825226006], [-73.83672149231391, 40.715204825704134], [-73.8366035472455, 40.71509803685765], [-73.83639591439383, 40.71523140855337], [-73.83651175853475, 40.71533825226006]]]]}",Q304-BASKETBALL-2,False,Asphalt,False,112.0,False,False,False,29.0,False,252.39809322028464,
B192,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0364451196441, 40.62592277885642], [-74.03635632852007, 40.62590212652784], [-74.03630990611617, 40.62601799129129], [-74.03639869738002, 40.626038643655505], [-74.0364451196441, 40.62592277885642]]]]}",B192-HANDBALL-1,False,Asphalt,False,68.0,False,False,False,43.0,False,139.81210226503038,
Q007,False,False,False,False,False,06,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.76839387100175, 40.5985284847776], [-73.768281504989, 40.59848108243316], [-73.76814441824794, 40.59866629439091], [-73.76825490460168, 40.598715123112264], [-73.76839387100175, 40.5985284847776]]]]}",Q007-TENNIS-6,False,Asphalt,False,101.0,False,False,False,31.0,False,226.7917719951488,
B312,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86568615332648, 40.66518354949153], [-73.86571624705991, 40.66530157576397], [-73.86583090702293, 40.66528534355487], [-73.86580247518782, 40.66516822427077], [-73.86568615332648, 40.66518354949153]]]]}",B312-HANDBALL-1,False,Concrete,False,75.0,False,False,False,42.0,False,152.30080184524002,
B272,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98087863822974, 40.59107212949064], [-73.98082949048819, 40.590818078337406], [-73.980681018124, 40.59083220158955], [-73.98072774349541, 40.59108686745706], [-73.98087863822974, 40.59107212949064]]]]}",B272-BASKETBALL-1,False,Asphalt,False,60.0,False,False,False,47.0,False,271.0496467142174,
R025,False,False,False,False,False,05,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08602825504451, 40.64288510892908], [-74.08590150802694, 40.64293063394307], [-74.08594825702161, 40.64300578871922], [-74.08607500296665, 40.64296026275439], [-74.08602825504451, 40.64288510892908]]]]}",R025-HANDBALL-6,False,,False,120.0,False,False,,49.0,False,138.37535859303313,
M208E,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9317745326458, 40.80476172606412], [-73.93190529069945, 40.80490773640089], [-73.93199050203329, 40.80479601589861], [-73.93191434999731, 40.804694042592914], [-73.9317745326458, 40.80476172606412]]]]}",M208E-HANDBALL-1,False,Asphalt,False,25.0,False,False,False,8.0,False,200.00355110330685,
B166B,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95719442994994, 40.586184810883964], [-73.95715253247428, 40.585940417481424], [-73.95693209246966, 40.58596312011291], [-73.95697537479215, 40.58620737273197], [-73.95719442994994, 40.586184810883964]]]]}",B166B-BASKETBALL-1,False,Asphalt,False,61.0,False,False,False,48.0,False,302.7723709042326,
Q162J01,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74493223261663, 40.59553813572748], [-73.74489935128805, 40.59546460229109], [-73.74475083884181, 40.59550110404599], [-73.74478361817536, 40.59557563057915], [-73.74493223261663, 40.59553813572748]]]]}",Q162J01-HANDBALL-4,False,Asphalt,False,101.0,False,False,False,31.0,False,143.75053742404066,
B380,False,False,False,False,False,,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86538324498301, 40.67401630717416], [-73.8656810392508, 40.673971844643894], [-73.86565272104593, 40.67384651647605], [-73.86535208238962, 40.67388532036328], [-73.86538324498301, 40.67401630717416]]]]}",B380-BASKETBALL-1,False,,False,75.0,False,False,,42.0,False,263.59221469229936,
M192,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94426006164518, 40.78352154277824], [-73.94440963538639, 40.78331806562669], [-73.94425630947514, 40.78325294292326], [-73.94410913276066, 40.78345699646108], [-73.94426006164518, 40.78352154277824]]]]}",M192-BASKETBALL-2,False,Asphalt,False,23.0,False,False,False,8.0,False,266.30354428306293,
Q313,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78522588676299, 40.5931681993704], [-73.78521951484935, 40.59308991828024], [-73.7850579691851, 40.59309705276261], [-73.78506503979466, 40.593177679236994], [-73.78522588676299, 40.5931681993704]]]]}",Q313-HANDBALL-2,False,Asphalt,False,101.0,False,False,False,31.0,False,147.75960839599728,
Q314,False,False,False,False,False,05,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79639168782097, 40.73374482502225], [-73.79626277848985, 40.73374124442375], [-73.7962581367504, 40.73381751124856], [-73.79638704741261, 40.73382109185431], [-73.79639168782097, 40.73374482502225]]]]}",Q314-BASKETBALL-5,False,Asphalt,False,107.0,False,False,False,24.0,False,127.13224094006982,
Q066F,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91782915051336, 40.771472586685135], [-73.91766385758446, 40.77135483771161], [-73.91755534401298, 40.77144806849361], [-73.91771620739613, 40.771561656833214], [-73.91782915051336, 40.771472586685135]]]]}",Q066F-BASKETBALL-2,False,Asphalt,False,114.0,False,False,False,22.0,False,213.9828594695638,
Q358,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.73177420223567, 40.73218770703255], [-73.73182351094455, 40.73206236698429], [-73.73155785169823, 40.73200414040678], [-73.73151101516419, 40.732127794945136], [-73.73177420223567, 40.73218770703255]]]]}",Q358-BASKETBALL-4,False,Asphalt,False,105.0,False,False,False,23.0,False,247.30979127572635,
B381,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90690613908595, 40.68124228220956], [-73.90685160939759, 40.681297247821135], [-73.90697764159422, 40.68136984211305], [-73.90703216887101, 40.68131487734087], [-73.90690613908595, 40.68124228220956]]]]}",B381-HANDBALL-2,False,Asphalt,False,83.0,False,False,False,37.0,False,137.8577081227608,
M028,False,False,False,False,False,03,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94701274832774, 40.842145519617034], [-73.94696324164703, 40.84211507910884], [-73.94690803959544, 40.842090941210344], [-73.94684851832969, 40.84207370987801], [-73.94678616797171, 40.842063813526806], [-73.94672254162836, 40.84206149960478], [-73.94665923049864, 40.84206682737765], [-73.94659781407971, 40.84207966250333], [-73.94653982696298, 40.84209968421998], [-73.94648671851449, 40.842126393431464], [-73.9464398125535, 40.84215912259333], [-73.9464002812513, 40.84219705551055], [-73.94636911191675, 40.842239244430424], [-73.94634708326186, 40.842284633443576], [-73.94633474521522, 40.84233209269218], [-73.9463324058629, 40.84238043547289], [-73.94634012311741, 40.84242845335154], [-73.94678824514322, 40.842520704844155], [-73.94688013183904, 40.84249049423376], [-73.94701274832774, 40.842145519617034]]]]}",M028-ZN01-BASEBALL-2,False,Natural,False,33.0,True,False,,7.0,False,569.1000298567637,
B058,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95437259655093, 40.72139956348121], [-73.95446315641613, 40.72145599555319], [-73.95451954380154, 40.72140455101201], [-73.95442898514207, 40.7213481189845], [-73.95437259655093, 40.72139956348121]]]]}",B058-ZN04-BASKETBALL-3,False,Asphalt,False,94.0,False,False,False,33.0,False,113.70466035574934,
R086,False,False,False,False,False,01,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08585158830651, 40.64230773291003], [-74.08579603410072, 40.64209769235442], [-74.08567041141825, 40.64211644926076], [-74.08572533626963, 40.64232553309403], [-74.08585158830651, 40.64230773291003]]]]}",R086-TENNIS-1,False,Asphalt,False,120.0,False,False,False,49.0,False,226.905288955714,
M116,False,False,False,False,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98604567066985, 40.721601968124354], [-73.98595308598179, 40.721573507968536], [-73.98591389767189, 40.72164868942348], [-73.9860055923792, 40.72167714950236], [-73.98604567066985, 40.721601968124354]]]]}",M116-BASKETBALL-2,False,Asphalt,False,7.0,False,False,False,1.0,False,114.15403802678992,
,False,False,False,False,False,,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97016657643626, 40.66834345967525], [-73.97016458624705, 40.668303309668396], [-73.97015407587426, 40.66826393639728], [-73.97013532515511, 40.6682263809283], [-73.97010883037184, 40.66819163485415], [-73.97007528888528, 40.66816061777742], [-73.97003559086757, 40.66813415029363], [-73.96999078383287, 40.668112930569414], [-73.96994205372128, 40.66809751992994], [-73.9698906870626, 40.66808832664057], [-73.96983804259945, 40.66808559329276], [-73.96978551344662, 40.668089392291975], [-73.96973448570114, 40.6680996231452], [-73.96968631124247, 40.66811601515547], [-73.96964226160682, 40.668138135513864], [-73.96960350196639, 40.66816539829715], [-73.96957105682402, 40.668197084269686], [-73.9695457851717, 40.668232354383484], [-73.96952835445934, 40.66827027678638], [-73.9695192240262, 40.66830984932957], [-73.96945300917716, 40.66904922263324], [-73.96945504154658, 40.669089350147246], [-73.96946558239863, 40.66912869647107], [-73.96948435311289, 40.66916622323406], [-73.96951085979826, 40.66920093973412], [-73.96954440155825, 40.66923192905558], [-73.96958409176679, 40.66925837238929], [-73.96962888289367, 40.66927957155283], [-73.96967759251535, 40.669294967008426], [-73.96972893405925, 40.66930415137963], [-73.96978155109636, 40.66930688296846], [-73.96983405400441, 40.669303089367574], [-73.96988505781341, 40.66929287107235], [-73.96993321295979, 40.66927649698618], [-73.96997725023037, 40.669254400829914], [-73.97001600560806, 40.669227164938484], [-73.9700484545744, 40.669195509462774], [-73.97007374286946, 40.66916026986439], [-73.97009119951014, 40.669122376206175], [-73.97010036636574, 40.669082830646396], [-73.97016657643626, 40.66834345967525]]]]}",B073-ZN13-CRICKET-1,False,Natural,False,78.0,False,False,False,39.0,False,1096.0985138123456,
B068,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96988544049954, 40.6511649559566], [-73.96987112576417, 40.65109167890299], [-73.96984254728085, 40.65102086462515], [-73.96980035347597, 40.650954113502245], [-73.96974549548618, 40.65089293593739], [-73.96967921534925, 40.650838713633945], [-73.96960301172604, 40.6507926725726], [-73.96951860562591, 40.6507558532876], [-73.96942790612982, 40.65072908834673], [-73.96933296310847, 40.65071298342952], [-73.96923592348591, 40.65070790200837], [-73.9691389804078, 40.650713958131725], [-73.96904432477012, 40.65073101641143], [-73.96895409674966, 40.65075869020823], [-73.96887033614443, 40.65079635422489], [-73.96879493626048, 40.650843157099715], [-73.96872960134085, 40.65089804120415], [-73.96910288600012, 40.65144636180906], [-73.96916079038594, 40.65146237053944], [-73.96988544049954, 40.6511649559566]]]]}",B073-ZN27-BASEBALL-2,True,Natural,False,70.0,False,False,False,40.0,False,902.3864769811496,
Q448,False,True,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77135517323326, 40.685253771232], [-73.77133759868921, 40.68521493574172], [-73.77131160951471, 40.68517893906474], [-73.7712779604014, 40.68514682909614], [-73.77123763237037, 40.685119539814345], [-73.77119179855569, 40.685097865099415], [-73.77114179115922, 40.68508243615512], [-73.77108906721442, 40.68507370163044], [-73.77103516012721, 40.685071915817005], [-73.77098163948577, 40.68507713046494], [-73.77093006019928, 40.68508919378126], [-73.77088192581037, 40.68510775575971], [-73.77083863642281, 40.68513227528063], [-73.77080145078327, 40.68516203894581], [-73.77077145072576, 40.68519618081786], [-73.77074951151432, 40.6852337066745], [-73.77073626979063, 40.685273526362266], [-73.77073211047352, 40.685314478984296], [-73.77103694346366, 40.68550307511786], [-73.77111835078132, 40.685494659645904], [-73.77135517323326, 40.685253771232]]]]}",Q210-BASEBALL-1,True,Natural,False,113.0,True,False,False,27.0,False,495.7500946370777,
B317,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95730024535744, 40.68994336422721], [-73.95732557657388, 40.690065368866314], [-73.9574513676597, 40.690051231458504], [-73.95742693911386, 40.689928855268874], [-73.95730024535744, 40.68994336422721]]]]}",B317-HANDBALL-2,False,Asphalt,False,79.0,False,False,False,36.0,False,160.89185175192864,
M077,False,False,False,False,False,08,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94872790713237, 40.816336457903795], [-73.94865500501689, 40.816316426325706], [-73.94861435370368, 40.81640953941091], [-73.94868758705722, 40.81642744598904], [-73.94872790713237, 40.816336457903795]]]]}",M077-02-HANDBALL-1,False,Asphalt,False,26.0,False,False,False,7.0,False,113.47336922369854,
X186,False,False,False,False,False,05,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91499987612171, 40.8881000532594], [-73.9150962691166, 40.88810749017803], [-73.91511078636935, 40.887986056818605], [-73.91501439354776, 40.887978620812426], [-73.91499987612171, 40.8881000532594]]]]}",X186-HANDBALL-3,False,Asphalt,False,50.0,False,False,False,11.0,False,142.4290321591779,
X001A,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90823099362008, 40.85798117831951], [-73.90808041765916, 40.858149533996134], [-73.908201261946, 40.858210840178074], [-73.90835087061747, 40.858041992809795], [-73.90823099362008, 40.85798117831951]]]]}",X001-01-BASKETBALL-1,False,Asphalt,False,46.0,False,False,False,14.0,False,228.37294999074376,
X045,False,False,False,False,False,02,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91375686956671, 40.81244911656625], [-73.91363913781953, 40.812411244451816], [-73.91352699387976, 40.81260554635213], [-73.91364472590804, 40.81264341767938], [-73.91375686956671, 40.81244911656625]]]]}",X045-03-TENNIS-2,False,Asphalt,False,40.0,False,False,False,17.0,False,225.37711382015647,
Q318,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.70986640098207, 40.74446502942124], [-73.7097383839823, 40.74449010759618], [-73.70977368069364, 40.74458684665549], [-73.70990227146775, 40.744561916669824], [-73.70986640098207, 40.74446502942124]]]]}",Q318-BASKETBALL-1,False,Asphalt,False,105.0,False,False,False,23.0,False,146.65093564274784,
R071,False,False,False,False,False,01,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15173003153386, 40.547261398909114], [-74.15159430036653, 40.54712020880108], [-74.15146289866384, 40.54719461901278], [-74.15159851887958, 40.54733587245854], [-74.15173003153386, 40.547261398909114]]]]}",R071-BASKETBALL-2,False,Asphalt,False,122.0,False,False,False,51.0,False,218.57709646274452,
B042,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9836721379381, 40.62361545491313], [-73.98345981260051, 40.62348732016919], [-73.98334800965517, 40.623592057934836], [-73.98356296571617, 40.623721109088926], [-73.9836721379381, 40.62361545491313]]]]}",B042-01-BASKETBALL-4,False,Asphalt,False,66.0,False,False,False,44.0,False,249.3356714520456,
Q329,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81395970824283, 40.73546393892073], [-73.8138833169736, 40.73545795046398], [-73.81380652316831, 40.73545833151237], [-73.81373024075006, 40.735465077239866], [-73.81365537911857, 40.73547810717262], [-73.81358283131067, 40.73549726607036], [-73.81351346097637, 40.73552232480547], [-73.81344809407572, 40.735552986652934], [-73.81338751059737, 40.73558888547542], [-73.81333243151704, 40.73562959290593], [-73.81328351404709, 40.73567462374251], [-73.81324133977797, 40.73572344313285], [-73.81320641230793, 40.73577546747014], [-73.81317914773359, 40.735830077885254], [-73.8131598710876, 40.735886623842276], [-73.81314881158228, 40.73594443033467], [-73.81314610139167, 40.73600280958969], [-73.81386932239701, 40.736032304522865], [-73.81392306935271, 40.73599721116491], [-73.81395970824283, 40.73546393892073]]]]}",Q329-BASEBALL-1,False,Asphalt,False,107.0,False,False,False,24.0,False,755.4208979425271,
M010,False,False,False,False,False,03,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95935812410333, 40.7914120075653], [-73.95919375371753, 40.79139410156826], [-73.95918235614054, 40.79146463373479], [-73.95934724360608, 40.79148202034146], [-73.95935812410333, 40.7914120075653]]]]}",M010-ZN36-HANDBALL-11,False,Asphalt,False,22.0,False,False,False,8.0,False,143.64992168614512,
B254,False,False,False,False,False,1,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94356836259222, 40.658610250666804], [-73.94353821238671, 40.65833973142024], [-73.94335948916807, 40.65835218054781], [-73.94339195645871, 40.658622537987945], [-73.94356836259222, 40.658610250666804]]]]}",B254-SOCCER-2,False,Asphalt,False,71.0,False,False,,40.0,False,296.7650740077845,
X147A,False,True,False,False,False,02,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88264514294043, 40.83300809478689], [-73.88259065376543, 40.833026104160304], [-73.88254014860027, 40.83304988703774], [-73.88249467992704, 40.83307894652292], [-73.88245519609305, 40.833112677555135], [-73.88242251995297, 40.83315037679211], [-73.88239733343067, 40.83319125700174], [-73.88238016207261, 40.833234465956025], [-73.8823713643459, 40.833279103529016], [-73.88237112212389, 40.8333242378957], [-73.88237944182984, 40.833368928045275], [-73.88239614965963, 40.833412242686805], [-73.88242089747757, 40.8334532773647], [-73.88245316870311, 40.83349117697754], [-73.88249229014006, 40.83352515019849], [-73.88253744735187, 40.833554490203106], [-73.88258769650142, 40.833578583686815], [-73.88264199040093, 40.83359692980277], [-73.8826991986615, 40.83360914378471], [-73.88275812545089, 40.83361497227413], [-73.88309003655874, 40.83323414856881], [-73.88264514294043, 40.83300809478689]]]]}",X147A-SOFTBALL-2,False,Synthetic,False,42.0,True,False,False,18.0,False,626.9587557803212,
X136,True,False,False,False,False,01,False,True,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89099143156028, 40.876488001490856], [-73.89058625054678, 40.87700448111585], [-73.89170308671628, 40.877508996488814], [-73.8921100259912, 40.87699340792331], [-73.89099143156028, 40.876488001490856]]]]}",X136-SOCCER-1,False,Synthetic,False,52.0,False,False,True,11.0,False,1157.4026828545468,
Q085,False,False,False,True,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88423966319034, 40.76280642485576], [-73.88420884845497, 40.76264539888778], [-73.8840977740013, 40.7626587974741], [-73.88412562764657, 40.76281981959304], [-73.88423966319034, 40.76280642485576]]]]}",Q085-VOLLEYBALL-1,False,Asphalt,False,115.0,False,False,False,21.0,False,181.57523346886984,
X002,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87094363622211, 40.85293334694359], [-73.87097009979682, 40.85287010075906], [-73.87097980535766, 40.852804149659065], [-73.87097238039695, 40.85273802811667], [-73.87094810821834, 40.85267427673402], [-73.87090792337071, 40.85261534588524], [-73.87085336912997, 40.85256350111891], [-73.8707865431152, 40.852520733051236], [-73.87071001203977, 40.85248868523458], [-73.87062671814658, 40.8524685910219], [-73.87053986190809, 40.8524612212097], [-73.87045278111677, 40.85246685959134], [-73.87036882284197, 40.85248528840625], [-73.87029121177746, 40.85251580079859], [-73.87022293161051, 40.85255722409453], [-73.87016660634566, 40.85260796559133], [-73.87012440056357, 40.8526660763764], [-73.8701113592104, 40.852692004875486], [-73.87034045075278, 40.85308812075934], [-73.87040439827717, 40.85310618624747], [-73.87094363622211, 40.85293334694359]]]]}",X002-ZN01-BASEBALL-2,False,Natural,False,49.0,True,False,False,15.0,False,735.3831109644557,
X092,False,False,False,False,False,02,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87947955710231, 40.89608878033184], [-73.87947798479495, 40.89587340968325], [-73.87934328933451, 40.89587326897946], [-73.87934486120541, 40.896088639629895], [-73.87947955710231, 40.89608878033184]]]]}",X092-ZN11-TENNIS-7,False,Asphalt,False,47.0,False,False,False,11.0,False,231.41667571815512,
B309,False,False,False,False,False,01,False,True,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86262663495168, 40.66650104542885], [-73.8626093825508, 40.66652127745091], [-73.86267503647449, 40.666814549733964], [-73.86313070746279, 40.66674871657712], [-73.86305339977186, 40.66643846854522], [-73.86262663495168, 40.66650104542885]]]]}",B309-BASEBALL-1,False,Asphalt,False,75.0,False,False,True,42.0,True,481.4614912246956,
Q429,False,False,False,False,False,01,False,False,Q,False,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94145339402677, 40.761367590615386], [-73.94152153451684, 40.76140109698306], [-73.94157570374264, 40.7613374452784], [-73.94150885095456, 40.76130491934537], [-73.94145339402677, 40.761367590615386]]]]}",Q429-BASKETBALL-1,False,Asphalt,False,114.0,False,False,False,26.0,False,99.60936944510658,
B258,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9228080169917, 40.6803530210251], [-73.9227687139893, 40.68014450839681], [-73.92261465031324, 40.68016102928595], [-73.92265572359608, 40.68036954405728], [-73.9228080169917, 40.6803530210251]]]]}",B258-BASKETBALL-2,False,Asphalt,False,81.0,False,False,False,41.0,False,239.3834423160708,
B106A,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98422528696946, 40.59561430136635], [-73.98480645303455, 40.59555369705362], [-73.9846495816062, 40.59470664904564], [-73.98459136727371, 40.59467470331468], [-73.9840189709679, 40.594739324095144], [-73.98417628533127, 40.595578192675426], [-73.98422528696946, 40.59561430136635]], [[-73.98455029577276, 40.59470313090547], [-73.98455892827285, 40.594701537239956], [-73.98456778379887, 40.59470102062896], [-73.98457663316616, 40.59470159454948], [-73.9845852471963, 40.59470324456247], [-73.98459340144323, 40.59470592651223], [-73.98460088564262, 40.59470957193095], [-73.98460750489346, 40.59471408623781], [-73.98461308674558, 40.59471935234181], [-73.9846174882871, 40.59472523244412], [-73.98462059378033, 40.59473157524149], [-73.98462232293092, 40.594738215927634], [-73.98476668022433, 40.59549050751506], [-73.98476501125256, 40.59549956204933], [-73.98476144980705, 40.595508293045015], [-73.98475608808573, 40.59551647268189], [-73.98474906553825, 40.595523885753295], [-73.98474056650164, 40.595530338671104], [-73.98473081429258, 40.595535662166306], [-73.98472006411812, 40.595539717592054], [-73.98470859598655, 40.59554239872366], [-73.98469671116301, 40.59554363536028], [-73.98428342604724, 40.59558725492985], [-73.98427288797107, 40.595588469193736], [-73.98426223325907, 40.59558832635302], [-73.98425175725224, 40.59558683185122], [-73.98424175528312, 40.59558402715304], [-73.98423250731754, 40.595579990642406], [-73.9842242708671, 40.59557483492023], [-73.98421727626403, 40.59556870590299], [-73.98421172193768, 40.595561772916454], [-73.98420776023804, 40.5955542304947], [-73.98420550452553, 40.59554629117676], [-73.9840660380383, 40.59480510931494], [-73.9840645288306, 40.594797807667256], [-73.98406466763147, 40.59479041619586], [-73.98406644966333, 40.59478315102547], [-73.98406982407766, 40.59477622107028], [-73.9840746927737, 40.5947698280336], [-73.98408091276332, 40.59476415740318], [-73.98408830562275, 40.594759374850234], [-73.9840966563134, 40.594755617224294], [-73.98410572263221, 40.59475299435535], [-73.98411524111987, 40.59475158275132], [-73.98455029577276, 40.59470313090547]]]]}",B106A-TRACK-1,False,Rubber,False,60.0,False,False,False,47.0,False,1884.2455489004917,
B270,False,False,False,False,False,05,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90254192767286, 40.65670675611963], [-73.90238348904433, 40.656730076641395], [-73.90240463302861, 40.65681292147122], [-73.90256307184656, 40.65678960092052], [-73.90254192767286, 40.65670675611963]]]]}",B270-HANDBALL-2,False,Asphalt,False,73.0,False,False,False,42.0,False,151.04315147062448,
B068,False,False,False,False,False,08A,False,True,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96897729175687, 40.64988952143639], [-73.9687013669544, 40.64946389447358], [-73.968024555918, 40.64973497031742], [-73.96830238842352, 40.650160073515394], [-73.96897729175687, 40.64988952143639]]]]}",B073-ZN27-SOCCER-8A,False,Synthetic,False,70.0,False,False,False,40.0,False,769.7715727220724,
M187,True,False,False,False,False,01,False,True,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94622747177644, 40.78409745415059], [-73.9458800336638, 40.78394751018412], [-73.94560025958765, 40.78432204924721], [-73.9459482997138, 40.78447194840466], [-73.94622747177644, 40.78409745415059]]]]}",M187-SOCCER-1,False,Synthetic,True,23.0,False,False,False,8.0,False,535.164557785405,
X039,False,False,False,False,False,22,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79200171046186, 40.86942748374013], [-73.79193495331171, 40.869377252859756], [-73.79182708490812, 40.86946080398725], [-73.79189565321107, 40.8695103511209], [-73.79200171046186, 40.86942748374013]]]]}",X039-ZN17-HANDBALL-7,False,Asphalt,False,45.0,False,False,False,13.0,False,136.89671962445146,
Q371,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78567555629775, 40.59817350143099], [-73.78563018576416, 40.59821417187241], [-73.78564612361902, 40.59837408443297], [-73.78569603231897, 40.59840622179904], [-73.7857570617164, 40.5984232825724], [-73.78578955544064, 40.59842551070872], [-73.7858536002757, 40.5984170264527], [-73.78590997404697, 40.59839235714128], [-73.78593310105333, 40.59837481476895], [-73.78596574162306, 40.59833196464334], [-73.78597718523777, 40.59828319010249], [-73.78596605445527, 40.59823437351868], [-73.78593368907852, 40.59819140231264], [-73.78590588436175, 40.59817079603048], [-73.78567555629775, 40.59817350143099]]]]}",Q371-BASEBALL-1,False,Natural,False,101.0,False,False,False,31.0,False,315.24572756056386,
Q360M,False,False,False,False,False,05,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.895702544133, 40.724812668723594], [-73.89568236456238, 40.724738169278886], [-73.89552049521178, 40.72476354656005], [-73.8955406746092, 40.724838046032886], [-73.895702544133, 40.724812668723594]]]]}",Q360M-BASKETBALL-3,False,Asphalt,False,104.0,False,False,False,30.0,False,147.04423567906082,
B167A,False,False,False,False,False,03,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9592581608605, 40.70995374835097], [-73.95921539390012, 40.71002193070698], [-73.95934672467867, 40.710068519172914], [-73.95939018575913, 40.71000298181425], [-73.9592581608605, 40.70995374835097]]]]}",B167A-BASKETBALL-3,False,Asphalt,False,90.0,False,False,False,34.0,False,135.2039939973603,
X148H1,False,False,False,False,False,04,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89068511322573, 40.8431862963027], [-73.89083330661079, 40.84301065222432], [-73.89068458726284, 40.84293847730287], [-73.89053794569818, 40.84311202721694], [-73.89068511322573, 40.8431862963027]]]]}",X148H1-BASKETBALL-5,False,Asphalt,False,48.0,False,False,False,15.0,False,248.8551116055838,
