src_block,_2010source_eui_kbtu_ft,_2014_source_eui_kbtu_ft,building,LOT,BRGH_CD,ghg_emissions_intensity,bin,agency
880.0,204.6,261.3,William and Anita Newman Vertical,1900-01-23,1.0,8,1086514.0,CUNY-S
778.0,124.4,119,K220,1900-01-22,3.0,5.3,3012824.0,DOE
7898.0,131.5,116.4,"R802 within (R001, R802)",1899-12-31,5.0,5,5107854.0,DOE
594.0,83.2,81.1,Q017,1899-12-31,4.0,4.1,4007663.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: World of Birds,1900-01-19,2.0,36,2123911.0,CIG
2605.0,344.9,480.1,Rikers Island RMSC Campus: Rikers Island RMSC Campus: Dorms 17-20,1900-02-08,2.0,17.8,0.0,DOC
5141.0,121.5,153.5,"X178 within (X153, X178, X180, X181, X455, X456)",1900-05-29,2.0,5.3,2116161.0,DOE
805.0,281.4,230.1,M920,1900-01-16,1.0,7.9,1015148.0,DOE
6517.0,229,223.1,Colden Auditorium,1899-12-31,4.0,7.5,4439917.0,CUNY-S
4474.0,146,144.7,"X097 within (X097, X917, X997)",1899-12-31,2.0,5,2052739.0,DOE
724.0,165.7,141.1,M033,1900-01-22,1.0,5.5,1012829.0,DOE
3489.0,202.8,185.4,Brownsville Branch Library,1900-05-29,3.0,6,3080669.0,BPL
3772.0,250.7,271.1,K848,1900-01-05,3.0,7.2,3084298.0,DOE
5261.0,146.5,146.5,Q025,1899-12-31,4.0,7.3,4119139.0,DOE
1380.0,204.5,247.4,Roosevelt House,1900-01-29,1.0,7.4,1041133.0,CUNY-S
1111.0,482.1,522.2,Metropolitan Museum of Art,1899-12-31,1.0,18.9,1083810.0,CIG
3272.0,121.3,381,New York Botanical Garden Campus: Charles B. Harding Laboratory Building,1899-12-31,2.0,12.8,2820080.0,CIG
192.0,112.5,114.9,K656,1899-12-31,3.0,5.1,3001189.0,DOE
1084.0,176.6,177.5,Westport Building,1900-01-24,1.0,4.7,1086199.0,CUNY-S
2123.0,299.3,253.5,M876,1900-02-13,1.0,7.4,1085733.0,DOE
3317.0,90.3,99.7,K116,1899-12-31,3.0,5,3075909.0,DOE
2632.0,102.4,104.9,X146,1900-01-26,2.0,4.8,2004498.0,DOE
5600.0,113.5,121.8,K164,1899-12-31,3.0,5.1,3135976.0,DOE
2747.0,87.7,91.2,X075,1899-12-31,2.0,3.8,2006079.0,DOE
5900.0,Not Available,44.5,Alamo Building,1901-05-14,5.0,1.2,5130986.0,DSNY
3579.0,147.4,155.5,Q068,1899-12-31,4.0,5.2,4437837.0,DOE
3926.0,96.8,93.9,K108,1900-02-13,3.0,3.6,3087131.0,DOE
1665.0,234.3,248.4,Macon Branch Library,1899-12-31,3.0,8.3,3046408.0,BPL
76.0,166.8,143.1,Snug Harbor Campus: Bldg R/Great Hall,1900-07-18,5.0,5.1,5000000.0,CIG
354.0,79.9,69.2,Q076,1899-12-31,4.0,2.6,4004331.0,DOE
1612.0,96.2,101.1,M013,1900-02-18,1.0,5,1051515.0,DOE
3377.0,95.3,92.5,K106,1899-12-31,3.0,3.8,3077286.0,DOE
2391.0,97.8,91.7,K084,1899-12-31,3.0,4.2,3062766.0,DOE
1982.0,216.3,326.1,Precinct,1900-02-06,1.0,14.9,1076682.0,NYPD
3222.0,95.3,122.6,Gould Memorial Library,1900-03-02,2.0,3.3,2100243.0,CUNY-C
3246.0,Not Available,576.9,Command,1900-01-04,3.0,18.3,3073816.0,NYPD
2788.0,81.4,147.1,Williamsburg Health Center,1900-02-01,3.0,6.3,3069604.0,DOHMH
2605.0,344.9,429,Rikers Island GMDC Campus: East Sprungs & WS,1900-02-08,2.0,16.5,0.0,DOC
177.0,271.3,269.5,Offices Support Services and Fraud Investigation(Leased),1900-01-01,1.0,7.1,1001971.0,HRA
12062.0,144.5,151.9,Alpha Kappa Alpha Sorority Child Care Center (Leased),1900-02-19,4.0,4,4261925.0,ACS
12495.0,109.1,84.2,Q072,1900-09-26,4.0,3.7,4270059.0,DOE
4739.0,144.6,165.5,K244,1899-12-31,3.0,6.4,3104513.0,DOE
2173.0,134.8,168.8,"M847 within (M152, M847)",1899-12-31,1.0,8.9,1064149.0,DOE
0.0,111.9,92.4,Clay Street Storage,1899-12-30,3.0,2.4,3000000.0,DOT
1.0,3789.2,244.5,Ferry Maintenance Shop,1900-03-10,5.0,8.4,5132949.0,DOT
12599.0,137.5,123.7,Babove Worldwide Institute Inc. (Leased),1900-01-07,4.0,4.2,4271346.0,ACS
190.0,242.2,248.6,Precinct,1900-02-01,1.0,9,1002168.0,NYPD
1919.0,119.1,146.1,M175,1900-01-05,1.0,8.3,1058248.0,DOE
5103.0,159.6,165,K006,1900-03-19,3.0,5.9,3117230.0,DOE
70.0,392.9,412.1,Office HRA Commissioner and Program Adm (Leased),1900-01-31,1.0,14.1,1001134.0,HRA
9067.0,91.8,107,Q210,1899-12-31,4.0,4.9,4188567.0,DOE
343.0,87.9,73.4,Q204,1899-12-31,4.0,3,4004156.0,DOE
134.0,318.9,287.7,Precinct,1900-01-05,3.0,9.9,3000252.0,NYPD
969.0,244.9,219,"Maintenance Facility (BWSO, FMC) (Leased)",1900-01-21,1.0,9.5,1083653.0,DEP
1044.0,303.7,236.3,Precinct,1900-02-06,1.0,8.3,1082822.0,NYPD
4794.0,107.4,112,"K891 within (K091, K891)",1900-01-25,3.0,4.9,3106599.0,DOE
2340.0,191.4,201.7,Rider Job Center #38 (Leased),1900-03-12,2.0,6.6,2000978.0,HRA
3142.0,249.7,241,"X163 within (X163, X933)",1900-02-16,2.0,9.6,2013297.0,DOE
1152.0,99.4,106.3,M191,1900-01-28,1.0,5.5,1030320.0,DOE
5313.0,171.5,156.8,"X014 within (X014, X947)",1900-04-01,2.0,5.8,2072754.0,DOE
241.0,371,399.4,Manhattan 3 District Garage,1900-01-12,1.0,17.4,1078939.0,DSNY
2668.0,123,140.5,"X650 within (X650, X962)",1899-12-31,2.0,5.4,2004807.0,DOE
2435.0,122.9,122.8,"X851 within (X053, X851, X874)",1900-03-15,2.0,6.2,2002299.0,DOE
2446.0,103.4,99.9,X035,1900-02-11,2.0,3.7,2101573.0,DOE
6406.0,208.1,179.2,Precinct,1900-02-13,3.0,6.2,3167815.0,NYPD
3568.0,233.5,170.4,SCO Family of Services (Leased),1899-12-31,3.0,4.5,3326658.0,ACS
3059.0,112.9,128.7,X435,1899-12-31,2.0,7,2011810.0,DOE
1184.0,127.6,137.1,Q152,1900-01-13,4.0,6.7,4027102.0,DOE
1654.0,100.5,78.3,M495,1900-02-01,1.0,3.1,1075643.0,DOE
5103.0,132.8,Not Available,K884 (closed),1900-04-10,3.0,0,3117232.0,DOE
2710.0,99.9,93.9,X039,1899-12-31,2.0,4.4,2005616.0,DOE
1230.0,137.8,151.1,Albany Day Care and Senior Center (Leased),1900-02-12,3.0,4.5,3031082.0,ACS
932.0,905.7,915.1,Public Health Laboratory,1900-01-16,1.0,38.3,1020610.0,DOHMH
458.0,211.6,415.6,Manhattan Bowery Shelter,1900-01-10,1.0,21.9,1006546.0,DHS
241.0,100.8,84.5,EMS 4,1900-01-12,1.0,2.2,1805208.0,FDNY
2456.0,77.8,131.5,"X890 within (X090, X890)",1900-04-09,2.0,6.7,2002745.0,DOE
3609.0,134.4,124.1,"X138 within (X138, X938)",1900-01-15,2.0,6.7,2022289.0,DOE
577.0,131.3,122.1,M883,1900-01-18,1.0,3.8,1009713.0,DOE
3923.0,185.8,173.5,Arlington Branch Library,1900-02-20,3.0,5.9,3087001.0,BPL
3044.0,260.8,256.9,Trabajamos Community Head Start Inc. (Leased),1900-01-23,2.0,6.8,2011440.0,ACS
9226.0,120.8,138.4,"Q056 within (Q056, Q995)",1900-02-25,4.0,6.2,4192689.0,DOE
4126.0,79.5,63.8,Morris Park Branch Library,1900-02-08,2.0,2,2045398.0,NYPL
7490.0,303.5,542.3,Y2 Building,1900-01-01,4.0,17.6,4439437.0,CUNY-C
5850.0,210.1,198.4,"K485 within (K485, K977)",1900-01-29,3.0,7.5,3144482.0,DOE
9677.0,210.9,205.8,Q733,1900-01-15,4.0,6.1,4206785.0,DOE
3047.0,60.2,68.9,Bronx Lot Cleaning,1900-02-18,2.0,3,2011508.0,DSNY
5605.0,135.8,111.9,R042,1899-12-31,5.0,5.6,5074394.0,DOE
2330.0,113.4,118.9,K650,1900-01-10,3.0,5.5,3062135.0,DOE
1190.0,152.7,96.2,BBG Technical Services Center,1900-03-01,3.0,3.3,3029723.0,CIG
1288.0,150.1,169.9,School of Business and Student Services,1899-12-31,3.0,6,3033796.0,CUNY-S
962.0,571.6,626.1,Chief Medical Examiners Building,1899-12-31,1.0,22.9,1022053.0,OCME
8158.0,92.1,107,K260,1900-02-08,3.0,6.1,3229156.0,DOE
2605.0,344.9,392.1,Rikers Island JATC Campus: Rikers Island JATC Campus: JATC Detention Facility,1900-02-08,2.0,15.5,0.0,DOC
227.0,80,202.8,"R019 within (R019, R817)",1900-01-23,5.0,9,5006175.0,DOE
5440.0,139.9,145.4,X072,1899-12-31,2.0,6.1,2077162.0,DOE
3241.0,186,171.1,DeKalb Branch Library,1900-01-17,3.0,5.9,3073751.0,BPL
3307.0,255.6,286.8,Precinct,1900-01-21,3.0,9,3326387.0,NYPD
270.0,506.4,578.6,Gouverneur Health Care Services,1900-01-31,1.0,22,1003224.0,HHC
7552.0,319.2,565.3,Roosevelt Hall Extension,1900-04-09,3.0,14.9,3205787.0,CUNY-S
2165.0,83.2,99.9,M233,1900-03-09,1.0,4.6,1063959.0,DOE
2969.0,88.4,89.5,X136,1899-12-31,2.0,4.3,2010344.0,DOE
4823.0,106.2,107.9,"X103 within (X103, X923)",1899-12-31,2.0,4.4,2062883.0,DOE
3027.0,412,273.8,Q247,1900-02-05,4.0,8.2,4070445.0,DOE
3246.0,106.5,174.7,Reservoir Building- H.S. (DOE),1900-01-01,2.0,4.7,2015222.0,CUNY-S
1212.0,337.4,347.9,Precinct,1900-02-06,1.0,12.8,1032028.0,NYPD
2179.0,312.2,412.3,"The Cloisters, Fort Tryon Park and MET (Leased)",1901-12-01,1.0,10.9,1064383.0,CIG
458.0,266.1,226.8,Kenton Hotel Shelter,1900-01-03,1.0,8.1,1079828.0,DHS
1570.0,499.3,551.9,Metropolitan Museum of Art Storage,1900-01-28,1.0,19.4,1050735.0,CIG
2529.0,120.5,95.8,X011,1900-03-21,2.0,3.8,2003519.0,DOE
2605.0,344.9,429,Rikers Island GMDC Campus: Rikers Island GMDC Campus: GMDC Detention Facility,1900-02-08,2.0,16.5,2097042.0,DOC
1747.0,97,93.7,M079,1899-12-31,1.0,4.5,1053968.0,DOE
4039.0,179.4,157.6,Urban Strategies Day Care Center (Leased),1899-12-31,3.0,4.2,3089620.0,ACS
2876.0,77.8,108.1,X824,1900-01-07,2.0,4.8,2008794.0,DOE
3188.0,132.2,102.9,X033,1900-01-19,2.0,5.6,2014099.0,DOE
1167.0,113.2,111.6,K316,1900-01-17,3.0,5.7,3029246.0,DOE
2605.0,344.9,359.2,Rikers Island AMKC Campus: Pantry Buildings 5,1900-02-08,2.0,14.6,0.0,DOC
185.0,687.2,789.9,Port Richmond WPCP Campus: BIN 5156442,1901-02-03,5.0,24,5156442.0,DEP
4905.0,99.9,116.7,X112,1901-05-14,2.0,6.9,2065991.0,DOE
8.0,254.7,309.4,130 Stuyvesant Place Office,1900-03-10,5.0,11.7,5000085.0,DCAS
7916.0,86.7,84.9,K855 (Leased),1899-12-31,3.0,3.1,3221964.0,DOE
2830.0,126.3,104.4,X088,1900-01-16,2.0,5.7,2094535.0,DOE
752.0,135.8,122.9,"Q925 within (Q151, Q925)",1899-12-31,4.0,5.4,4014094.0,DOE
2103.0,82.1,93.6,K113,1900-01-03,3.0,5,3059051.0,DOE
1674.0,103.4,100,K035,1900-01-10,3.0,4.3,3047054.0,DOE
3153.0,238.2,254.9,"Engine Co. 160 and Rescue 5, Division 8",1900-02-06,5.0,9.4,5046179.0,FDNY
3150.0,91,118.9,"X009 within (X009, X930)",1900-01-09,2.0,6.4,2013561.0,DOE
2276.0,203.1,196.9,Bushwick Job Center (Flushing) (Leased),1900-01-11,3.0,6,3061504.0,HRA
169.0,298.3,367,Brooklyn Criminal Court,1900-01-16,3.0,14.9,3000534.0,DCAS
3241.0,87.8,75,"K876 within (K274, K876)",1900-02-05,3.0,3.6,3073752.0,DOE
6544.0,64.5,70.2,R007,1899-12-31,5.0,3.7,5082345.0,DOE
4371.0,166.7,152,Q242,1900-06-21,4.0,5.3,4462993.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Sea Lion Exhibit,1900-01-19,2.0,36,2123911.0,CIG
7019.0,223.4,219.1,Coney Island Branch Library and Learning Ctr.,1900-02-11,3.0,6.8,3189001.0,BPL
3775.0,150.8,149.1,"X982 within (X077, X976, X982)",1900-01-24,2.0,6.8,2088553.0,DOE
140.0,255.3,203.2,K313,1900-01-09,3.0,6.1,3331741.0,DOE
4956.0,141.1,151,Q023,1900-02-23,4.0,5.5,4112106.0,DOE
2605.0,344.9,359.2,Rikers Island AMKC Campus: Pantry Buildings 3&4,1900-02-08,2.0,14.6,0.0,DOC
19.0,81.6,84,R600,1900-01-03,5.0,3.3,5000314.0,DOE
423.0,103.3,111.1,R030,1900-01-08,5.0,4.7,5113069.0,DOE
335.0,237.9,269.2,Communications Garage (Leased),1900-01-09,3.0,12.3,3004233.0,FDNY
5101.0,218.3,219,Property Clerk,1900-01-11,2.0,6.6,2071627.0,NYPD
2951.0,106,108,X193,1900-01-31,2.0,4.8,2094582.0,DOE
9264.0,195.9,110.8,Richmond Hill Community Library,1900-02-24,4.0,4.3,4193458.0,QPL
9724.0,102.4,108.3,"Q217 within (Q217, Q994)",1900-06-21,4.0,5.3,4208124.0,DOE
8760.0,293.6,303.3,Temporary Building #3,1900-02-28,3.0,10.2,3852581.0,CUNY-C
3969.0,125.4,101.2,"K302 within (K302, K974)",1899-12-31,3.0,4.7,3088357.0,DOE
4829.0,153.8,163.7,North Bronx NCNW Community Development Center (Leased),1900-01-05,2.0,4.3,2063070.0,ACS
3222.0,95.3,122.5,Polowczyk Hall,1900-03-02,2.0,3.3,2100241.0,CUNY-C
3358.0,95.5,84,K299,1899-12-31,3.0,3.6,3076734.0,DOE
6927.0,97,122.7,"Q173 within (Q173, Q723)",1900-01-21,4.0,7,4149690.0,DOE
1826.0,355.5,312.9,Bedford Health Center,1899-12-31,3.0,9.9,3051782.0,DOHMH
773.0,227.4,244.7,Muhlenberg Branch Library,1900-02-06,1.0,8.1,1014150.0,NYPL
174.0,19.2,130.1,K806,1899-12-31,3.0,5.3,3331754.0,DOE
2303.0,171.5,16.5,Lincoln Detox Center Clinic (Substance Abuse Division),1900-02-26,2.0,0.7,2000645.0,HHC
3952.0,Not Available,151.1,K814,1900-02-15,3.0,5,3397079.0,DOE
4044.0,113.4,136.8,Harbor Unit Launch,1899-12-31,4.0,6.4,4097874.0,NYPD
3341.0,198.2,196.1,Mosholu Branch Library,1900-03-16,2.0,6.7,2018123.0,NYPL
13640.0,Not Available,Not Available,Q374 (Leased),1899-12-31,4.0,0.4,4289717.0,DOE
4315.0,210.1,212.5,Friends of Crown Heights Educational Center Inc. (Leased),1900-02-08,3.0,5.7,3097095.0,ACS
1997.0,184.4,171,Bedford Branch Library and Learning Center,1900-01-31,3.0,5.7,3057384.0,BPL
3222.0,95.3,122.6,Nichols Hall,1900-03-02,2.0,3.3,2100249.0,CUNY-C
1668.0,76.4,84.9,M645,1899-12-31,1.0,4.2,1083927.0,DOE
274.0,38.9,33.2,Print Shop and Storage,1900-01-05,1.0,1.3,1079605.0,DSNY
1855.0,202.2,257.9,Precinct,1900-01-04,1.0,10.3,1055910.0,NYPD
2941.0,195.2,245.2,Crotona Park Pool and Bathhouse,1900-04-10,2.0,8.8,2114529.0,DPR
160.0,265.5,238.3,Manhattan Supreme Court,1900-01-20,1.0,9,1085748.0,DCAS
2595.0,89.8,86.2,K031,1899-12-31,3.0,3.7,3065299.0,DOE
1109.0,116.3,120.5,Q127,1900-01-15,4.0,5,4024487.0,DOE
1524.0,205.9,197.3,96th Street Branch Library,1900-03-04,1.0,6.8,1048501.0,NYPL
8929.0,96.9,86.2,"Q060 within (Q060, Q860)",1900-02-26,4.0,3.5,4184144.0,DOE
76.0,166.8,143.1,Snug Harbor Campus: Bldg H,1900-07-18,5.0,5.1,5000000.0,CIG
2665.0,261,223.9,Engine Co. 154 Communications Garage,1900-01-24,5.0,7.5,5041882.0,FDNY
1443.0,149.9,151.9,Q212,1900-01-18,4.0,5,4437128.0,DOE
9375.0,143.3,151.8,Queens West 9 District Garage (Leased),1900-09-17,4.0,5.8,4196969.0,DSNY
4829.0,470.4,672,"Kings County Hospital Campus: Buildings A, B, C",1899-12-31,3.0,25.7,3327711.0,HHC
4328.0,170.4,192.7,"K819 within (K819, K947)",1900-01-14,3.0,7.8,3097444.0,DOE
3224.0,242.7,275.5,X015,1900-01-08,2.0,10.2,2096013.0,DOE
3696.0,203,156.4,Glendale Community Library,1900-02-15,4.0,5.4,4090100.0,QPL
1109.0,72,71.7,West 59th Street MTS,1900-04-08,1.0,1.9,1076222.0,DSNY
8082.0,107.6,129.9,Q098,1900-10-11,4.0,5.8,4168629.0,DOE
921.0,443.8,437.8,Sunset Park Recreation Center and Pool House,1899-12-31,3.0,17.4,3337407.0,DPR
3037.0,154.3,158.8,X023,1900-03-19,2.0,6.2,2090472.0,DOE
1602.0,132.9,93,K081,1900-01-18,3.0,3.6,3043248.0,DOE
1156.0,155.2,139,M485,1900-01-29,1.0,5.3,1030341.0,DOE
998.0,216.5,199.6,M486,1900-02-09,1.0,7.1,1069583.0,DOE
878.0,135.4,136.9,M660,1900-01-15,1.0,5.6,1018014.0,DOE
2450.0,303.4,294.8,R043,1900-11-15,5.0,8.8,5149609.0,DOE
1797.0,96.8,101.6,M045,1900-04-09,1.0,3.8,1054786.0,DOE
525.0,116.8,132.4,K027,1899-12-31,3.0,5.5,3008342.0,DOE
2445.0,177.5,199.6,X460,1900-01-05,2.0,6.4,2109459.0,DOE
1430.0,81.7,68,M167,1900-01-04,1.0,3.3,1044058.0,DOE
1403.0,204.5,296.4,Thomas Hunter Hall,1899-12-31,1.0,10.3,1081418.0,CUNY-S
4986.0,131.2,147.9,"X918 within (X068, X918)",1900-03-21,2.0,7.4,2067852.0,DOE
479.0,289.4,294.1,Chinese Community Concern Parents,1899-12-31,1.0,9.6,1007156.0,ACS
3251.0,100.5,111.6,X445,1900-07-19,2.0,5.3,2094706.0,DOE
8760.0,293.6,302.5,Temporary Building #5,1900-02-28,3.0,10.2,3852583.0,CUNY-C
1967.0,374.3,317.6,BRC Women's Shelter,1900-03-08,3.0,8.5,3056327.0,DHS
3652.0,93.1,94.3,"X893 within (X093, X893)",1899-12-31,2.0,4.2,2097341.0,DOE
955.0,156.8,131.1,M844,1899-12-31,1.0,4.8,1022052.0,DOE
2420.0,272.1,224.6,Children Pride Early Learning Center,1900-02-08,2.0,8,2001910.0,ACS
3360.0,166.5,196.4,Q099,1899-12-31,4.0,10.9,4080168.0,DOE
3864.0,187.5,177.5,"X423 within (X420, X421, X423)",1899-12-31,2.0,8.2,2027459.0,DOE
777.0,359.8,380.5,"Fashion Institute of Technology (SUNY FIT), Bldg A, The David Dubinsky Student Center",1899-12-31,1.0,15.2,1014250.0,FIT
3478.0,100.3,93.8,X174,1900-01-17,2.0,4.3,2020580.0,DOE
1134.0,326.8,367.6,David H. Koch Theater (Leased),1899-12-31,1.0,14.8,1081022.0,CIG
4049.0,203.2,234.1,Engine Co. 90 and Ladder Co. 41,1900-02-17,2.0,8.6,2043470.0,FDNY
4562.0,310.9,287.2,Brooklyn North 5 District Garage (Leased),1899-12-31,3.0,12,3099068.0,DSNY
5937.0,45.4,90,Wave Hill Campus: Wave Hill Museum Building,1901-03-15,2.0,3.7,2101020.0,CIG
5713.0,0,102.7,Kingsbridge (Leased),1900-03-27,2.0,3.5,2087522.0,ACS
3212.0,117.2,101.5,Q144,1899-12-31,4.0,5,4076870.0,DOE
2112.0,312.9,386.5,Precinct,1900-01-09,1.0,12.8,1086200.0,NYPD
5674.0,191.4,207.2,"Q979 within (Q177, Q979)",1900-01-01,4.0,9.5,4128231.0,DOE
39.0,88.4,79.7,Bridges ERB Iron Shop,1899-12-31,3.0,2.4,3000089.0,DOT
3134.0,77,88.6,"Q174 within (Q174, Q935)",1900-01-23,4.0,4.6,4073904.0,DOE
7529.0,107.2,120.2,"Q415 within (Q415, Q416, Q943)",1899-12-31,4.0,6.3,4161735.0,DOE
1808.0,72.4,50.3,East Harlem Multi Service Center,1900-01-07,1.0,1.4,1054888.0,HRA
8760.0,293.6,302.3,Academic Village,1900-02-28,3.0,10.2,3326936.0,CUNY-C
1963.0,158.4,117,Q456,1900-01-04,4.0,3.4,4048306.0,DOE
6743.0,229,142.1,Kissena Hall,1900-01-28,4.0,4.6,4146646.0,CUNY-S
3560.0,216,172.4,Q876,1900-01-03,4.0,6.1,4085866.0,DOE
1205.0,102.2,85.5,M084,1900-01-05,1.0,4.4,1081042.0,DOE
2424.0,223.4,225.2,K319,1899-12-31,3.0,5.9,3063189.0,DOE
13307.0,438.9,449.6,Springfield Family Residence,1900-03-31,4.0,16.6,4430508.0,DHS
6821.0,110.8,118.9,K255,1900-05-02,3.0,6.7,3184034.0,DOE
2480.0,168.7,171.8,X235,1900-01-07,2.0,6.1,2097130.0,DOE
1402.0,398.2,413.8,Precinct,1900-01-24,1.0,15.2,1042471.0,NYPD
3069.0,125.1,137.5,"X118 within (X118, X932)",1899-12-31,2.0,5.6,2011995.0,DOE
5322.0,152,161.3,K917,1900-03-09,3.0,5.3,3328370.0,DOE
4965.0,85,118.6,"K869 within (K864, K869)",1899-12-31,3.0,5.5,3112334.0,DOE
2605.0,344.9,480.1,Rikers Island RMSC Campus: Rikers Island RMSC Campus: 800 Bed Addition,1900-02-08,2.0,17.8,0.0,DOC
4815.0,179.1,188.3,K397,1900-01-19,3.0,8.3,3107315.0,DOE
3886.0,Not Available,257.8,Q686,1902-03-10,4.0,8.1,4447233.0,DOE
5650.0,408.4,387.8,Orchard Beach Administration Building,1899-12-31,2.0,12.1,2097423.0,DPR
2155.0,206.7,190,"Engine Co. 93, Ladder Co. 45 and Batt. 13",1900-01-29,1.0,6.4,1075518.0,FDNY
6788.0,153.9,142.5,"K425 within (K425, K426)",1899-12-31,3.0,8,3182721.0,DOE
1719.0,143.3,325,Pelham Fritz Recreation Center,1899-12-31,1.0,16.8,1083967.0,DPR
14.0,Not Available,134.8,R059,1900-01-31,5.0,4.5,5000126.0,DOE
1016.0,92.1,370.8,TLC Inspections Facility,1900-02-13,4.0,13.9,4022499.0,TLC
3946.0,126.6,136.2,"X106 within (X106, X913)",1900-01-06,2.0,7.2,2041211.0,DOE
2631.0,92.4,105.1,X120,1900-02-16,2.0,6.1,2004496.0,DOE
10024.0,154.4,154.8,"Q050 within (Q050, Q850)",1900-01-11,4.0,6,4214461.0,DOE
8760.0,293.6,302.7,West Academic Cluster - Wing C,1900-02-28,3.0,10.2,3347724.0,CUNY-C
10093.0,289.1,280.9,Queens Family Court,1899-12-31,4.0,8.5,4438731.0,DCAS
3871.0,470.3,487.5,Flatlands Avenue Residence,1900-04-10,3.0,17.3,3332519.0,DHS
1183.0,227.8,362.3,Brooklyn Botanical Garden Campus: Brooklyn Botanical Garden Service Garage,1899-12-31,3.0,13.4,3337842.0,CIG
1467.0,179.7,207.8,K854,1900-01-26,3.0,5.5,3039391.0,DOE
3253.0,96.4,104.4,X143,1900-05-20,2.0,5.6,2015547.0,DOE
3154.0,668.2,320.2,Bronx Library Center (Leased),1900-03-23,2.0,9.1,2116006.0,NYPL
3278.0,160.5,163.2,X054,1900-01-13,2.0,5.7,2113630.0,DOE
3073.0,204.5,181.2,Belmont Branch Library,1900-01-19,2.0,6.1,2012129.0,NYPL
3906.0,246.5,271.2,Precinct,1899-12-31,5.0,9.2,5107580.0,NYPD
3324.0,221.1,179.2,Bushwick Health Center,1899-12-31,3.0,6.4,3076115.0,DOHMH
544.0,349.8,625.7,The Public Theater,1900-01-15,1.0,19.5,1008774.0,CIG
2866.0,Not Available,137.8,X338,1900-04-14,2.0,3.8,2008470.0,DOE
1587.0,925,876.9,Asphalt Green Recreation Facility,1899-12-31,1.0,27.4,1085696.0,DPR
5103.0,98.1,97.2,K877,1900-04-02,3.0,3.9,3338996.0,DOE
0.0,Not Available,869,Grand Gorge WWTP,1899-12-30,6.0,40,0.0,DEP
1554.0,135.5,133.4,K894,1900-01-15,3.0,4.5,3042309.0,DOE
2150.0,155.8,156,"M005 within (M005, M921)",1900-01-29,1.0,5.3,1084201.0,DOE
6631.0,103.5,101.7,K177,1899-12-31,3.0,4.2,3175834.0,DOE
3433.0,122.3,122.7,Labor and Industry for Education Inc.,1900-01-04,3.0,3.5,3079655.0,ACS
5002.0,114.4,119.4,Q460,1899-12-31,4.0,6.3,4113172.0,DOE
1823.0,104.2,113.7,K458,1900-02-06,3.0,4.3,3051641.0,DOE
9914.0,108.2,98.1,"Q095 within (Q095, Q910)",1899-12-31,4.0,4,4446042.0,DOE
3234.0,425,387.1,Precinct,1900-01-21,4.0,12.4,4077446.0,NYPD
940.0,Not Available,Not Available,K133 (closed),1900-03-05,3.0,0,3000000.0,DOE
777.0,355.7,376.4,"Fashion Institute of Technology (SUNY FIT), Bldg B, Business and Liberal Arts Center",1899-12-31,1.0,15,1014250.0,FIT
10756.0,100.8,124.1,"Q033 within (Q033, Q931)",1899-12-31,4.0,5.3,4230589.0,DOE
581.0,127.3,116.6,M641,1900-02-22,1.0,4.6,1086648.0,DOE
10193.0,136,104.5,All My Children Daycare and Nursery School (Leased),1899-12-31,4.0,3.1,4216947.0,ACS
98.0,95.1,64.8,Property Clerk,1900-01-08,4.0,1.7,4436638.0,NYPD
3660.0,326.3,319.7,Precinct,1900-01-02,2.0,11.5,2022630.0,NYPD
2456.0,77.8,131.5,"X090 within (X090, X890)",1900-04-09,2.0,6.7,2002745.0,DOE
2353.0,0,317,Emergency Assistance Unit (EAU),1900-02-25,2.0,9,2088140.0,DHS
5201.0,129.2,137.5,"Q024 within (Q024, Q936)",1900-01-20,4.0,6.1,4117403.0,DOE
12033.0,137.9,126.2,Q781,1900-01-09,4.0,5,4261207.0,DOE
1131.0,176.6,330.5,North Hall,1899-12-31,1.0,12.6,1028826.0,CUNY-S
7315.0,40.1,38.9,DoITT Facility,1900-03-22,5.0,1,5000000.0,DOITT
3253.0,179.3,185.5,X360,1900-12-06,2.0,6.2,2103864.0,DOE
1550.0,70.3,70.3,K271,1899-12-31,3.0,3.7,3042157.0,DOE
2489.0,305.5,317.7,Morrisania DTC Center,1900-02-28,2.0,10.4,2003015.0,HHC
2280.0,91.2,92,X043,1900-02-08,2.0,4.8,2000205.0,DOE
7555.0,319.2,5.2,Student Union,1900-01-26,3.0,0.2,3205803.0,CUNY-S
8760.0,293.6,301.5,Temporary Building #6,1900-02-28,3.0,10.2,3852584.0,CUNY-C
3257.0,143.8,219.7,Kingsbridge Recreation Center,1900-04-20,2.0,7.6,2015788.0,DPR
2077.0,155.7,185.3,Hamilton Grange Branch Library,1900-01-25,1.0,6.4,1061938.0,NYPL
3705.0,137.3,108.6,R052,1899-12-31,5.0,4.6,5053746.0,DOE
275.0,45.5,45.1,Manhattan 3B Garage,1900-01-02,1.0,1.4,1079607.0,DSNY
3541.0,142.4,136.1,K175,1899-12-31,3.0,5.5,3081419.0,DOE
2965.0,120.2,128.3,"X134 within (X134, X834)",1900-03-22,2.0,5.7,2010273.0,DOE
1111.0,104.9,205.7,Central Park Shop and Garage,1899-12-31,1.0,10.7,1088762.0,DPR
