Thoroughfare,project_id,location_segment_id,ProjClass,StatFlag,oft_code,location_community_board
Little Neck Parkway,Q2006-13-15,81258.0,Intersection,,416640454120000000,413.0
Riverside Drive,M2014-07-09,108256.0,Intersection,,113113129690000000,107.0
Prospect Expressway,K2009-06-02,14733.0,Intersection,,346830372500000000,
84 Street,K2017-11-12,13395.0,Intersection,,306980310780000000,311.0
Bend,K2008-14-05,65992.0,Intersection,,312530318950000000,314.0
7 Avenue,K2015-07-03,14198.0,Intersection,,306930305780 00000,
Leonard Avenue,S2020-01-14,6581.0,Intersection,,525660536225000000,501.0
Cypress Avenue,K2013-04-04,72796.0,Intersection,,331230441290 00000,
West 3 Street,M2020-02-11,20528.0,Intersection,,125190133890000000,102.0
85 Street,K2007-10-03,11739.0,Intersection,,305430310830000000,310.0
Utopia Parkway,Q2005-08-15,58595.0,Intersection,,450290465690000000,408.0
Kings Highway,B202318009,89953.0,Intersection,,336480354050000000,318.0
East 27 Street,K2005-15-4,24821.0,Intersection,,314880336030000000,315.0
Van Nest Avenue,X2009-11-22,52510.0,Intersection,,212550271120000000,211.0
Yukon Avenue,S2014-02-69,83976.0,Intersection,,544750556625000000,502.0
Alley Park Boundary,Q2018-11-07,61863.0,Intersection,,427097427810000000,
Ascan Avenue,Q2013-06-02,50491.0,Intersection,,415190428490000000,406.0
Craig Avenue,S2016-03-45,64.0,Intersection,,518510525030000000,503.0
St Marks Avenue,K2011-16-04,27191.0,Intersection,,338430380430000000,316.0
Hamilton Avenue,K2017-06-34,14630.0,Intersection,,344690346830000000,307.0
West 151 Street,M2013-10-12,103206.0,Intersection,,110610136790000000,110.0
Utopia Parkway,Q202407058,60187.0,Intersection,,405760465690000000,407.0
East Houston Street,M2009-03-07,20691.0,Intersection,,110110119890000000,103.0
Main Street,Q2014-07-12,54849.0,Intersection,,450290454580000000,407.0
Jerome Avenue,X2010-04-13,97508.0,Intersection,,212550242820000000,204.0
Manhattan College Parkway,X2016-08-01,64602.0,Intersection,,212550248720000000,208.0
Webster Avenue,K2003-12-7,18001.0,Intersection,,335130390230000000,314.0
Bend,X2012-02-21,107090.0,Intersection,,215920212550 00000,
Prince Street,Q2016-07-80,69241.0,Intersection,,457790459590 00000,407.0
Norwood Avenue,K2009-05-13,29700.0,Intersection,,352730366930000000,305.0
240 Street,Q2018-11-18,62432.0,Intersection,,407790427130000000,411.0
Lafayette Avenue,X2016-10-26,57292.0,Intersection,,222240245120000000,210.0
East Drive,M2003-08-2,23691.0,Intersection,,113113198020000000,164.0
Park Avenue,K2006-02-6,16088.0,Intersection,,363985369230000000,302.0
Vanderbilt Avenue,K2009-02-19,18748.0,Intersection,,343330387330000000,302.0
Nelson Avenue,X2015-05-09,44011.0,Intersection,,222240253620000000,204.0
Sedgwick Avenue,X2007-05-06,44516.0,Intersection,,276850263820 00000,
Sackman Street,K2011-16-01,29139.0,Intersection,,318950374730000000,316.0
Body Of Water,Q2015-06-02,54675.0,Intersection,,414640462250000000,481.0
Dead End,Q2004-11-17,60009.0,Intersection,,426840441700000000,411.0
Stanley Avenue,S2018-01-18,11129.0,Intersection,,520600549700000000,
Beach Channel Drive,Q2005-14-13,80995.0,Intersection,,435150435290000000,484.0
Ditmars Boulevard,Q2007-01-04,46526.0,Intersection,,415790442490000000,401.0
West 145 Street,M2007-10-04,42529.0,Intersection,,124690136670000000,110.0
Bend,X2015-05-14,66984.0,Intersection,,276850212550 00000,
Mickle Avenue,X2014-11-06,53970.0,Intersection,,248020250820000000,211.0
Reservoir Oval,X2003-07-8,49200.0,Intersection,,212550260920000000,207.0
Brighton Avenue,S2003-01-60,67450.0,Intersection,,518510519850000000,501.0
Morris Avenue,X2014-05-05,48745.0,Intersection,,229220252120000000,205.0
Cross Bronx Expressway,X2009-06-09,48298.0,Intersection,,213820222240000000,203.0
Cross Bronx Expressway,X2015-09-20,94052.0,Intersection,,218520222240000000,209.0
Sutter Avenue,B202316009,27101.0,Intersection,,375130383730000000,316.0
Belt Parkway,K2020-13-03,16871.0,Intersection,,350430377030000000,315.0
Marcus Garvey Boulevard,B202403011,27379.0,Intersection,,345930383330000000,303.0
Metropolitan Avenue,Q2008-05-22,30200.0,Intersection,,413740455690000000,405.0
Zerega Avenue,X2018-09-06,52301.0,Intersection,,245120279050000000,209.0
Wilowbrk Expressway Entrance Sb,S2008-01-27,6183.0,Intersection,,597030597320000000,
Flatlands 9 Street,K2020-18-32,28968.0,Intersection,,338210341057000000,318.0
Nycta Subway,K2002-01-11,19438.0,Intersection,,319530367047000000,301.0
Bay Parkway,K2007-11-05,13746.0,Intersection,,309780317330000000,311.0
Sackett Street,K2017-06-27,14875.0,Intersection,,351030374630000000,306.0
54 Street,K2021-07-03,80040.0,Intersection,,305430309280000000,307.0
Grand Central Parkway,Q2018-08-15,58453.0,Intersection,,424490447390000000,408.0
East 7 Street,B202412003,18003.0,Intersection,,329630335080000000,312.0
Gillespie Avenue,X2015-10-26,57434.0,Intersection,,220420235620000000,210.0
Liberty Avenue,Q2011-09-18,33763.0,Intersection,,420590453790000000,410.0
Meisner Avenue,S2010-02-36,66315.0,Intersection,,518510538970000000,502.0
3 Avenue,X2016-01-28,42933.0,Intersection,,225980268020000000,201.0
Raymond Avenue,S2010-01-37,6754.0,Intersection,,529860544657000000,
Utica Avenue,K2016-08-03,26868.0,Intersection,,372730386630000000,308.0
Liberty Avenue,K2004-05-5,29516.0,Intersection,,353230355830000000,305.0
East 30 Street,M2012-05-01,21440.0,Intersection,,110410117590000000,105.0
Sutter Avenue,K2015-05-12,29735.0,Intersection,,360930383730000000,305.0
Lafayette Avenue,X2005-10-18,57292.0,Intersection,,222240245120000000,210.0
Ridge Avenue,S2003-02-18,8250.0,Intersection,,518510545055000000,502.0
Troy Avenue,K2010-18-06,65290.0,Intersection,,332600386030000000,317.0
Luquer Street,K2009-06-02,14529.0,Intersection,,348830357630000000,
Gerritsen Avenue,B202215028,25100.0,Intersection,,314780343910000000,318.0
193 Street,Q2013-12-44,37845.0,Intersection,,419790425540000000,412.0
East Tremont Avenue,X2017-10-05,56932.0,Intersection,,222240229620000000,210.0
211 Street,Q2020-11-17,59798.0,Intersection,Ready for Paving,410590426390000000,411.0
Little Neck Parkway,Q202413014,92021.0,Intersection,Ready for Milling,417130454120000000,413.0
Sackett Street,K2005-06-8,15071.0,Intersection,,305430374630000000,306.0
East 49 Street,K2021-17-22,26213.0,Intersection,,326230336980000000,317.0
Lincoln Place,K2012-06-01,18619.0,Intersection,,305880356030000000,306.0
151 Place,Q2007-07-42,56553.0,Intersection,,405590423350000000,407.0
Queens Boulevard,Q2016-08-11,34912.0,Intersection,,435780459990000000,412.0
Brighton Avenue,S2010-01-50,9527.0,Intersection,,518510519850000000,501.0
Guy R Brewer Boulevard,Q2005-12-23,82726.0,Intersection,,453790457190000000,412.0
Remsen Avenue,K2003-17-3,28599.0,Intersection,,326235373210000000,318.0
Bend,S2015-03-75,636.0,Intersection,,515650518510000000,503.0
Spring Street,S2016-02-64,9043591.0,Intersection,,518510548650000000,502.0
Body Of Water,X2012-10-11,48033.0,Intersection,,212550264745000000,210.0
East 16 Road,Q2014-14-08,33091.0,Intersection,,439014443038000000,414.0
Wickham Avenue,X2017-11-02,54056.0,Intersection,,209620277450000000,211.0
Body Of Water,Q2016-14-08,47025.0,Intersection,,435780462250000000,410.0
Popham Avenue,X2021-05-09,104450.0,Intersection,Paving Completed,212550259020000000,205.0
Vermont Street,K2013-05-14,29415.0,Intersection,,334330388030000000,305.0
Henry Hudson Parkway,X2006-08-10,45020.0,Intersection,,275121239220 00000,
Bay Parkway,K2008-11-21,12907.0,Intersection,,310680317330000000,311.0
Westfield Avenue,S2018-03-55,1131.0,Intersection,,552910554822000000,
Riverside Drive,M2016-07-03,24366.0,Intersection,,113113129690000000,107.0
Franklin Street,M2013-01-04,20204.0,Intersection,,144890120890 00000,
Queens Boulevard,Q2018-06-06,83124.0,Intersection,,415890459990000000,406.0
Bend,S2017-02-26,5535.0,Intersection,,516900518510000000,502.0
Zerega Avenue,X2020-10-09,52779.0,Intersection,,247820279050000000,210.0
Eastentry Road,S2007-02-13,8024.0,Intersection,,518510526840000000,502.0
Astoria Boulevard South,Q2005-01-3,41807.0,Intersection,,408540428794000000,401.0
Henry Street,M2003-03-9,15809.0,Intersection,,120640122690000000,103.0
Body Of Water,Q2009-14-02,105368.0,Intersection,,435780462250000000,410.0
West 138 Street,M2007-10-05,78244.0,Intersection,,124690136530000000,110.0
32 Street,K2021-07-07,14017.0,Intersection,Paving Completed,305430308180000000,307.0
Reservoir Avenue,X2010-08-09,48767.0,Intersection,,212550260820000000,208.0
3 Avenue,X2012-01-02,43288.0,Intersection,,226490268020000000,201.0
Bend,M2018-07-12,24345.0,Intersection,,129690113113 00000,
154 Street,Q2013-07-24,55900.0,Intersection,,408190423540000000,407.0
Harway Avenue,K2020-13-04,13040.0,Intersection,Paving Completed,317280347730000000,313.0
Linden Boulevard,B202305032,79876.0,Intersection,,330430356230000000,305.0
West Alley Road,Q2009-11-07,86217.0,Intersection,,440990467430000000,411.0
99 Street,Q202303004,50711.0,Intersection,Ready for Milling,408440419190000000,403.0
84 Street,Q2004-05-6,46073.0,Intersection,,412790417140000000,405.0
89 Street,Q2020-03-03,86598.0,Intersection,,406940418090000000,403.0
Howard Avenue,K2012-03-10,27044.0,Intersection,,318950350930000000,316.0
Astoria Boulevard,Q2016-01-04,104321.0,Intersection,,408140428790000000,401.0
Franklin Street,K2018-01-11,22128.0,Intersection,,324330342030000000,301.0
29 Street,Q2005-01-15,42318.0,Intersection,,406990407740000000,401.0
Queens Boulevard,Q2016-08-11,81768.0,Intersection,,435780459990000000,412.0
Hamilton Avenue,K2017-06-34,9048527.0,Intersection,,344690346830000000,307.0
Gramercy Park West,M2014-06-04,20926.0,Intersection,,117410121610000000,
Rockaway Avenue,K2021-16-05,27239.0,Intersection,,356630373470000000,316.0
Benson Avenue,K2016-11-08,12893.0,Intersection,,307430319030000000,311.0
Neckar Avenue,S2003-02-20,10488.0,Intersection,,525908539718000000,502.0
95 Avenue,Q2020-09-01,31441.0,Intersection,Ready for Milling,416140418790000000,409.0
East 42 Street,M2015-05-04,21517.0,Intersection,,110410117830000000,105.0
Hoyt Street,K2018-06-10,14790.0,Intersection,,305530351030000000,306.0
82 Street,Q2011-05-28,46053.0,Intersection,,413440416890000000,405.0
East 213 Street,X2010-12-12,64818.0,Intersection,,277150228020 00000,212.0
West 153 Street,M2013-10-08,43438.0,Intersection,,110810136830000000,110.0
West 124 Street,M202410015,24158.0,Intersection,,122390136250000000,109.0
87 Street,Q2015-04-29,46015.0,Intersection,,410890417740000000,404.0
I 678,Q2005-12-17,34967.0,Intersection,,453790466290000000,409.0
Glenwood Street,Q2004-11-11,62537.0,Intersection,,413185447065000000,411.0
Tompkins Avenue,S2017-01-29,10125.0,Intersection,,536350551500000000,501.0
Whitestone Expressway,Q2017-07-64,56234.0,Intersection,,405240467656000000,407.0
50 Street,K2019-12-06,14095.0,Intersection,Paving Completed,306180309080000000,312.0
Linden Boulevard,Q2018-12-39,39699.0,Intersection,,425540453890000000,412.0
Logan Street,K2019-05-28,29788.0,Intersection,,348330356930000000,305.0
Hylan Boulevard,S2015-03-39,9033384.0,Intersection,,518510534100000000,503.0
135 Avenue,Q2017-10-39,34139.0,Intersection,,421940422190000000,410.0
Tysen Street,S2003-01-14,9482.0,Intersection,,518510552100000000,501.0
39 Street,K2011-07-03,79715.0,Intersection,,305430308530000000,307.0
Lillian Wald Drive,M202203005,70344.0,Intersection,,119890124995000000,103.0
104 Street,Q2013-09-03,32010.0,Intersection,,419340419740000000,409.0
City Limit,X2012-12-04,54559.0,Intersection,,212550219530000000,212.0
Tillotson Avenue,X2021-12-01,58226.0,Intersection,,253870268860000000,212.0
Linden Boulevard,Q2019-12-43,40379.0,Intersection,,435780453890000000,410.0
East 105 Street,K2011-18-20,28883.0,Intersection,,314180338210000000,318.0
Liberty Avenue,B202305038,29670.0,Intersection,,319430355830000000,305.0
Minna Street,K2007-12-08,14228.0,Intersection,,325730361230000000,312.0
Hughes Avenue,X2012-06-04,48153.0,Intersection,,227120241320000000,206.0
Gowanus Expressway,K2011-07-05,12122.0,Intersection,,309830344690000000,310.0
West 110 Street,M2020-11-04,23753.0,Intersection,,110410114210000000,
East 22 Street,K2015-15-15,17076.0,Intersection,,314630335780000000,315.0
83 Street,Q2007-03-04,46715.0,Intersection,,407990416990000000,403.0
Riverside Drive,M2005-07-14,21667.0,Intersection,,111140129690000000,
Truxton Street,X202302004,47361.0,Intersection,,236890269790000000,202.0
Orloff Avenue,X2014-08-16,49443.0,Intersection,,212550256020000000,208.0
Conduit Boulevard,K2016-05-26,31241.0,Intersection,,313630328750000000,305.0
Belt Parkway,K2017-15-20,24872.0,Intersection,,367030377030000000,315.0
Northern Boulevard,Q2016-07-42,59144.0,Intersection,,424590457790000000,407.0
Bay Ridge Parkway,K2019-11-08,13410.0,Intersection,,306680310330000000,311.0
Fern Place,Q2019-12-44,37476.0,Intersection,,424890444990000000,
Long Island Expressway,Q2018-08-16,58745.0,Intersection,,425240450290000000,408.0
60 Lane,Q2005-05-37,45105.0,Intersection,,412140412540000000,
Franklin D Roosevelt Drive,M2008-06-05,108345.0,Intersection,,113113120490000000,103.0
Flushing Avenue,K2010-02-11,19124.0,Intersection,,305630341330000000,
164 Street,Q2002-12-6,37174.0,Intersection,,420240424240000000,412.0
Body Of Water,X2012-10-11,58048.0,Intersection,,212550264745000000,210.0
213 Street,Q2008-13-32,,Intersection,,436990426490000000,
Merrick Boulevard,Q2009-12-06,37292.0,Intersection,,420140455590000000,412.0
Metropolitan Oval,X2016-09-44,52684.0,Intersection,,212550250770000000,209.0
Merrill Avenue,S202302057,3760.0,Intersection,,529980539000000000,502.0
Islington Street,S2009-03-40,4767.0,Intersection,,524530534210000000,
Netherland Avenue,X2015-08-18,49366.0,Intersection,,212550253820000000,208.0
I 678,Q2010-09-09,34984.0,Intersection,,428890466290000000,409.0
209 Street,Q2015-13-28,39929.0,Intersection,,420240426240000000,413.0
21 Street,Q2010-01-07,42346.0,Intersection,,406590406740000000,401.0
Nansen Street,Q2008-06-06,32394.0,Intersection,,435780456630000000,406.0
Belt Parkway,K2017-15-19,24815.0,Intersection,,336080377030000000,315.0
Utopia Parkway,Q2008-07-01,60088.0,Intersection,,440990465690000000,407.0
Grandview Place,X202304006,92077.0,Intersection,,226670236520000000,204.0
Queens Plaza South,Q2019-02-32,41319.0,Intersection,,406890436941000000,
Bell Boulevard,Q2019-11-52,61069.0,Intersection,,415390435690000000,411.0
Ludlow Street,M202203025,20753.0,Intersection,Ready for Milling,121690125090000000,103.0
Union Square East,M2013-05-05,20822.0,Intersection,,117310132632000000,105.0
107 Street,Q2002-09-19,32710.0,Intersection,,418290420090000000,409.0
Hillel Place,K2016-14-28,17780.0,Intersection,,340930350050000000,314.0
Clinton Street,M2019-03-02,15932.0,Intersection,,115010115510000000,103.0
Homelawn Street,Q2017-08-20,58623.0,Intersection,,447390450150000000,408.0
Grand Central Parkway,Q2018-13-15,105587.0,Intersection,,439635447390000000,411.0
Alameda Avenue,Q2013-11-55,9031624.0,Intersection,,457790427490 00000,
East 167 Street,X2014-02-02,66435.0,Intersection,,212550226670000000,204.0
Kings Highway,K2015-15-06,17679.0,Intersection,,314380354050000000,314.0
Dead End,Q2017-10-34,33917.0,Intersection,,421340441700000000,410.0
Manhattan College Parkway,X2016-08-01,49325.0,Intersection,,212550248720000000,208.0
Fdr Drive Exit,M2017-01-05,15437.0,Intersection,,116650197290000000,
Wilson Avenue,K2017-04-08,29856.0,Intersection,,332030393530000000,304.0
Ocean Terrace,S2004-02-97,7988.0,Intersection,,518510541320000000,502.0
228 Street,Q2019-13-04,86488.0,Intersection,,422390427092000000,413.0
Beach Channel Drive,Q2002-14-9,33210.0,Intersection,,432740435290000000,414.0
Pierce Avenue,X2007-11-01,52783.0,Intersection,,213320258320000000,211.0
3 Avenue,K2016-07-03,85179.0,Intersection,,309380305280 00000,307.0
Myrtle Avenue,Q2003-09-2,32590.0,Intersection,,446043456490000000,482.0
Maspeth Avenue,K2018-01-28,9050941.0,Intersection,,351530359130000000,301.0
Bend,X2014-10-30,101982.0,Intersection,,215920212550 00000,
Maspeth Avenue,K2008-01-09,9050941.0,Intersection,,351530359130000000,301.0
West 187 Street,M2019-12-05,44316.0,Intersection,,113113137490000000,112.0
Cypress Avenue,Q2008-05-26,27845.0,Intersection,,331230441290 00000,
Grand Central Parkway,Q2005-03-5,51094.0,Intersection,,461090447390 00000,
West 15 Street,M2012-04-03,20472.0,Intersection,,110810134070000000,104.0
East 174 Street,X202304027,9045945.0,Intersection,,212550226880000000,204.0
3 Avenue,X2015-01-08,48890.0,Intersection,,212550268020000000,201.0
Ocean Parkway,K2014-13-15,88057.0,Intersection,,364230367730000000,313.0
Garfield Place,K2021-06-11,18544.0,Intersection,,305780343130000000,306.0
Thatford Avenue,K2016-16-20,28648.0,Intersection,,357230385030000000,316.0
President Street,K2017-06-22,14564.0,Intersection,,349630372230000000,306.0
Meisner Avenue,S2010-02-35,5629.0,Intersection,,536310538970000000,
West 104 Street,M2018-07-19,78411.0,Intersection,,113610135850000000,107.0
196 Street,Q2006-12-14,39723.0,Intersection,,420830425740000000,412.0
Jerome Avenue,X2008-07-01,71101.0,Intersection,,212550242820000000,204.0
Highland Boulevard,K2013-05-14,102063.0,Intersection,,352060349830 00000,
48 Street,K2007-12-02,14144.0,Intersection,,306380308980000000,312.0
Riverside Drive,M2003-07-1,24366.0,Intersection,,113113129690000000,107.0
Lincoln Avenue,K2010-05-08,31275.0,Intersection,,339830355930000000,305.0
Flushing Avenue,Q2008-05-33,41145.0,Intersection,,411590445190000000,405.0
Story Avenue,X202209002,52908.0,Intersection,,238620266920000000,209.0
Forest Avenue,S2019-01-30,9091.0,Intersection,,518510529150000000,501.0
Madison Avenue,M2020-05-14,22512.0,Intersection,,117950125390000000,105.0
Belt Parkway,K2011-13-08,16683.0,Intersection,,370165377030000000,310.0
Blake Avenue,K2016-05-29,29278.0,Intersection,,312030319830000000,305.0
Bruckner Boulevard,X2014-10-14,94796.0,Intersection,,212550215920000000,202.0
Hrlm Riv Drive Exit Nb,M2013-11-04,42574.0,Intersection,,127790198110000000,
East 83 Street,K2016-18-40,26611.0,Intersection,,314080337530000000,318.0
Green Valley Road,S2009-03-63,1580.0,Intersection,,518510570127000000,503.0
Parkchester Road,X2012-09-11,84796.0,Intersection,,250750256890000000,209.0
Madison Avenue,M2013-08-04,23597.0,Intersection,,118770125390000000,108.0
Bend,Q2007-11-20,68437.0,Intersection,,425600435780000000,408.0
Elton Avenue,X202401003,43189.0,Intersection,,226430231120000000,201.0
Tiebout Avenue,X2014-05-02,48733.0,Intersection,,227150268420000000,205.0
Johnson Avenue,X2017-08-05,66802.0,Intersection,,217620243120000000,208.0
Front Street,K2008-02-03,15771.0,Intersection,,333360342330000000,302.0
West 181 Street,X2016-05-03,107765.0,Intersection,,270620274630000000,205.0
217 Street,Q202307007,60478.0,Intersection,Ready for Milling,406990426740000000,407.0
84 Street,Q2018-04-03,45864.0,Intersection,,411640417140000000,404.0
Jamaica Avenue,Q2019-09-25,34514.0,Intersection,,421390451090000000,409.0
Goodell Avenue,S2012-01-08,6754.0,Intersection,,525908529860000000,501.0
Union Street,Q2010-07-19,55533.0,Intersection,,408590465490000000,407.0
69 Street,Q2010-02-04,46471.0,Intersection,,408790414690000000,402.0
Memphis Avenue,Q2020-13-32,38650.0,Intersection,,427250455460000000,413.0
79 Place,Q2016-05-09,32168.0,Intersection,,416190416440000000,405.0
East 91 Street,M2004-08-4,23712.0,Intersection,,110110118810000000,108.0
West Tremont Avenue,X2008-05-01,44137.0,Intersection,,248220276850000000,205.0
Franklin Street,M2019-01-23,20205.0,Intersection,,144890120890 00000,
Foster Avenue,K2008-12-05,17443.0,Intersection,,335180341730000000,314.0
Cypress Avenue,K2011-04-03,27846.0,Intersection,,331230441290 00000,
243 Street,Q2003-13-5,39568.0,Intersection,,421870427190000000,413.0
Stockholm Street,K2007-04-06,27754.0,Intersection,,354100381930000000,304.0
Cooper Avenue,Q2007-05-09,30297.0,Intersection,,435780439690000000,405.0
Pitkin Avenue,Q2011-10-09,31830.0,Intersection,,452510459190000000,410.0
Fern Place,Q2019-12-44,37398.0,Intersection,,420140444990000000,412.0
Union Turnpike,Q2014-08-19,83327.0,Intersection,,435690465590000000,411.0
Ridgewood Avenue,K2007-05-04,29698.0,Intersection,,356930373350000000,305.0
Kew Gardens Road,Q2016-09-33,34622.0,Intersection,,421690452090000000,409.0
Lafayette Avenue,X2016-02-09,47369.0,Intersection,,215920245120000000,202.0
164 Street,Q2019-08-01,55262.0,Intersection,,416240424240000000,408.0
Edson Avenue,X2002-12-10,54087.0,Intersection,,211620230220000000,212.0
Webb Avenue,X2002-07-2,9041305.0,Intersection,,212550273620000000,207.0
Glenwood Road,B202218018,26465.0,Intersection,,337500344430000000,318.0
Division Street,M2017-03-14,15819.0,Intersection,,111610116410000000,103.0
Ocean Parkway,K2019-07-04,71938.0,Intersection,,318950367730000000,307.0
Dead End,Q2013-11-13,70182.0,Intersection,,426940441700000000,413.0
Kings Highway,K2015-17-03,89724.0,Intersection,,337880354050000000,317.0
Long Island Expressway,Q2014-11-01,59747.0,Intersection,,439070450290000000,408.0
Honeywell Street,Q2018-02-38,41517.0,Intersection,,408640450170000000,402.0
West 246 Street,X2015-08-25,66654.0,Intersection,,212550275140000000,208.0
Hollywood Avenue,X2013-10-04,79101.0,Intersection,,215920240420 00000,
Belt Parkway,K2008-11-07,12816.0,Intersection,,332600377030000000,311.0
78 Street,Q2013-03-05,46574.0,Intersection,,407790416290000000,403.0
Body Of Water,X2012-10-11,77389.0,Intersection,,212550264745000000,210.0
Berry Street,K2002-01-11,19420.0,Intersection,,318950319530000000,301.0
Prospect Avenue,K2006-07-8,14298.0,Intersection,,306080372430000000,307.0
Bayside Avenue,Q2008-07-19,55605.0,Intersection,,422840429790000000,407.0
Belt Parkway,K2009-11-02,12620.0,Intersection,,316180377030000000,311.0
Rockaway Beach Boulevard,Q2007-14-07,82363.0,Intersection,,435115460790000000,414.0
171 Street,Q2007-08-05,58485.0,Intersection,,414890424690000000,408.0
Pilling Street,K2009-04-06,29180.0,Intersection,,356440370530000000,
106 Street,Q2017-09-40,32703.0,Intersection,,418640419940000000,409.0
Cross Island Parkway,Q2018-07-01,56711.0,Intersection,,424040440990000000,407.0
Grand Central Parkway,Q2010-11-09,62916.0,Intersection,,427258447390000000,411.0
41 Street,K2005-07-4,79984.0,Intersection,,305430308630000000,307.0
Waltham Street,Q2017-12-53,35270.0,Intersection,,419990466790000000,412.0
Stanley Avenue,K2010-05-07,31386.0,Intersection,,341430381050000000,305.0
135 Avenue,Q2006-12-2,31657.0,Intersection,,416990422190000000,410.0
Webster Avenue,X2016-05-25,67090.0,Intersection,,227270273720000000,205.0
Varet Street,B202301017,19928.0,Intersection,,358330387630000000,301.0
Bend,X2013-02-05,79100.0,Intersection,,215920212550 00000,
Pidgeon Meadow Road,Q2015-07-34,59126.0,Intersection,,424590459015000000,
Liberty Avenue,Q2003-12-7,37200.0,Intersection,,424440453790000000,412.0
Utopia Parkway,Q2006-07-8,60130.0,Intersection,,407340465690000000,407.0
Body Of Water,S2016-03-07,108245.0,Intersection,,518510547823000000,502.0
81 Street,Q2016-05-10,32173.0,Intersection,,416040416740000000,405.0
227 Street,Q2020-13-17,40307.0,Intersection,,420890427090000000,413.0
Cooper Square,M2008-03-06,20710.0,Intersection,,113460116000000000,103.0
Brighton Avenue,S2004-01-12,67450.0,Intersection,,518510519850000000,501.0
Lirr North Side Div,Q2013-01-08,42362.0,Intersection,,408740454103000000,
Richardson Avenue,X2017-12-10,54341.0,Intersection,,228770261320000000,212.0
Rockaway Avenue,K2019-16-15,79927.0,Intersection,,338430373470000000,316.0
Utopia Parkway,Q2012-07-06,59180.0,Intersection,,411640465690000000,411.0
Rockland Avenue,S2017-02-65,5676.0,Intersection,,518510545224000000,502.0
218 Street,Q2021-13-13,39077.0,Intersection,,422110426840000000,413.0
Riverdale Avenue,X2007-08-07,45022.0,Intersection,,239220261520000000,208.0
Ocean Avenue,K2012-14-09,17608.0,Intersection,,344430367530000000,314.0
Lexington Avenue,M2006-04-3,22590.0,Intersection,,117950124890000000,105.0
Rockaway Freeway,Q2016-14-08,9008376.0,Intersection,,430890460820000000,414.0
Riverside Drive,M2002-07-1,9040489.0,Intersection,,113113129690000000,107.0
Metropolitan Oval,X2016-09-44,52603.0,Intersection,,212550250770000000,209.0
Body Of Water,X2012-10-11,57696.0,Intersection,,212550264745000000,210.0
Henry Hudson Parkway,X2017-08-10,45015.0,Intersection,,275121239220 00000,
East 27 Street,K2013-15-55,17745.0,Intersection,,314380336030000000,315.0
Belt Parkway,Q2010-13-15,39453.0,Intersection,,421870463020000000,413.0
205 Place,Q2019-12-18,39845.0,Intersection,,419720426085000000,412.0
Harway Avenue,B202311007,12884.0,Intersection,,307630347730000000,311.0
Queens Boulevard,Q2018-06-02,80867.0,Intersection,,415490459990000000,406.0
85 Street,B202311014,13394.0,Intersection,,306980310830000000,311.0
West 133 Street,M2013-09-11,24111.0,Intersection,,127390136430000000,109.0
Mapleton Avenue,S202202047,7697.0,Intersection,,523995538170000000,502.0
Nycta Subway,X2007-01-12,9008258.0,Intersection,,212550252710000000,201.0
Woodhaven Boulevard,Q2008-09-08,69398.0,Intersection,,435780468090000000,482.0
248 Street,Q2017-11-23,62163.0,Intersection,,411240427220000000,411.0
Dead End,Q2018-12-49,39600.0,Intersection,,425270441700000000,412.0
Burden Crescent,Q2004-08-21,34935.0,Intersection,,417090437790000000,408.0
Fingerboard Road,S2015-02-45,8450.0,Intersection,,518510528400000000,502.0
St Nicholas Avenue,M2017-09-05,66109.0,Intersection,,113113131190000000,109.0
107 Street,Q2008-03-08,50892.0,Intersection,,408790420090000000,403.0
West 183 Street,X2014-07-20,65141.0,Intersection,,212550274690000000,207.0
Snyder Avenue,B202417004,18497.0,Intersection,,323330377930000000,317.0
Astoria Boulevard North,Q2016-01-02,46509.0,Intersection,,415540428791000000,401.0
37 Avenue,Q2016-01-11,41410.0,Intersection,,406740408790000000,401.0
Hillside Avenue,Q2017-09-08,34698.0,Intersection,,421890449690000000,409.0
East 17 Street,K2004-14-3,17617.0,Intersection,,314380335580000000,315.0
East Fordham Road,X2006-06-1,78998.0,Intersection,,217520229220000000,206.0
Pelham Parkway,X2010-11-01,108154.0,Intersection,,252710257720000000,211.0
Commonwealth Boulevard,Q2009-13-06,62700.0,Intersection,,417800439635000000,413.0
W Shore Expressway Entrance Sb,S2016-02-70,3295.0,Intersection,,548500597196000000,
Bend,Q2002-12-33,39963.0,Intersection,,421190435780000000,412.0
Hicks Street,K2002-02-4,15770.0,Intersection,,342730349630000000,302.0
Bend,M2010-09-07,69733.0,Intersection,,129690113113 00000,
Bend,X2014-10-15,53054.0,Intersection,,215920212550 00000,
Belt Parkway,K2017-15-18,16676.0,Intersection,,370165377030000000,310.0
Bend,S2015-03-29,1224.0,Intersection,,515650518510000000,503.0
Reservoir Avenue,X2010-08-09,48771.0,Intersection,,212550260820000000,208.0
Laurelton Parkway,Q2005-13-6,39588.0,Intersection,,421370453120000000,413.0
Broadway,Q2004-01-5,46184.0,Intersection,,411390437290000000,401.0
Clinton Avenue,K2008-02-16,19303.0,Intersection,,306080327430000000,302.0
Eastern Parkway,K2018-08-02,26912.0,Intersection,,323530338430000000,308.0
Park Avenue,M2008-06-05,78435.0,Intersection,,117670127790000000,106.0
Herrick Avenue,S2013-03-AM,9042024.0,Intersection,,518510532880000000,503.0
